SIZE_HA,IGN_DATE,LATITUDE,LONGITUDE,minimum temperature,maximum temperature,average temperature,dew point,relative humidity,heat index,wind speed,wind gust,wind direction,wind chill,precipitation,visibility,cloud cover,sea level pressure
2,20061001.14,56.0958,-121.0885,31.3,50.5,41.3,27.1,58.97,,19.5,28.9,,26.1,0,16.7,54.4,1015.8
8.6,20100429.17,58.7445,-122.621,30,60.8,47.7,22.4,39.14,,5.8,,97.92,24,0,24.7,21.1,1012.8
3.8,20030810.15,50.6281,-117.3931,56.4,84.7,69.5,55.5,64.28,83.3,13.4,,205.29,,0.04,13.4,12.3,1015.5
15,20060911.17,56.2897,-120.6552,46.3,66.3,56,30.6,40.12,,17.3,24.2,,40.3,0,14.9,29.9,1018.9
2.9,20130825.16,49.0518,-115.078,52.2,76.5,63.9,50.6,65.91,,12.1,36.9,246.92,,0.31,82,22.8,1013.4
18070.6,20150525.23,58.96,-124.2968,,,,,,,,,,,0,,,
200,20150523.14,58.8233,-125.2417,,,,,,,,,,,0,,,
96,20090504.12,56.5598,-120.6995,33.9,59.5,48.7,19.5,33.6,,23.3,28.9,264.5,24.4,0,14.9,36.3,1000.2
146,20040813.22,50.1135,-121.8572,61.8,103.3,83,45.4,29.69,99.3,20.8,,179.52,,0.02,9.2,1.5,1012.2
2.6,20120820.12,53.6953,-124.895,55.5,69.9,62.3,54.5,76.36,,16.1,19.7,283.04,,0.02,,0,1013.4
60,20020620.2,58.9305,-122.9077,55.1,75.3,67.1,45.3,47.17,,6.9,,158.57,,0.04,12.3,74.7,1008.2
6.1,20180731.12,52.4803,-119.3448,55.5,83.8,68.8,57.7,71.12,83.7,4.7,27.5,152.67,,0.03,111.4,15.2,1014
25,20160401.16,56.5371,-120.7946,37.7,66.9,53.2,31.7,45.01,,15.9,26.4,199.54,32.5,0,14.9,8.3,1011.9
6,20020609.12,53.2045,-123.0072,39.8,77.1,61.2,42.5,56.2,,10.8,,230.07,,0,16.3,18.3,1019.3
20,20030430.23,54.1642,-123.1377,37.7,66.5,52.7,27.1,41.24,,8.1,,210,36.5,0,29.7,28.6,1015.2
7.2,20060509.19,55.8409,-121.6734,37.6,59,49.4,18.2,30.89,,9.1,23,,34.3,0,25.1,33.6,1023.1
3.7,20040411.15,54.2422,-125.7633,57.5,71.3,64.4,44.3,50.3,,4.7,,165,,0,,0,1013.9
2.5,20010817.18,58.1333,-124,60.9,77.1,66.9,47.7,53.49,,5.8,,205,,0,9.9,80,1010.3
2.3,20120518.1,49.5951,-125.0168,41.2,57.3,49.9,40.5,71.37,,14.6,23.4,204.96,40.7,0,19.7,44.9,1020.3
2,20110622.16,49.5583,-119.2797,55.9,84,71.6,44.3,40.69,81.4,13.5,29,206.38,,0.13,8.9,11.3,1007.7
34,20040716.14,49.9863,-121.058,60.5,90.1,74.8,49.1,42.66,86.6,19.4,,196.88,,0.02,8.7,2.8,1012.6
4836,20030827.16,49.3097,-116.6587,51.2,79.8,65.5,46.7,53.71,,14.3,,217.75,,0.31,16.5,13.3,1013.8
3,20180717.19,56.0215,-127.0582,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
67,20060907.09,50.3808,-117.3908,51.2,79.4,64.4,53,69.05,,2.2,,,,0,,0,1011.6
545,20180712.11,50.6802,-120.2309,62.8,92,76.1,48.5,41.13,88.1,12.6,25.3,168.17,,0,630.3,0,1014.2
5.2,20140802.21,52.6948,-124.4171,48.5,87.2,70.8,43.5,42.08,84.1,17.2,32.2,165.91,,0,631.8,0,1016.9
250,20180811.12,50.1121,-118.1721,58.8,76.1,68,53.6,61.22,,12,29.4,234.5,,0.25,628.1,0,1011.1
20,20040627.17,56.4528,-128.5403,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
260,20180621.1,56.0505,-120.3492,60.6,80.4,70.4,56.5,63.05,80.8,8.7,23,257.96,,0.06,12.7,46.7,1009.7
2,20010914.16,50.9866,-120.2913,46.2,84,64,45.5,54.36,81.6,3.4,,156.5,45,0,29.2,7.7,1016.7
16,20000419.11,51.8352,-120.6762,,,,,,,,,,,0,,,
16,20040724.2,52.6265,-120.1544,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8.9,20130807.16,50.8653,-122.6765,57.8,93.9,75.6,49.4,45.52,90.5,11.4,19.5,227.08,,0,629.3,0,1012.6
9.1,20120725.14,50.1518,-120.7113,54,82.8,67.8,56.8,71.08,82,10.7,28.9,158.75,,0.04,8.4,1.9,1015.3
16.5,20140501.1,52.4577,-125.2809,,,,,,,,,,,0,,,
6.1,20180728.23,58.1958,-122.0555,66.2,89.6,78.1,58,53.26,87.8,12.8,20.8,128.75,,0,16.4,42.2,1016.1
13,20140714.19,59.3578,-121.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9.8,20130731.14,53.8518,-122.9781,55.5,82.3,68.8,51,57.95,80.7,11,,247.79,,0.02,42.8,6.1,1018.9
90,20000817.15,49.122,-118.6678,55.8,88.5,72.1,42.7,38.55,84.7,10.8,,156,,0.11,14.9,14.8,1012.2
542.7,20180520.16,58.4169,-123.6601,51.8,82.5,67,45.6,52.9,80.4,16.7,24.2,192.27,,0.07,16.7,54.5,1005.6
2.5,20030606.1,49.5308,-123.8815,62.3,81.8,71.5,54.1,55.21,81,15,,306.08,,0,,0,1013.6
6.4,20130613.23,59.6768,-122.2089,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2.4,20090425.13,52.4442,-125.294,,,,,,,,,,,0,,,
2.7,20000427.11,51.5402,-121.9217,35.8,64.4,48.6,31.6,54.05,,21.4,,171.96,30.6,0.13,10.8,53.8,1005.1
2,20020424.12,51.93,-123.1408,21.7,42.9,33.3,16.4,52.37,,5.2,,219.26,31.4,0,11.6,20.5,1027.2
4.9,20140805.22,51.9433,-118.7936,48.7,84.7,67.6,52,61.8,82.8,4.7,19.5,253.58,,0,108.2,14,1014.1
4,20000814.15,50.78,-120.3533,51.8,78.9,65.9,41.8,44.76,,9.1,,127.83,,0,29.2,25.3,1017.2
12,20101001.12,48.8532,-124.9212,50.6,67.2,59.4,53.5,81.45,,10.5,19.7,160.04,,0,21.8,7.8,1016.9
4600,20190802.05,57.8689,-132.023,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6,20060724.22,50.4256,-121.2838,71.5,97.4,83.1,58.9,45.09,96.9,18.4,45,,,0.02,13.9,10.2,1008.7
2,20180429.1,54.1457,-124.9164,26.2,53.7,40.4,21.9,52.56,,9.2,,223.46,27.4,0,199.4,2.7,1015.7
9000,20000602.16,57.65,-128.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,20110911.04,50.6985,-121.9268,57.3,93.3,78.9,47.3,35.52,89.6,6.9,,163.58,,0.06,8.7,0,1012.6
200,20030826.1,51.0798,-117.5658,55,78.9,68.5,50,54.25,,15,,159.95,,0.02,11.9,30.3,1010
2.3,20160808.18,54.5235,-123.5009,55.5,75.3,63.3,47.4,58.48,,11.4,,117.39,,0,197.5,1.3,1011.7
204,20060402.12,50.2903,-121.5137,33.9,62.6,48.3,30.7,55.16,,20.8,35.8,,40.4,0,8.5,26.9,1017
903.1,20170831.15,49.0044,-114.4116,39.3,80,64.5,35.7,40.37,78.5,17.9,28.7,233.88,47.7,0,8.7,0,1015
2,20030408.12,52.6783,-122.3667,32.2,62.8,48.6,29.4,52.86,,30.9,,177.48,27.1,0.08,11.3,81.8,1003.8
209.7,20130622.2,59.3163,-121.9261,55.2,84.2,67.4,53.4,64.64,82.2,10.3,,164.76,,0,27.2,51.8,1008.7
7,20001012.1,51.9053,-119.7875,32.3,51.9,40.8,36.7,86.72,,2.2,,90,,0,11.5,53.8,1018.9
29.5,20090901.13,50.4429,-116.8579,59.1,87.9,71.7,60.7,72.27,87.2,16.1,24.2,224.78,,0.29,,0,1012.1
714,20180810.18,49.8293,-115.9438,61.1,103.4,82.9,39.6,24.48,97.8,13.6,27.7,173,,0,82.6,22.2,1008.8
196,20170706.16,52.405,-121.5461,60.8,86.1,73.8,31.2,23.44,82.7,8.1,17.2,121,,0,14.7,39.6,1018.5
2.5,20190430.15,49.5148,-123.9448,44.5,62.4,53.6,33.5,48.36,,8.8,23,272.21,44.8,3.94,632.6,0,1017.8
35,20120814.15,50.2538,-119.3576,53.3,82.7,69.2,50.2,53.83,81.2,5.5,26.4,242.92,,0.02,8.8,23.1,1013.9
2.8,20170518.13,58.5915,-120.3531,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,20040622.14,52.0298,-120.3911,45,89.7,68.2,47.4,56.84,86,6.8,,165.36,,0,14.9,12.4,1013.1
5,20020507.05,49.1342,-123.8362,44.7,52.6,48.6,40.6,74.04,,13.4,,127.67,41.5,0,,0,1024.4
189,20150704.18,49.8198,-116.6105,61,93.8,78.4,41,29.71,89.3,13.3,23,243.71,,0,58.9,25.6,1007.7
3,20100819.03,55.3405,-121.5287,44.6,66.2,60.5,34.4,41.25,,20.8,27.5,195.38,,0,34.8,82.1,1006.1
3.3,20110803.2,49.6179,-115.9641,53.5,80.8,68.3,44.6,44.66,79.6,9.6,19.7,167.88,,0.13,24.9,33.4,1013
4.6,20000922.15,50.0833,-126.8833,37.5,59.9,48.6,40,73.63,,11.4,,190.85,41.3,0,17,12.3,1019.4
60,20100806.15,50.2774,-120.3878,65.1,86.5,73.2,53.7,52.24,84.3,15.8,28.9,214.42,,0,11.8,54.2,1006.5
10.5,20180731.01,52.6023,-121.0844,,,,,,,,,,,0,,,
4.9,20110529.14,59.7333,-126.6367,,,,,,,,,,,0,,,
67.8,20040724.2,52.6667,-120.1198,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8.5,20140404.16,51.9894,-123.1491,26.7,47.7,37.2,23.3,59.2,,10.1,24.2,198.58,22.6,0.04,89.5,25.5,1008.9
173.5,20170906.07,57.7406,-123.6894,,,,,,,,,,,0,,,
2.5,20180620.13,54.4821,-124.7984,54.5,88.6,70.6,55.2,64.03,86.2,11.1,23,174,,0.35,230.7,1.7,1012.1
2.8,20090801.13,49.9893,-115.7691,56.4,88.7,72.6,53.4,56.32,86.5,10.8,21.9,190.82,,0.11,22.4,62.3,1011.8
25,20020806.15,50.742,-120.3957,46.5,71.7,59.1,48.3,69.72,,23,,192.78,,0.42,29.1,44.9,1020.3
260,20180810.2,50.1868,-126.8701,55.6,67.3,60,55.7,86.15,,18,33.3,190.92,,0.07,60.9,34,1013.2
3,20180801.02,50.8833,-117.872,58.4,87.8,71,53.7,57.71,85.2,13.7,22.5,188.29,,0,55.7,11.2,1008.9
50,20180619.18,51.8609,-124.7592,54.9,88.7,71.3,44.1,43.47,84.9,10.3,21.9,193.42,,0.02,632.2,0,1017.5
9500,20040621.16,59.7917,-130.8593,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,20020703.19,50.7164,-120.3726,51.9,77.3,64.3,37.8,39.29,,25.2,,199.13,,0,29.2,63,1010.4
63,20060723.23,50.6738,-118.3076,62.8,93.5,77.8,60.7,58.69,94.2,14,28.9,,,0.17,8.7,7.3,1010.8
2.25,20090820.2,54.8401,-125.2167,52.2,75.8,63.6,49.5,62.67,,6.1,,138.04,,0.02,8.7,6.2,1017.6
2.5,20010416.21,54.7445,-127.032,34.1,59.1,49.3,31,55.41,,11.4,,187.5,37.2,0,21.9,98.7,1008.7
43.2,20100728.18,53.4447,-126.6258,53.7,69.9,62.4,51.5,68.47,,12.5,24.2,238.26,,0,,0,1014.7
1700,20180520.19,57.1072,-121.6197,,,,,,,,,,,0,,,
2300,20100609.19,57.9982,-130.6871,40.9,68.2,52.6,41.7,71.56,,12.6,22.5,130.96,41.4,0.04,11.8,11.1,1012.9
3.6,20170719.02,49.2419,-116.2968,63.2,90.1,74.8,42.1,33.84,86.1,11.7,26.4,152.54,,0,174,3.2,1012.7
12313,20180704.23,51.8303,-125.8644,57.2,87.8,74.8,50.6,49.41,84.5,8.1,17.2,90,,0,14.9,39.3,1016.8
5.5,20140419.13,55.842,-121.6669,32.2,55.3,43.8,26.4,55.72,,15.1,26.4,213.92,29.2,0.02,23.7,48.2,1007.2
2.7,20190512.13,54.0835,-128.4554,33.8,64.4,52.6,28.6,44.43,,6.9,,212.45,39.9,0,19.5,41.1,1014
490,20040724.22,52.3417,-119.8583,51.9,87.7,68.7,56.8,70.77,85.3,2.2,,121.58,,0,14.9,13.4,1015.6
3.5,20180804.17,49.1842,-119.5712,56.2,85.6,72.1,48.4,47.28,82.7,6.1,28.6,174.5,,0.04,630,0,1013.9
18,20100728.02,53.8324,-126.7061,50.6,71.8,61.5,50,67.74,,11.4,24.2,237.88,,0,,0,1014.7
900,20090502.12,51.9574,-122.4688,42.9,66.3,56.4,22.6,31,,17.2,26.4,146.96,40.5,0,14.9,73,1006.8
17.1,20040406.15,51.6062,-119.9179,24.7,61.2,40.4,23.7,63.45,,2.3,,89.17,,0,14.9,21,1020.8
2,20040517.15,56.854,-122.836,,,,,,,,,,,0,,,
7,20160802.12,50.1907,-125.5214,50.4,64.5,59.2,55,86.41,,20.2,30,222,,0,26,28.7,1020.9
5.2,20170628.08,54.0618,-125.3162,49.3,72.5,60.5,44.7,59.15,,9.4,,298.08,,0,216,0.2,1016.1
6.8,20110909.13,49.2859,-114.6367,36.9,83.6,57.5,39.6,59.59,81.1,7.7,,246.17,35,0,,0,1024.4
200,20150707.12,49.5503,-116.5723,60.6,86.4,72.1,53.3,53.88,84.3,10.2,23,110.71,,0.01,92.3,6.9,1014
250,20170708.09,53.6092,-123.6682,53.6,71.9,62,47,60.38,,7.5,,141.71,,0,77.9,6.2,1016.6
2,20010903.1,52.1382,-125.561,48.3,60.9,55.9,47.8,75.05,,13.9,,259.09,,0,14.9,90.8,1014.6
2.3,20060425.12,52.3273,-122.2752,32.3,64.6,50.5,22.2,36.44,,13.4,19.7,,27.1,0,14.5,45.4,1011.9
6.5,20110805.15,59.4073,-122.0178,51.8,76.6,64.1,53.1,70.51,,11.4,23,104.17,,0.02,20.7,87.4,1008.2
23.6,20000419.12,51.9279,-123.151,30.1,55,44.3,27.7,54.92,,9.8,,221.53,37.1,0,11.4,33.3,1017.4
55,20090801.19,52.4894,-123.1361,53.7,87.9,71.4,55.2,60.75,85.8,6.9,,220.91,,0.02,8.5,3,1013
70,20090731.16,54.8738,-125.3707,48.3,89.7,71.4,54.4,61.64,87.1,5.6,,242.63,,0,,0,1014.1
95,20180820.15,49.6389,-122.5788,61,87.8,76.2,49.9,42.67,84.7,5.4,,276.47,,0,630.7,0,1015.6
5,20040614.15,58.3196,-122.0752,48.3,73.5,61.7,42.5,53.34,,15,,167.33,45.7,0,24.2,60.9,1012.4
4,20170806.16,56.3467,-127.1303,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6,20011003.11,52.5118,-119.437,25.4,59.6,41.1,30.8,71.56,,11.4,,40,32.2,0,12.4,26.9,1029.4
1712,20170707.16,52.8296,-121.5526,50.2,91,69.9,41.7,43.51,86.8,17.7,29.1,284.96,,0,52.3,20.8,1017.4
5,20050420.21,55.6667,-121.2,32.1,69.4,56.7,28.6,39.18,,6.8,,127.93,27.5,0,28,42.8,1022.6
47,20060703.19,54.7443,-123.7453,56.8,79.2,68.1,47.7,50.3,,8.1,,,,0,6.8,7.4,1018.1
7.27,20170529.21,58.4639,-122.2199,49.8,82.4,66.6,47.6,56.75,80.5,12.2,30,145.38,49.2,0.06,21.4,36.3,1012
6.9,20130813.12,51.6618,-116.9311,41.3,81.6,59,49,73.98,80.4,9.8,23,124.88,39.4,0.02,108.4,16.4,1018.9
360,20040621.19,52.2251,-126.0258,57.3,89.7,76.9,56.1,53.14,87.9,13.9,,251.11,,0,14.9,57.3,1013.4
36.4,20100928.17,56.4166,-122.1394,,,,,,,,,,,0,,,
9.6,20100323.06,55.6098,-123.8121,30.1,39.2,36.4,31.5,82.47,,13.9,17.2,109.58,29.2,0,8.6,96.3,1020.7
11,20190905.14,49.7478,-120.1287,56.7,82.5,68.1,49.6,53.94,80.7,4.8,,214.88,,0,182.6,0.2,1017.7
3.5,20140620.23,55.6983,-121.5512,46.4,68,57.3,37,48.54,,20.8,31.1,220.04,40.7,0.03,25.6,37.5,1012.1
19050.199,20180801.2,51.7617,-125.4193,42.9,78.4,61.1,46.9,64.41,,12.8,20.7,234.58,41.3,0.04,631.1,0,1015.6
2759.9,20100727.18,52.5445,-122.5031,53.6,86.9,71.3,45.5,44.76,83.4,13.9,27.7,185.46,,0.02,11.9,43.4,1011.6
20.8,20180725.17,59.8003,-121.4834,,,,,,,,,,,0,,,
5,20010123.09,50.741,-126.312,39.6,48.3,44.9,35.2,69.51,,20.8,,132.37,36.5,0,16.7,98.5,1010.6
36.6,20120810.17,59.5233,-128.7878,48,60.9,53.7,43.6,70.28,,10.3,,194.33,45.7,0,23.2,52.8,1019.2
3.2,20050924.18,49.8049,-120.0984,35.4,64.9,49.6,34.5,58.99,,7.3,,253.27,37.8,0.02,10.8,10.8,1021.1
150,20000806.15,50.0692,-116.8262,54.6,87.9,69.7,56.3,65.49,86.5,12,,192.39,,0,,0,1010
3.7,20150315.12,54.229,-130.2852,35.1,44.8,39.8,30.7,70.37,,16.4,27,131.29,28.6,0,62.2,1.4,1019.4
4.3,20160508.01,49.3767,-121.8401,43.9,63.5,53.4,41.4,67.87,,12.6,32.2,193.29,44.7,0.4,215.7,0.8,1014.5
5400,20060904.16,49.0167,-120.5667,48.9,84,67.1,43,45.22,81.3,5.8,22.6,,,0,6.7,23.3,1017
548,20180811.16,49.5583,-118.2178,59.6,92.6,76.8,45.2,35.11,89,15.6,31.1,204.46,,0,171.8,18,1009.9
2,20140413.11,56.5217,-121.7772,26.6,44.6,34.9,24.7,66.8,,16.1,,94.78,16.9,0,14.9,34.2,1023.2
3,20100430.11,58.7512,-122.6143,41,62.6,51.5,28,43.13,,17.2,,98.75,37.9,0,24.9,91.4,1006.9
2,20000603.14,49.0835,-119.7094,50.3,82.6,65.8,45.6,54.23,80.2,5.3,,178,,0,,0,1021.2
2.1,20130811.19,50.4087,-121.3672,63.8,91,76.6,54.1,48.64,88.4,23.7,41.4,189.42,,0,66.4,2.2,1012.5
3,20060724.01,50.1154,-117.0365,63.2,91.8,76.6,62,63.56,92.2,6.5,21.7,,,0,,0,1007.8
2.5,20140409.14,51.9404,-122.5098,32,46.5,38.3,19.6,47.93,,11.4,24.2,193.33,24.2,0,14.9,50.8,1019.1
2,20010421.13,51.2458,-119.9245,38.3,64.7,50.7,34.6,57.63,,13.5,,213.65,49.1,0.03,28,31.4,1015.7
480,20150813.19,49.1594,-116.6703,68.4,91.6,80.1,48.9,34.29,88.6,8.4,19.5,204.79,,0,100.4,1.2,1011.6
2,20020429.17,52.5,-125.3333,,,,,,,,,,,0,,,
8,20160402.14,52.56,-122.4842,31.8,61.1,46.5,31.1,58.67,,13.7,21.4,283.38,38.1,0,44.7,33.8,1016.7
40,20160418.14,56.0486,-122.0364,35.6,80.6,63.4,29.9,35.04,78.7,18.3,35.8,206.15,29.9,0,34.8,46.1,1012.7
15,20180621.13,57.5185,-120.9791,,,,,,,,,,,0,,,
20925,20090801.08,51.0294,-121.8797,59.5,98.7,75.3,43.9,36.76,83.6,13.9,,186.43,,0.01,8.6,10.2,1014.2
9,20140502.11,51.8814,-123.0662,29.2,57.6,43.6,33.9,70.69,,18.8,28.7,292.63,20.5,0.13,86.3,37,1015
4552.6,20100802.21,52.7799,-126.5814,55.4,78.8,69,57.2,68.8,,20.8,28.9,220,,0,14.9,41.9,1017.2
2.5,20190531.17,49.4782,-119.5394,58.8,83.8,71.6,44.7,39.11,81.6,9.7,,169.63,,0,206.3,0.3,1014.2
9.5,20020725.16,50.1971,-118.2844,62.1,84.3,72.9,58.6,62.32,85.2,10.3,,187.74,,0,,0,1011.3
3.4,20180801.04,52.3827,-123.6512,49.6,76.7,60,49.5,70.74,,12.8,23,236.25,,0.13,630.1,0,1014
8245,20180730.15,54.8414,-124.6383,53.7,73.7,61.4,53.1,75.81,,15,,152.73,,0.08,90.2,17.4,1021.8
4,20180528.12,57.1188,-121.3561,,,,,,,,,,,0,,,
102,20030819.16,50.5167,-115.7839,46.3,81.6,65.5,49.9,59.95,80.5,8.6,,142,42.8,0,8.7,0,1011.2
2,20030730.17,49.2787,-120.237,61.2,98.7,80.2,46.2,33.6,94.1,12.5,,205.79,,0,,0,1011.5
39.7,20180728.18,53.4856,-127.7353,,,,,,,,,,,0,,,
12,20010609.13,50.7989,-120.3068,50,69.8,58.9,38.5,49.63,,22.2,,174.38,,0.02,29.2,70.6,1011.3
2.9,20150515.13,52.5841,-125.4919,46.4,69.8,60.8,50.1,69.94,,18.3,28.9,245,48.4,0,13.5,42.1,1011
2.7,20190614.13,54.921,-122.8639,46.5,73.4,61.7,46.1,59.71,,13.9,,185.32,45.4,0,8.9,17.7,1015
2.5,20030716.19,52.1843,-121.0766,44.3,73.5,58.9,42.1,60.42,,16.1,,197.5,45.7,0.05,14.3,60.5,1016
2.1,20170824.11,49.2178,-118.7388,53,82.1,69.8,37.6,34.04,79.9,12.4,25.9,255.42,,0,170.6,5.4,1012
75,20180507.12,55.6669,-128.2556,,,,,,,,,,,0,,,
37,20180527.13,49.6372,-122.5905,52.3,72.2,62.1,44.3,55.17,,6.3,18.3,122,,0,634.9,0,1021.6
2,20020729.11,52.0306,-121.975,43.4,64.5,55.1,33.8,46.64,,17.2,,270.56,41.9,0,14.9,60.5,1016.4
14.6,20030811.16,52.3687,-119.7689,51.9,78.9,65.4,51.4,66.45,,11.4,,126.67,,0.01,14.9,56.4,1017
10,20100414.16,52.1011,-121.9974,30.2,60.5,46.5,17.7,34.13,,12.8,,240.42,26.8,0,14.9,39.1,1019.3
16.9,20140729.22,59.7513,-120.2813,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37.3,20131009.08,50.0067,-126.0522,41,53,49.4,44.2,83.33,,13.9,23,150.96,38.3,0.2,153.8,24,1016.1
2.7,20030609.16,52.3445,-125.0537,51,80.7,63.7,37.4,41.36,78.7,17.2,,200.53,,0.01,8.7,0,1009.9
602.5,20100727.18,52.3867,-122.8934,53.6,86.7,71.1,45.5,44.84,83.3,13.9,27.7,186.17,,0.02,12.4,44.4,1011.7
10,20000427.12,51.55,-121.5583,35.2,64.4,48.4,31.7,54.81,,18.7,,173.71,30.2,0.13,10.2,47.5,1005.3
4.9,20150630.2,49.0703,-118.8187,70.6,91.5,80.5,56.8,46.03,89.4,11.2,22.2,313.92,,0,79.1,9.1,1014.4
25,20150503.1,52.1125,-123.4348,30.1,61.1,47.4,20.9,40.12,,10.3,17.2,177.5,41.3,0,629.4,0,1013.1
36.7,20140729.19,58.7933,-120.9492,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
848,20180806.14,50.5879,-122.4996,57.1,93.2,75.4,48.3,43.99,89.1,11.9,33.3,176.13,,0,199.6,0,1016.7
350,20180811.18,52.148,-120.6935,,,,,,,,,,,0,,,
2,20130806.12,52.2541,-119.8345,51.5,73.1,62.2,54.1,76.41,,9.9,19.5,114.04,,0,133.2,12,1016.6
2,20110703.15,49.8448,-119.628,47.1,78.7,65.5,38.5,39.53,,13.3,24.7,251.96,45,0,8.9,13.4,1014.9
2.3,20130806.13,49.439,-120.7814,51.3,87.5,68.3,43.3,47.13,83.8,11.3,23,239.46,,0,215.8,0,1013.6
9.7,20110402.13,50.6749,-120.5208,37.4,51.8,45,27.9,52.73,,28.9,36.9,267.29,31,0.01,39.6,50.5,1012.4
3,20190424.1,57.0053,-122.7572,,,,,,,,,,,0,,,
4.3,20150522.14,58.9505,-122.2742,46.2,80.6,65.1,41.1,46.32,79,15,26.4,202,48.4,0,15.3,39.1,1020.4
2.1,20100718.14,49.1057,-116.4111,57.2,82.4,67,58.2,76.57,82.1,25.3,40.3,272.08,,0.2,,0,1015
6,20010701.15,59,-122.05,55.1,75.5,65.7,50.3,60.32,,13.9,,168.18,,0,29.2,61.7,1015.4
12051,20060627.2,54.4403,-120.6529,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3.9,20030806.03,50.212,-118.3975,55.5,82.3,67.8,55.5,66.62,82.3,8.8,,138.38,,0.06,12.6,6.2,1011.8
5.6,20140702.05,54.3894,-126.9285,39.8,79.2,62,43.5,56.94,,13.1,25.5,249.33,,0.03,66.4,22.6,1008.8
8.4,20090415.17,52.1098,-121.9915,29.6,50.3,39.9,18.2,43.66,,6.9,,119.33,22.6,0,14.9,22.6,1021
5.6,20100514.15,50.6194,-120.4506,46.4,78.7,62.4,34.5,37.61,,12.7,,259.21,44.2,0,39.6,15.5,1014.5
200,20060908.14,50.0348,-118.774,55.9,85.2,67.9,50,55.16,83.1,5.8,,,,0.02,7.6,4.2,1004.2
2,20040503.1,49.8317,-120.5193,45.9,70.2,58.7,40,52.91,,9.5,,234.04,47.2,0,14.9,8.9,1012.6
8.2,20140715.01,49.1101,-119.6023,62.8,100.1,80.9,54.6,45.53,97,5.7,24.2,191.13,,0,109.3,0,1012
588,20150629.15,49.0032,-119.9053,65.2,85.5,74.7,61.9,65.61,85.9,9.6,23,228.38,,0.15,148.8,1.9,1014.3
8,20020527.13,55.925,-120.3167,48.3,70.8,61.7,37,42.26,,17.2,,215.14,45.7,0,14.7,72.3,1003.3
25.3,20040624.17,56.1212,-123.1893,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
144.1,20180623.17,53.5645,-123.94,,,,,,,,,,,0,,,
22745,20040620.15,52.2483,-125.7467,64.5,89.7,79.9,54.7,44.76,87.1,13.9,,193.75,,0,14.9,61.8,1017.3
20,20180731.19,50.3154,-118.781,64.3,93.4,76.9,52.7,45.21,90.8,6.4,,197.63,,0.02,184.2,1.9,1010.7
800,20040623.12,58.1305,-120.5703,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8,20140413.13,51.4218,-124.0622,19.2,61.8,40.3,13.6,42.55,,10.6,20.8,211.04,21.7,0.01,637.6,0,1026.2
226.39,20171212.16,53.1452,-120.8211,,,,,,,,,,,0,,,
7,20020829.18,49.2497,-119.5977,60.5,89.8,73.4,54.7,55.59,87.8,9.6,,236.48,,0.18,14.7,23.2,1008.5
2.1,20010522.18,49.9,-117,49.9,78.8,62.8,48.8,63.04,,7.5,,176.35,,0,,0,1016.3
14.6,20000925.17,52.2983,-119.255,30.3,70.4,48.9,39.4,75.29,,2.2,,135,,0,11.3,9.4,1023.3
2,20060705.17,54.3588,-124.3907,53.3,73.5,65.6,50.1,58.11,,11.4,,,,0,8.7,12.6,1015.9
310.3,20170720.18,50.9951,-117.5447,53,75.6,62.5,50.9,70.15,,18.3,29.1,237.38,,0.12,86.7,29.6,1015
562,20180731.2,55.5625,-127.806,,,,,,,,,,,0,,,
240,20140727.13,50.555,-115.6233,48.3,73.5,60.5,38.9,48.96,,9.2,23,233.79,46.8,0,636.3,0,1023.3
3,20150630.15,52.1,-123.7262,43.1,70,55.3,50.1,84.01,,10.6,18.9,183.29,41.8,0.42,635.3,0,1022.7
