SIZE_HA,IGN_DATE,LATITUDE,LONGITUDE,minimum temperature,maximum temperature,average temperature,dew point,relative humidity,heat index,wind speed,wind gust,wind direction,wind chill,precipitation,visibility,cloud cover,sea level pressure
0,20090606.13,49.3834,-121.3171,58.4,67.9,62.5,54,74.05,,14.9,27.9,285.17,,0.08,8.7,67.4,1010.5
0,20120909.14,49.5166,-121.7678,48.3,63.9,55.7,50,81.94,,20,51.9,261.5,45.7,0.41,8.7,51.2,1009.4
0,20170707.15,52.5243,-121.7586,54.4,88.3,71.9,39.6,35.71,84.5,15.1,29.6,258.88,,0,27.6,34.5,1017.3
0,20100821.21,49.0404,-121.987,54.2,71.6,63.1,51.1,66.06,,9.4,24.2,184,,0.02,9.6,19.4,1012.7
0,20090613.22,49.9496,-123.1639,51.8,77.2,64.9,52.1,66.06,,7.7,20.8,124.17,,0,,0,1009.9
0,20090416.21,50.8412,-118.9873,35.1,62.7,49.7,36.3,61.45,,8.2,,199.5,45,0,8.7,3,1024.4
0,20110918.16,49.5103,-121.7679,53.5,62.3,58.2,54.7,88.23,,6.3,24,233.42,,0.24,8.5,49.2,1018.4
0,20090903.12,49.73,-123.96,53.9,64,58.7,51.4,77.19,,9.5,25,75.67,,0.18,,0,1017.2
0,20180715.14,49.4404,-121.7809,57.4,88.1,73,51.7,52.67,85.9,9.2,24.2,173.67,,0,154.9,0,1015.3
0,20070815.13,49.1308,-120.6298,50.1,91,70,45.8,46.36,88.1,7.2,,,,0,11.1,13.1,1010.6
0,20100820.22,49.5439,-123.429,53.4,67.7,59.5,49.9,71.31,,5.5,,216.75,,0,,0,1011.1
0,20080905.18,49.5985,-121.1427,57.2,64.1,60.3,54.6,81.89,,10.2,20.8,216.47,,0.05,8.6,47.8,1020.6
0,20070903.13,50.9115,-122.7798,55.5,66.3,62.1,,,,,,,,0,,0,
0,20040409.12,49.219,-124.0455,47,55.5,51.9,43,71.98,,16.8,,287.5,44.4,0,,0,1025.8
0,20110910.16,49.7315,-122.3301,51.6,83,65.8,52.3,67.36,81.6,5.4,,176.83,,0.02,,0,1013.5
0,20130721.18,49.945,-124.3151,54.2,72,64.9,55.5,72.32,,10.6,27.5,244.54,,0,630,0,1014
0,20110801.16,56.3518,-122.7276,,,,,,,,,,,0,,,
0,20110724.16,49.6322,-121.9691,55.9,84.4,69.4,55.1,64.77,82.7,6.8,22.1,140.42,,0.06,8.7,0,1014.2
0,20020713.11,49.05,-118.5383,69.9,90.1,77.5,59,54.45,88.8,9.8,,226.58,,0.1,15.3,28,1007.5
0,20140611.16,48.9465,-123.7945,57.6,63.6,60.2,51.2,72.47,,12.4,20.8,218.29,,0,628.8,0,1012.2
0,20100715.22,49.6172,-124.0208,56.3,69.8,63.9,52.8,67.83,,14.8,22.1,265.13,,0,,0,1018.3
0,20150804.15,49.6012,-121.0761,51.2,79.4,66.2,45.4,50.2,,13.6,23,252.79,,0,215.7,1.7,1013.2
0,20100704.17,50.1835,-115.2763,38.1,58.4,50.4,42.2,74.54,,8.5,21.6,209.46,36.2,0,24.4,16.8,1012.9
0,20120902.14,49.4763,-121.764,46.9,71.2,58.8,48.4,71.31,,9.4,19.5,195.83,,0,35.5,4.3,1021
0,20140720.14,50.564,-122.5861,55.4,67,60.9,54.5,80.37,,3.4,,213.64,,0.52,629.1,0,1012.3
0,20100524.14,50.2266,-122.9128,40.9,55.6,47.4,37.3,69.59,,5.3,,172.38,47.4,0,,0,1012
0,20090731.11,49.8582,-121.1697,64.7,94.5,79.3,60.5,56.39,94.2,15.9,28.7,189.71,,0.02,8.6,4.1,1011.8
0,20170707.14,51.9568,-125.0382,40,79.5,62.5,38.1,46.15,,13.2,26.3,212.42,,0,634.1,0,1020.7
0,20090725.21,49.3903,-122.2559,66.5,82.6,72,64.6,79.35,83.9,7.1,20.8,179.71,,0.45,8.1,5.1,1017.3
0,20160319.13,54.2117,-125.62,23.9,43,33.6,22.6,66.29,,5,,233.17,24.9,0,631.8,0,1016.5
0,20120902.14,50.3,-126.9167,51.2,57.2,54.4,50.9,87.95,,24.2,34.2,226.29,,0.02,15.3,54.7,1023.8
0,20090724.1,49.3359,-123.2674,62.7,68.2,65.6,57.1,73.97,,12.4,,220.92,,0.03,,0,1016.8
0,20020710.13,49.0667,-121.6833,57.6,87.3,73,59.5,65.27,88.2,8.8,,153.88,,0,8.9,0,1016.5
0,20130816.15,49.4,-125.1333,60.2,65.7,63,60.5,91.8,,8.9,24.2,105,,0.89,100.5,2.4,1015.6
0,20110806.16,49.2773,-124.4167,53.1,71.8,64.1,54.1,70.81,,12,27.7,241.42,,0,,0,1015.6
0,20100706.19,49.3107,-124.51,56.7,78,65.8,52,63.75,,9.8,,246.63,,0,,0,1020.1
0,20110711.12,48.7311,-123.5969,54.2,64.8,59.6,49.6,70.35,,10.5,20.8,218.33,,0.04,,0,1013.1
0,20010624.13,51.0375,-120.1344,52.6,71.7,61.9,43.5,53.99,,16.1,,204.75,,0.03,29.2,46.4,1011.9
0,20120923.17,49.0985,-121.6712,50.3,68.2,58.2,52.5,82.45,,7.8,19.7,255.08,,0,8.9,5,1018.1
0,20130831.16,49.0912,-121.5834,53.9,81.6,67.5,55.1,67.35,81.4,9.3,17.2,169.17,,0,179.4,0.2,1013.2
0,20070902.11,50.8378,-122.4423,52.7,66.3,59.2,41,52.88,,6.9,,,,0.01,8.3,3.4,1016.6
0,20160905.14,49.5739,-121.8177,54.9,62.3,58.4,52,79.97,,8.3,38,215.42,,0.07,194,1.8,1014.5
0,20170616.19,56.613,-121.1879,42.4,66.2,56,35.2,47.48,,25.3,32.2,241.88,36.8,0,14.9,37.2,1007.3
0,20100701.17,50.6161,-123.3919,42.9,55.4,49.3,41.2,74.8,,5.6,,158.59,,0,13.7,17,1013.7
0,20070923.21,49.1452,-124.0205,47.7,59.1,52.2,45.8,79.31,,3.8,,,,0,,0,1021.4
0,20120821.13,58.995,-127.435,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,20110822.22,49.6139,-121.412,59.9,66.6,63.6,58.1,82.51,,7.9,25,264.42,,1.32,7,57.7,1012.9
0,20090801.13,50.545,-123.5874,57.6,86.8,71.4,56.8,63.91,85.5,6.5,,155.5,,0,14.9,4.9,1014
0,20140706.14,49.4801,-121.2506,59.3,70.9,64.4,59.1,83.52,,8.5,23,204.88,,0.08,118.1,39.5,1021.4
0,20100901.1,48.5846,-124.3533,48.2,63.5,55.3,49.8,82.49,,7.8,,182.54,46.7,0,9.6,12.3,1021.5
0,20130805.17,49.5948,-121.9264,58.6,83.4,70.6,58.4,67.55,83.4,8.3,35.6,185.17,,0,215.9,0,1014.4
0,20160814.14,49.5163,-121.7677,56.7,81.9,69.2,56.2,65.99,81.8,9.3,28.6,181.58,,0,216.1,0,1015.8
0,20090823.18,49.95,-123.08,43.7,65.7,54.8,45.3,72.69,,5.6,,109.57,,0,,0,1016.4
0,20100728.07,49.3098,-124.5189,55.4,79.4,65.5,54,69.6,,7.3,,142.21,,0,,0,1015.1
0,20100715.07,49.2373,-120.9159,50.9,80.4,67,54.2,67.33,80.3,15.5,28.5,235.79,,0.02,8.7,6,1017.1
0,20100908.15,49.2811,-124.9836,48.8,73.1,58,50.4,79.36,,7,23,219.13,,0,19.9,0.7,1009.2
0,20070921.19,49.3184,-124.8587,39.4,58.3,51.7,48.9,90.6,,5.8,28.1,,41.3,0.14,17.6,0.6,1012.1
0,20100522.02,49.5237,-121.7638,46.4,57.1,50,44.3,81.59,,7.5,24.8,220.13,45.6,0.12,8.4,49.1,1012.9
0,20100711.17,50.0041,-121.6014,65.4,87.4,77.4,51.7,41.17,85.8,32.6,50.6,197.38,,0.02,8.7,12,1003.9
0,20070901.08,50.2201,-119.2846,55.3,76.8,64,48.3,58.9,,6.5,,,,0,8.7,0.1,1014.4
0,20120816.1,49.4323,-121.3086,62.1,89.9,70.7,55.8,62.19,87.4,10.8,23,118.71,,0,18.7,34.5,1012.7
0,20070902.14,50.9421,-122.775,55.5,66.3,60.9,,,,,,,,0.01,,0,
0,20090607.15,49.4298,-121.8733,59.6,71.3,64.3,52.8,67.09,,11,27.7,208.96,,0,8.7,17.9,1011.6
0,20090726.23,49.3608,-121.5947,68,84.4,75.3,67.3,77.3,88.5,15.8,27.7,192.82,,0.05,8.7,2.4,1018.8
0,20120806.13,49.9396,-123.1857,56.3,81.1,67,59.4,79.88,81.4,8.9,,113.58,,0.17,,0,1017.6
0,20100704.14,49.2228,-121.6056,55.2,60.5,58,51.8,80.1,,8.6,21.9,180.17,,0,8.7,29.4,1020.5
0,20090711.17,48.5464,-123.5663,54.8,75.2,64.4,53.4,68.83,,11.2,25.3,240.42,,0.01,9.1,3.3,1015.6
0,20170707.15,52.0581,-122.8154,57.2,86.3,73.3,37.7,30.94,82.9,17.2,35.8,255.87,,0,6.6,48.5,1017.2
0,20130729.14,50.2269,-122.4738,48.9,85.5,67,40.9,47.56,82.2,5.2,,99.38,,0,106.7,0,1015.2
0,20030801.05,49.4822,-121.2509,53.2,78.5,67.9,52.5,59.86,,16.6,,266.14,,0,8.7,0,1016.4
0,20110513.08,49.51,-123.95,48.8,58.5,54.4,42.2,63.67,,15.5,25.3,253.04,46.1,0,,0,1015.8
0,20100422.12,49.4584,-124.807,36.9,58.6,47.8,37.3,70.75,,11,26.7,238.92,40,0,,0,1018.5
0,20090725.19,54.1031,-125.2498,50.5,82.5,67.7,52.2,61.02,81.2,8.9,,291.88,,0.02,8.5,4.5,1016.3
0,20100905.13,49.5258,-121.8596,51.3,62.2,56.8,50,78.78,,7.7,27.2,183.25,,0.16,8.7,41.6,1019.5
0,20110718.21,51.0631,-116.6807,49.8,68.5,58.8,54,85.35,,11.6,34.5,281.63,49,0.8,26.6,38.8,1011.7
0,20100913.2,49.3063,-124.4032,53.9,61.8,57.4,54.4,89.98,,5.7,,251.21,,0.06,19.9,34.5,1018.1
0,20070712.1,54.819,-123.2037,53.7,93.3,75.1,50.2,48.03,89.9,5.8,,,,0,8.5,0,1016
0,20000705.19,57.1258,-122.6479,51.9,60.9,56.1,50.7,82.6,,5.8,,270,,0,16.6,100,
0,20110912.1,48.5092,-123.5713,53,68.4,60.7,54.2,79.98,,14.2,,219.13,,0,,0,1018
0,20140716.07,49.2096,-124.7616,56.2,86.9,71.6,53.3,56.23,85,10.4,34.4,169.58,,0.01,630.2,0,1014.1
0,20100724.22,49.8705,-125.1158,53.5,75,64.3,50.8,62.82,,16.5,21.9,275.96,,0,19.7,9.4,1017.7
0,20140816.17,50.2639,-122.519,60.7,76.5,67.6,59.5,76.88,,9.3,31.1,195.79,,0.01,183.7,0.1,1018.3
0,20090705.16,52.05,-122.36,51.9,77.3,63.4,47,59.04,,20.8,39.1,288.95,,0.04,14.9,91.3,1010
0,20130520.14,49.0901,-121.7839,49.6,68.6,59,49.9,73.71,,7.8,,201.08,48,0.6,161.8,5.2,1016
0,20160814.2,49.8343,-123.1862,55.7,82.3,68.5,55.6,66.49,82,9,,143.71,,0,630.8,0,1015.2
0,20120806.16,49.6332,-121.9712,61.4,78.5,69.4,62.3,79.18,,7.5,53,180.96,,0.11,8.2,12.1,1015.2
0,20010609.16,50.7071,-121.234,46.1,64.9,55,34.5,48.16,,21.4,,194.5,41.1,0.02,16.1,44.4,1011.7
0,20140802.08,50.4649,-127.7955,50.6,63.5,56.4,52.8,88.12,,18.7,37.4,230.63,,0,46.9,14.3,1019
0,20070618.2,50.6395,-127.0106,49.4,54.6,51.9,45.2,78.55,,16.8,28.9,,47.8,0.13,17.1,69.8,1017.8
0,20090704.18,48.9238,-124.4768,56.1,76.1,65.2,52.1,64.7,,11.6,,241.25,,0,,0,1013.3
0,20100702.22,49.3788,-121.3448,53.6,60.8,57.4,51,79.79,,10.5,27.7,250.04,,0.06,8.7,93.9,1015.4
0,20090724.2,49.3721,-115.8488,58.7,81.8,68.9,54.4,62.86,80.8,12.8,21.9,207.17,,0.01,24.9,47.6,1016.5
0,20100813.18,49.3163,-121.2759,62.8,93.5,77.1,50.7,42.97,90.2,11.6,26.4,92.08,,0.06,8.7,1.2,1015.6
0,20110907.15,49.8548,-123.0467,50.1,84.8,64.4,48.6,62.97,82.1,8.2,,135.25,,0,,0,1019.3
0,20090718.14,50.5317,-122.1539,61.9,86.9,74.6,46.3,39.24,83.9,23.9,46.7,183.41,,0.02,8.7,2,1015.2
0,20100625.13,48.7647,-123.6962,49.3,63.9,57,49.7,77.19,,14.5,27.5,238.17,45.6,0,9.9,2.1,1016.9
0,20081205.22,49.2942,-122.3285,38,43.8,42.5,39.8,89.91,,6.8,19.7,131.04,39.6,0.06,8.7,21.4,1024.3
0,20130803.13,49.4154,-121.7902,60.9,75.5,66.8,59.8,79.59,,7.2,21.9,206.92,,0,157.3,12.6,1018.6
0,20120804.18,53.8949,-125.8644,49.4,78.9,65.2,53,67.85,,12.9,19.7,226.29,48.8,0,,0,1016.1
0,20070811.14,52.3986,-126.4925,51.9,59.1,56.3,54,91.96,,6.9,,,,0.59,6.8,52.8,1014.3
0,20080803.21,49.3253,-115.3535,39.7,64.1,52.4,44.1,74.87,,6.3,,232.65,37.6,0.32,22.9,25.3,1019.1
0,20070829.21,49.1171,-123.7943,59.8,75.9,67.1,52.7,60.38,,6.5,,,,0,9.9,0,1012.6
0,20121008.12,50.512,-122.6685,36.3,70.6,50.1,39.4,71.08,,4.5,,104.74,46,0,,0,1016.2
0,20090910.12,48.5468,-123.599,54.1,65.4,58.1,53.9,86.13,,7.3,,177.58,,0.01,9.1,3.2,1023.4
0,20160807.17,49.092,-121.6133,56.8,66.3,61.2,54,78.2,,6.5,,131.96,,0.03,196.8,5,1013.2
0,20110808.13,49.7428,-121.4202,60.6,79.1,68.1,55.7,65.97,,13.5,29.4,238.25,,0.02,8.7,23.5,1014.8
0,20110801.18,49.9107,-124.3339,56.5,74.3,64.6,52.5,66.34,,8.9,,223.63,,0,,0,1016.2
0,20110812.19,49.3192,-124.3008,56.2,70.8,63.5,56,77.67,,15,,145.04,,0,,0,1014.9
0,20160905.13,49.1031,-121.825,54.8,61.3,57.9,52.7,83.19,,5.4,19.7,220.13,,0.08,192.3,11.5,1015
0,20040607.08,49.2988,-124.3252,51.9,66.4,60,54.4,82.28,,18.8,,221.88,,0,,0,1012.9
0,20180521.17,50.1218,-123.3982,41.9,67.6,53.7,44.8,74.35,,5,,135.42,,0,631.6,0,1016.3
0,20100620.14,49.2976,-122.3324,52.3,59.4,55.9,50.2,81.3,,5.5,21.9,144.67,,0.13,32.3,13.9,1020.9
0,20070902.18,49.2312,-122.0541,54.8,68.2,61.5,56.7,85.1,,6.7,,,,0.01,8.7,8.5,1015
0,20100711.15,49.2478,-121.6028,55.8,76.7,68.3,56.1,65.48,,10.9,30,233.17,,0,8.7,21.9,1010.6
0,20100716.16,49.2521,-124.1236,56.1,68.6,62.6,53.1,71.3,,16.8,31.1,224.29,,0,,0,1019.1
0,20100807.17,49.126,-121.5808,60.7,64.3,62.4,60.5,93.82,,4.3,21.9,176.42,,0.8,7.5,35.6,1012.2
0,20030708.16,49.2768,-124.13,60.4,66.4,63.4,55.2,75.29,,15.2,,149.54,,0,,0,1018.9
0,20120628.16,49.1028,-121.6245,57.5,72.7,63.2,54.8,76.33,,8,19.7,164.58,,0.12,6.9,24.5,1012.2
0,20090607.14,49.2462,-121.6032,59.6,71.6,64.4,52.8,66.93,,11.6,27.7,211.42,,0,8.7,19.8,1011.6
0,20180811.13,50.3036,-117.7776,59.3,76.7,68.3,53.8,61.47,,13.9,29.8,232.08,,0.13,212.8,0.3,1010.9
0,20100507.17,49.5147,-123.3022,44.2,60.1,51.7,37,58.31,,7.8,,212.71,45.3,0,,0,1021.1
0,20010729.2,49.3981,-124.9475,46.4,68.7,59.4,51.5,75.78,,16,,191.29,44.7,0,17.1,27.7,1017.2
0,20080815.18,49.8799,-124.6511,61.2,84,72.2,59.7,66.45,83.6,12.7,25.3,294.33,,0,19.7,28.2,1014.6
0,20100513.11,49.3026,-124.5735,44.6,67.4,55.4,43.8,68.27,,5,,238.88,44.4,0,,0,1017.9
0,20080805.2,49.0623,-119.0031,57.9,93.5,74.5,47.7,43.21,89.1,6.6,,140.88,,0,12.9,1.7,1015.4
0,20090726.01,49.3715,-121.3654,68,84.4,75.4,67.2,76.81,88.7,17.2,27.7,193.45,,0.05,8.7,2.7,1018.8
0,20120519.16,50.2595,-122.5185,40.1,70.2,53.8,33.8,54.38,,8.2,27.6,154.46,35.4,0.02,8.7,0.4,1016.5
0,20110514.04,48.4279,-124.0594,47.4,56.7,52.1,46.6,82.54,,8.6,,222.29,46.8,0.42,8.1,51.8,1006.4
0,20090731.23,49.0945,-121.4756,62.3,87.9,75,63.7,70.41,90,9.4,20.7,187.41,,0.03,8.5,1,1012.6
0,20050808.15,49.2775,-124.1724,60.5,77,67.9,59.3,74.81,,14.6,32.2,247.08,,0,,0,1014.4
0,20080628.1,49.5207,-123.898,61.2,82.8,71.7,53.2,53.01,82.2,5.2,,230.67,,0,,0,1015.2
0,20070911.13,49.0384,-122.2191,51.8,80.2,65,55.8,75.28,80.5,5,,,,0,9.1,5.2,1014.3
0,20100801.14,49.2696,-122.3639,56.9,68.3,60.9,54.9,81.26,,5,17.2,173.33,,0,9,12.5,1017.8
0,20020519.08,54.991,-123.0415,49.7,60.9,54.4,35,48.35,,16.1,,212.17,46.4,0,8.6,52.6,1016.8
0,20120819.17,54.7,-128.7834,57.2,78.8,65.5,54.9,70.11,,20.6,25.3,160,,0,17.8,54.4,1015.4
0,20090803.13,49.0769,-121.8738,56.6,83.3,70.4,57.1,65.51,82.8,8,28.9,212.63,,0,8.8,0.9,1012.1
0,20090801.1,54.3967,-129.1,59.1,87.9,74.4,56.1,55.2,86.2,16.1,21.9,207.27,,0,19.7,27.4,1015.1
0,20090802.19,50.589,-122.8773,60.1,91.2,74.1,56.7,59.34,88.6,4.6,,166.74,,0,,0,1010.7
0,20180817.14,50.3998,-127.4475,52.3,64.4,58,51.9,80.7,,23.4,41.4,306.67,,0,54.2,34.9,1025.7
0,20130914.14,49.1213,-121.6069,58.1,77,66.9,61.5,84.02,,6.2,,198.04,,0,185.3,4.9,1008.3
0,20100731.15,49.5212,-121.7676,58.2,71.2,64.8,58,79.32,,7.9,22.8,230.33,,0.13,8.7,19.2,1014.8
0,20090906.18,51.5673,-121.1505,37.5,57.3,48.4,35.7,62.49,,15,,195.33,33.8,0,8.7,38,1009.9
0,20100807.1,48.8223,-125.133,55.4,60.7,57.8,57.8,98.04,,9.3,27.5,189.46,,0.52,5.6,31.6,1012.5
0,20090517.19,49.5772,-121.8255,53.9,74.6,63.6,50.8,64.8,,12.9,30.1,226.29,,0.04,8.7,21.6,1015.4
0,20120804.21,50.3668,-126.9748,52.7,66.8,58.4,54.3,86.6,,19.4,38,161.88,,0,13.3,18.5,1016.4
0,20180526.17,49.9426,-123.3078,51,65.1,57.4,45,65.18,,7.4,19.5,135.13,,0,634,0,1020.4
0,20090712.14,49.785,-124.1792,57.3,71,63.7,54.5,72.74,,13,25.5,123.21,,0.01,,0,1015.7
0,20130817.14,49.2626,-124.1934,56.5,70,64,57.4,79.33,,10.3,25.3,160.75,,0,631.8,0,1016.7
0,20170707.22,54.677,-125.1091,38.7,81.3,63.5,45.1,56.2,79.8,11,22.5,217.29,,0,195.7,1.3,1018.2
0,20080522.08,49.334,-124.5262,45,59.6,52.2,45,77.2,,15.7,22.7,263.04,38.3,0.01,,0,1013.1
0,20070618.08,49.3715,-122.6913,47.1,60.3,53.2,47,80.31,,5.4,,,,0.04,,0,1019.6
0,20080906.19,49.35,-124.4487,55.9,70,62,55.9,81.07,,16.7,24.7,296.42,,0.01,,0,1021
0,20090726,49.6835,-120.8948,63.3,91.7,75.3,66,75.99,93.4,11.8,27.2,190.38,,0.04,8.7,1.5,1018.4
0,20090728.2,55.2667,-127.55,62.7,95.3,79.7,59,54.35,94,6.9,,189.17,,0,24.9,28.6,1017.4
0,20090511.21,52.0748,-122.9018,33.5,55.5,45.9,35.3,70.44,,17.2,,242.73,24.9,0.39,12.8,96.5,1005.8
0,20110804.16,49.8315,-122.3301,51.6,79.9,65.2,51.2,64.55,,7.4,31.1,109.67,,0,,0,1013.7
0,20131030.14,49.0765,-121.7818,37.3,53.2,47,41.7,82.68,,3.8,23,198.92,44.8,0.29,157.5,12.3,1019.3
0,20070625.17,49.5585,-121.1946,45.8,63.8,54.2,45.6,74.18,,10.4,21.1,,42.3,0.11,8.7,24,1025.6
0,20100612.21,49.1145,-123.9333,56.9,64.4,60,54.1,81.02,,24.1,34.4,167,,0,,0,1023.5
0,20180521.13,49.0898,-121.6905,50,70.6,60.3,50.5,71.97,,9.9,,152.96,,0,195.9,2.2,1016.1
0,20090824.2,48.9142,-124.3414,56.1,65.4,61.5,50.4,67.58,,14.7,24.4,175.25,,0.01,,0,1013.5
0,20100801,49.4376,-121.2926,61.4,69,65.5,58.6,78.79,,10.3,23,231.17,,0,8.7,85.2,1016.8
0,20090816.11,49.2935,-122.6446,56,75,64.7,56,75.37,,6.6,,176.86,,0,,0,1020.9
0,20080514.09,50.1207,-125.3873,48.5,55.5,52.1,49.7,91.59,,6.5,,178.88,46.1,0.19,10.6,55.5,1032
0,20070901.15,50.31,-122.6,45.6,66.4,55.6,47.8,76.82,,2.7,,,,0.02,,0,1014.9
0,20110703.18,48.85,-125.11,46.2,62.4,55.6,45.8,70.71,,9.7,23,266.17,45.5,0,17.2,18.2,1020.2
0,20070603.17,49.8024,-121.0045,62.2,89.3,74.8,52.7,49.06,86.6,10.6,31.5,,,0.07,8.5,10.3,1010.1
0,20110801.16,49.4583,-125.1083,54.3,75.3,64.4,50.5,63.49,,6.7,25.3,170.13,,0,19.7,21.1,1016.8
0,20090730.17,49.8633,-121.2015,62.6,91.5,75,60.1,62.98,90.8,15.9,34.5,164.71,,0.11,8.7,5.4,1011
0,20000522.18,49.0658,-117.3971,42.6,73,59.3,40.1,52.57,,13,,240.75,40.3,0,15.6,35.6,1012.4
0,20080826.19,49.3395,-124.375,52.1,60.9,56.9,52,84.23,,26.4,31.3,126.08,,0.06,,0,1013.1
0,20170624.12,49.744,-123.079,56.3,86.9,71.2,48.5,49.02,84,8.8,,162.71,,0,632.6,0,1017.7
0,20100821.17,49.2375,-121.6035,54.1,73.3,64.3,51.3,64.02,,10.1,24.2,183.63,,0.02,8.7,14.1,1012.3
0,20090519.18,49.3059,-124.3261,38.5,55.2,49.9,41.3,72.95,,9.9,20.8,241.92,42.3,0.1,,0,1016.4
0,20091005.07,49.2831,-121.6297,39.3,65.6,50.4,39.3,69.74,,12.2,24.2,135.25,37.4,0.01,8.7,4.2,1022.4
0,20100724.22,49.7191,-123.135,53.9,81.9,68,53.5,63.01,81.1,8.9,,126.75,,0,,0,1015.3
0,20040727.07,50.55,-125.35,57.2,74.2,63.8,53.7,66.77,,24.3,,295.83,,0,15.5,5.9,1016.9
0,20170707.19,53.7527,-123.054,42.8,87.7,63.8,45.8,62.78,84.1,22.9,39.2,195.21,42.9,0.76,98.5,2.6,1017.8
0,20180521.18,49.2317,-121.604,50.3,70.8,60.6,50.7,71.49,,10.1,,155.5,,0,216.3,0,1016.1
0,20170707.2,53.5644,-121.7098,44.7,89,65.2,45,57.54,85.1,23.2,39,195.54,,0.76,99.5,2.6,1017.7
0,20040711.17,49.1333,-123.7833,60.5,66.2,63.4,57.4,80.78,,17.1,,173.58,,0,,0,1019
0,20090531.15,49.5743,-121.8211,59.8,80.3,69.3,46,44.26,79.7,10,23,146,,0.05,8.7,4,1013.8
0,20160523.18,49.09,-121.7878,52.5,58.3,55.1,51.2,87.09,,5,,175.71,,0.03,192.1,10.9,1013.5
0,20080821.2,49.3261,-122.2799,52.9,63.3,57.3,54.2,89.87,,3.7,19.7,148.33,,0.43,8.1,11.5,1015.8
0,20090816.15,49.5365,-121.7616,56.4,76,65.8,56.8,74.73,,10.8,20.9,163.88,,0.02,8.7,0.9,1020.7
0,20040623.18,50.3101,-122.6509,57.4,96.4,75.5,64.9,71.53,108.3,9.2,,133,,0.02,11.1,0.7,1013.9
0,20110908.2,49.31,-125.1283,55.1,88.5,69.2,53.5,62.61,85.7,5.8,20.8,256.42,,0,19.8,1.1,1021.7
0,20120514.17,49.1721,-124.0377,54.7,64.8,59.6,47.5,64.53,,21.4,26.4,310.46,,0,,0,1016.6
0,20100830.08,49.1274,-123.9184,55.3,66.2,61.6,52.1,71.93,,21.4,,179.46,,0.16,,0,1013.1
0,20140706.19,49.2379,-121.6039,60.5,70.3,65,60.1,84.73,,5.7,,181.42,,0.12,235.9,1.1,1021.4
0,20110703.2,49.7564,-125.1885,49.2,67.6,59.1,46.8,65.52,,11,27.1,246.29,47.9,0,19.7,36,1019.3
0,20120819.17,54.0333,-126.15,47.2,77.3,63.3,51.2,68.26,,10.6,19.7,187.08,,0,,0,1014.3
0,20110731,49.06,-120.78,46.7,70.5,59.5,49,70.17,,13.8,28.8,207.38,47.5,0.18,7.6,17.2,1016.8
0,20110911.13,49.5227,-121.7664,54.7,85.9,68.6,55,67.06,84.8,7.9,,123.63,,0.02,8.7,0,1012
0,20040726.14,49.8833,-123.2333,53.9,80.3,67.7,52.9,62.05,79.5,10.2,,113.38,,0,24.9,2.3,1016.8
0,20080807.21,49.9108,-126.6519,51.7,58.6,54.5,50.1,85.66,,16.6,,198.46,,0,,0,1012.4
0,20110913.1,49.3952,-124.9464,57.9,62.6,61.1,56.6,85.09,,7.7,,260.63,,0,16.9,45.7,1019.4
0,20120819.15,49.0772,-121.7832,61.1,70.4,65.4,59.6,81.82,,6.8,,185.04,,0,9,14.7,1015.6
0,20110822.14,49.3046,-124.558,56.1,68.4,62.4,58.4,86.92,,11.2,24.8,116.46,,0.38,,0,1011.2
0,20070504.21,49.31,-124.31,45.9,55,50.2,41.3,71.63,,17,25.8,,40.6,0.04,,0,1018.8
0,20030729.1,49.6995,-121.4059,61.6,92.6,78.2,56.8,51.01,92.4,10.8,,176.48,,0.02,8.7,0,1014.5
0,20090823.17,50.1227,-123.475,43,64.4,53.3,43.9,72.7,,4.9,,125.57,,0,,0,1016.5
0,20030813.21,49.2857,-124.2727,64.2,70.7,67.9,59.8,75.4,,14.7,,259.5,,0,,0,1020.6
0,20120825.13,49.083,-121.709,55.7,80,66.3,52.5,64.16,,10.4,20.8,230.58,,0,9.2,10.8,1010.9
0,20090718.18,49.4923,-121.8457,55.6,80,68.8,53.3,59.56,80.2,14.1,34.4,218.63,,0.02,8.7,5.5,1018.7
0,20090705.2,49.7685,-126.1118,51.2,63.5,58.4,53.3,84.1,,10.5,32.1,113.13,,0.08,21.5,30,1010.6
0,20070705.12,49.3417,-124.5576,57,76.9,66.4,54.6,67.59,,10.9,27.7,,,0,,0,1018
0,20030707.21,49.3947,-121.4617,60.8,77.1,68.9,51.9,55.24,,17,,278.79,,0.02,8.7,27,1009.8
0,20120916.15,49.1338,-123.1846,54.7,68.1,61.1,50.6,68.76,,3.5,,108,,0,,0,1021.4
0,20090621.14,49.4093,-121.3149,51.6,55.7,53.5,50.7,90.41,,8.1,,256.79,,0.33,7.7,85.4,1014.4
0,20100822.2,49.2976,-121.8083,48.4,62.5,56.5,53.1,88.75,,5.9,23,136.96,,0.14,7.9,5.9,1023.4
0,20000813.18,54.0783,-124.9132,38.3,62.7,52.4,47.9,85.21,,12.8,,300.85,35.7,0.12,8.6,64,1010.5
0,20080923.11,49.1938,-122.7791,43.4,63.7,56.1,46.9,72.71,,9.9,,137.67,47.8,0.01,,0,1018.5
0,20080701.12,50.2792,-116.9224,60.2,79.1,68.2,61.6,80.61,,6.7,,193.18,,0.01,,0,1014.5
