,IGN_DATE,FIRE_CAUSE,FIRE_TYPE,LATITUDE,LONGITUDE,SIZE_HA,minimum temperature,maximum temperature,average temperature,dew point,relative humidity,heat index,wind speed,wind gust,wind direction,wind chill,precipitation,visibility,cloud cover,sea level pressure,weather_type
1530,20161012.0,No Cause,No Fire,51.942529181468394,-129.24192108008538,0.0,44.6,53.6,48.4,41.9,81.1,,5.8,,134.25,45.3,0.47,8.1,65.6,1001.7,"['""Mist', ' Rain', ' Light Rain""', '51.942529181468394', '-129.24192108008538', '""51.942529181468394', ' -129.24192108008538""', '""51.942529181468394', ' -129.24192108008538""', '""""', '""Rain', ' Partially cloudy""\n']"
1531,19730730.0,No Cause,No Fire,53.28545659958519,-118.40865217995102,0.0,47.0,87.0,68.8,44.7,44.89,84.1,11.4,,,,0.0,24.9,22.2,1014.3,"['""Sky Coverage Increasing""', '53.28545659958519', '-118.40865217995102', '""53.28545659958519', ' -118.40865217995102""', '""53.28545659958519', ' -118.40865217995102""', '""""', '""Clear""\n']"
1532,20130920.0,No Cause,No Fire,52.32570169056921,-121.64884466911249,0.0,50.0,66.3,58.6,41.6,54.98,,20.8,28.9,152.08,47.2,0.01,14.9,48.7,1002.0,"['""Light Rain""', '52.32570169056921', '-121.64884466911249', '""52.32570169056921', ' -121.64884466911249""', '""52.32570169056921', ' -121.64884466911249""', '""""', '""Rain', ' Partially cloudy""\n']"
1533,20140122.0,No Cause,No Fire,55.03062637361604,-115.80057838501392,0.0,5.2,28.2,12.8,9.4,86.34,,13.3,23.0,118.75,-2.2,0.0,60.8,5.6,1027.7,"['""Light Snow""', '55.03062637361604', '-115.80057838501392', '""55.03062637361604', ' -115.80057838501392""', '""55.03062637361604', ' -115.80057838501392""', '""""', '""Clear""\n']"
1534,19890920.0,No Cause,No Fire,50.21956443597087,-125.08566976814986,0.0,50.2,69.7,59.0,53.4,83.06,,6.9,,284.29,,0.0,16.5,33.0,1022.4,"['""""', '50.21956443597087', '-125.08566976814986', '""50.21956443597087', ' -125.08566976814986""', '""50.21956443597087', ' -125.08566976814986""', '""""', '""Partially cloudy""\n']"
1535,19950202.0,No Cause,No Fire,53.013089815150344,-127.37273881275357,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
1536,19790513.0,No Cause,No Fire,49.9306917017405,-120.85491547511428,0.0,41.1,62.8,52.5,39.9,65.87,,15.0,,226.21,38.2,0.23,12.5,63.9,1017.7,"['""""', '49.9306917017405', '-120.85491547511428', '""49.9306917017405', ' -120.85491547511428""', '""49.9306917017405', ' -120.85491547511428""', '""""', '""Rain', ' Partially cloudy""\n']"
1537,20070823.0,No Cause,No Fire,53.010554833988564,-120.33991052530857,0.0,,,,,,,,,,,0.0,,,,"['""""', '53.010554833988564', '-120.33991052530857', '""53.010554833988564', ' -120.33991052530857""', '""53.010554833988564', ' -120.33991052530857""', '""No data available""', '""""\n']"
1538,19821030.0,No Cause,No Fire,51.69897088603179,-125.63560010030756,0.0,,,,,,,,,,,0.0,,,,"['""""', '51.69897088603179', '-125.63560010030756', '""51.69897088603179', ' -125.63560010030756""', '""51.69897088603179', ' -125.63560010030756""', '""No data available""', '""""\n']"
1539,20040621.0,No Cause,No Fire,48.98590038502253,-125.78624617942282,0.0,50.0,65.4,58.5,55.5,90.07,,22.3,,251.63,,0.0,6.4,27.5,1014.3,"['""Mist', ' Fog""', '48.98590038502253', '-125.78624617942282', '""48.98590038502253', ' -125.78624617942282""', '""48.98590038502253', ' -125.78624617942282""', '""""', '""Partially cloudy""\n']"
1540,20080210.0,No Cause,No Fire,55.84056832240336,-115.08502128290002,0.0,-10.1,2.0,-5.5,-12.5,71.17,,18.3,33.3,126.6,-31.2,0.02,7.0,28.2,1014.9,"['""Light Snow', ' Light Freezing Rain""', '55.84056832240336', '-115.08502128290002', '""55.84056832240336', ' -115.08502128290002""', '""55.84056832240336', ' -115.08502128290002""', '""""', '""Rain', ' Partially cloudy""\n']"
1541,19830514.0,No Cause,No Fire,59.03478740303855,-127.73173607917299,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
1542,19920510.0,No Cause,No Fire,48.3356977933813,-124.95074971334108,0.0,46.8,49.3,48.0,39.1,71.36,,30.4,,261.38,39.6,0.04,14.0,7.0,1018.0,"['""Rain Showers', ' Sky Coverage Increasing', ' Sky Unchanged""', '48.3356977933813', '-124.95074971334108', '""48.3356977933813', ' -124.95074971334108""', '""48.3356977933813', ' -124.95074971334108""', '""""', '""Rain""\n']"
1543,20120118.0,No Cause,No Fire,53.229710774611966,-128.48193352285253,0.0,,,,,,,,,,,0.0,,,,"['""""', '53.229710774611966', '-128.48193352285253', '""53.229710774611966', ' -128.48193352285253""', '""53.229710774611966', ' -128.48193352285253""', '""No data available""', '""""\n']"
1544,20200615.0,No Cause,No Fire,48.676216511365325,-129.01108818831628,0.0,44.5,44.5,44.5,40.5,85.89,,10.3,,300.0,39.1,0.0,6.2,100.0,1016.0,"['""""', '48.676216511365325', '-129.01108818831628', '""48.676216511365325', ' -129.01108818831628""', '""48.676216511365325', ' -129.01108818831628""', '""""', '""Overcast""\n']"
1545,19960423.0,No Cause,No Fire,51.86167144150362,-124.90521524927034,0.0,32.1,50.3,40.4,33.8,77.94,,9.2,,110.0,35.1,0.02,8.7,28.7,991.6,"['""""', '51.86167144150362', '-124.90521524927034', '""51.86167144150362', ' -124.90521524927034""', '""51.86167144150362', ' -124.90521524927034""', '""""', '""Rain', ' Partially cloudy""\n']"
1546,20111213.0,No Cause,No Fire,55.251001253691705,-128.94395154824153,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
1547,19850628.0,No Cause,No Fire,56.51915609471836,-115.93014014027156,0.0,,,,,,,,,,,0.0,,,,"['""""', '56.51915609471836', '-115.93014014027156', '""56.51915609471836', ' -115.93014014027156""', '""56.51915609471836', ' -115.93014014027156""', '""No data available""', '""""\n']"
1548,19740902.0,No Cause,No Fire,56.596685278750066,-117.81063541138704,0.0,38.0,71.0,55.8,43.9,67.25,,12.5,,217.73,42.5,0.0,14.9,20.9,1018.1,"['""""', '56.596685278750066', '-117.81063541138704', '""56.596685278750066', ' -117.81063541138704""', '""56.596685278750066', ' -117.81063541138704""', '""""', '""Clear""\n']"
1549,19831206.0,No Cause,No Fire,59.327946941058464,-126.10334062538587,0.0,,,,,,,,,,,0.0,,,,"['""""', '59.327946941058464', '-126.10334062538587', '""59.327946941058464', ' -126.10334062538587""', '""59.327946941058464', ' -126.10334062538587""', '""No data available""', '""""\n']"
1550,19710206.0,No Cause,No Fire,50.378700646549184,-115.00926098949054,0.0,,,,,,,,,,,0.0,,,,"['""""', '50.378700646549184', '-115.00926098949054', '""50.378700646549184', ' -115.00926098949054""', '""50.378700646549184', ' -115.00926098949054""', '""No data available""', '""""\n']"
1551,19830726.0,No Cause,No Fire,53.03595643293674,-118.02860699394913,0.0,,,,,,,,,,,0.0,,,,"['""""', '53.03595643293674', '-118.02860699394913', '""53.03595643293674', ' -118.02860699394913""', '""53.03595643293674', ' -118.02860699394913""', '""No data available""', '""""\n']"
1552,20110301.0,No Cause,No Fire,54.79264703280422,-120.98100373055273,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
1553,19750801.0,No Cause,No Fire,55.80086895630159,-122.05713798744064,0.0,,,,,,,,,,,0.0,,,,"['""""', '55.80086895630159', '-122.05713798744064', '""55.80086895630159', ' -122.05713798744064""', '""55.80086895630159', ' -122.05713798744064""', '""No data available""', '""""\n']"
1554,20000531.0,No Cause,No Fire,58.03831166133904,-121.46248359311457,0.0,,,,,,,,,,,0.0,,,,"['""""', '58.03831166133904', '-121.46248359311457', '""58.03831166133904', ' -121.46248359311457""', '""58.03831166133904', ' -121.46248359311457""', '""No data available""', '""""\n']"
1555,19800413.0,No Cause,No Fire,49.60087465165984,-120.6016741953608,0.0,32.1,73.2,49.7,33.3,59.14,,12.1,,207.58,25.8,0.0,16.7,71.5,1014.5,"['""""', '49.60087465165984', '-120.6016741953608', '""49.60087465165984', ' -120.6016741953608""', '""49.60087465165984', ' -120.6016741953608""', '""""', '""Partially cloudy""\n']"
1556,19960523.0,No Cause,No Fire,56.318541237589436,-123.79422332747251,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
1557,19950305.0,No Cause,No Fire,50.22060587668021,-124.57475827094842,0.0,27.5,37.5,34.2,27.2,76.6,,9.6,,217.57,22.5,0.02,18.3,80.6,1018.0,"['""Snow And Rain Showers', ' Snow Showers""', '50.22060587668021', '-124.57475827094842', '""50.22060587668021', ' -124.57475827094842""', '""50.22060587668021', ' -124.57475827094842""', '""""', '""Rain', ' Overcast""\n']"
1558,19850501.0,No Cause,No Fire,54.861813160777864,-120.61097924431908,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
1559,20150923.0,No Cause,No Fire,49.94273410816609,-128.5784235503395,0.0,51.9,58.5,55.3,52.8,91.17,,48.3,63.3,140.54,,0.63,626.6,0.0,1008.3,"['""""', '49.94273410816609', '-128.5784235503395', '""49.94273410816609', ' -128.5784235503395""', '""49.94273410816609', ' -128.5784235503395""', '""""', '""Rain""\n']"
1560,20190602.0,No Cause,No Fire,53.307303013982995,-127.85410571109577,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
1561,19720203.0,No Cause,No Fire,52.168577616151545,-126.60013347636541,0.0,,,,,,,,,,,0.0,,,,"['""""', '52.168577616151545', '-126.60013347636541', '""52.168577616151545', ' -126.60013347636541""', '""52.168577616151545', ' -126.60013347636541""', '""No data available""', '""""\n']"
1562,19960923.0,No Cause,No Fire,55.92631699808778,-125.90041353816014,0.0,,,,,,,,,,,0.0,,,,"['""""', '55.92631699808778', '-125.90041353816014', '""55.92631699808778', ' -125.90041353816014""', '""55.92631699808778', ' -125.90041353816014""', '""No data available""', '""""\n']"
1563,20050220.0,No Cause,No Fire,54.04051851799986,-125.7677127938798,0.0,-3.9,33.9,12.5,4.2,71.87,,3.4,,249.0,26.9,0.0,,0.0,1019.8,"['""""', '54.04051851799986', '-125.7677127938798', '""54.04051851799986', ' -125.7677127938798""', '""54.04051851799986', ' -125.7677127938798""', '""""', '""Clear""\n']"
1564,19900411.0,No Cause,No Fire,48.65951877288156,-121.70412531519993,0.0,40.3,54.5,48.7,43.1,81.54,,10.9,,182.29,37.7,0.46,11.5,78.9,1019.8,"['""Light Snow', ' Thunderstorm', ' Thunderstorm Without Precipitation', ' Rain Showers', ' Fog', ' Light Rain', ' Sky Coverage Decreasing', ' Sky Coverage Increasing""', '48.65951877288156', '-121.70412531519993', '""48.65951877288156', ' -121.70412531519993""', '""48.65951877288156', ' -121.70412531519993""', '""""', '""Rain', ' Overcast""\n']"
1565,19761106.0,No Cause,No Fire,51.01144978571011,-127.23448847155599,0.0,41.1,49.1,46.3,42.8,87.79,,14.8,,144.17,34.4,0.22,15.0,94.5,1015.4,"['""""', '51.01144978571011', '-127.23448847155599', '""51.01144978571011', ' -127.23448847155599""', '""51.01144978571011', ' -127.23448847155599""', '""""', '""Rain', ' Overcast""\n']"
1566,19730302.0,No Cause,No Fire,48.25752930492683,-117.5078381035469,0.0,29.7,46.2,36.9,28.5,72.6,,10.6,,,24.6,0.0,22.4,64.8,1021.2,"['""Sky Coverage Decreasing', ' Sky Coverage Increasing', ' Sky Unchanged""', '48.25752930492683', '-117.5078381035469', '""48.25752930492683', ' -117.5078381035469""', '""48.25752930492683', ' -117.5078381035469""', '""""', '""Partially cloudy""\n']"
1567,19871109.0,No Cause,No Fire,48.1871345296525,-125.79985889024692,0.0,,,,,,,,,,,0.0,,,,"['""""', '48.1871345296525', '-125.79985889024692', '""48.1871345296525', ' -125.79985889024692""', '""48.1871345296525', ' -125.79985889024692""', '""No data available""', '""""\n']"
1568,19810503.0,No Cause,No Fire,50.012324330850106,-119.92513943776459,0.0,41.1,57.8,50.8,35.6,58.11,,10.4,,205.78,37.2,0.0,15.4,94.8,1011.0,"['""""', '50.012324330850106', '-119.92513943776459', '""50.012324330850106', ' -119.92513943776459""', '""50.012324330850106', ' -119.92513943776459""', '""""', '""Overcast""\n']"
1569,19880208.0,No Cause,No Fire,56.77314305314599,-116.03854195358541,0.0,,,,,,,,,,,0.0,,,,"['""""', '56.77314305314599', '-116.03854195358541', '""56.77314305314599', ' -116.03854195358541""', '""56.77314305314599', ' -116.03854195358541""', '""No data available""', '""""\n']"
1570,19750104.0,No Cause,No Fire,49.71878181504727,-123.01386238350679,0.0,24.4,42.2,32.9,28.6,84.22,,21.7,,155.13,14.4,0.12,16.8,82.0,1012.4,"['""""', '49.71878181504727', '-123.01386238350679', '""49.71878181504727', ' -123.01386238350679""', '""49.71878181504727', ' -123.01386238350679""', '""""', '""Rain', ' Overcast""\n']"
1571,20100306.0,No Cause,No Fire,49.1844059703231,-117.51261777945385,0.0,27.3,55.5,39.0,29.2,71.17,,8.2,,239.29,29.2,0.03,,0.0,1016.7,"['""""', '49.1844059703231', '-117.51261777945385', '""49.1844059703231', ' -117.51261777945385""', '""49.1844059703231', ' -117.51261777945385""', '""""', '""Rain""\n']"
1572,19770330.0,No Cause,No Fire,58.19686927378783,-122.41510482251007,0.0,21.3,42.9,33.9,24.1,69.64,,13.6,,236.0,24.5,0.02,45.0,75.2,1011.4,"['""""', '58.19686927378783', '-122.41510482251007', '""58.19686927378783', ' -122.41510482251007""', '""58.19686927378783', ' -122.41510482251007""', '""""', '""Rain', ' Overcast""\n']"
1573,20080314.0,No Cause,No Fire,58.5556912173272,-123.57696536736898,0.0,-0.3,12.3,6.4,0.5,76.29,,11.4,,65.22,-12.0,0.08,6.7,90.4,1025.5,"['""Light Snow', ' Snow""', '58.5556912173272', '-123.57696536736898', '""58.5556912173272', ' -123.57696536736898""', '""58.5556912173272', ' -123.57696536736898""', '""""', '""Rain', ' Overcast""\n']"
1574,19711209.0,No Cause,No Fire,48.35014816206998,-126.40943812442859,0.0,,,,,,,,,,,0.0,,,,"['""""', '48.35014816206998', '-126.40943812442859', '""48.35014816206998', ' -126.40943812442859""', '""48.35014816206998', ' -126.40943812442859""', '""No data available""', '""""\n']"
1575,19910703.0,No Cause,No Fire,53.359815305857715,-125.30713450138927,0.0,,,,,,,,,,,0.0,,,,"['""""', '53.359815305857715', '-125.30713450138927', '""53.359815305857715', ' -125.30713450138927""', '""53.359815305857715', ' -125.30713450138927""', '""No data available""', '""""\n']"
1576,19851114.0,No Cause,No Fire,51.26463006618044,-118.71292725759808,0.0,28.5,33.9,31.6,22.4,68.57,,15.0,,118.46,21.7,0.0,13.6,81.1,1030.8,"['""""', '51.26463006618044', '-118.71292725759808', '""51.26463006618044', ' -118.71292725759808""', '""51.26463006618044', ' -118.71292725759808""', '""""', '""Overcast""\n']"
1577,20010726.0,No Cause,No Fire,57.333243089354674,-121.6125516241445,0.0,50.1,60.9,55.5,49.5,80.51,,5.8,,270.0,,0.0,29.8,53.3,,"['""""', '57.333243089354674', '-121.6125516241445', '""57.333243089354674', ' -121.6125516241445""', '""57.333243089354674', ' -121.6125516241445""', '""""', '""Partially cloudy""\n']"
1578,19851221.0,No Cause,No Fire,50.304428404945,-129.87575689197382,0.0,,,,,,,,,,,0.0,,,,"['""""', '50.304428404945', '-129.87575689197382', '""50.304428404945', ' -129.87575689197382""', '""50.304428404945', ' -129.87575689197382""', '""No data available""', '""""\n']"
1579,20030521.0,No Cause,No Fire,55.372298586597346,-125.18717161779304,0.0,,,,,,,,,,,0.0,,,,"['""""', '55.372298586597346', '-125.18717161779304', '""55.372298586597346', ' -125.18717161779304""', '""55.372298586597346', ' -125.18717161779304""', '""No data available""', '""""\n']"
1580,19880518.0,No Cause,No Fire,57.34407735885069,-127.39895701741544,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
1581,20060415.0,No Cause,No Fire,48.961964913636955,-122.67309773332943,0.0,38.4,46.3,43.1,37.6,81.02,,14.9,34.4,,33.7,0.34,9.8,62.0,1001.2,"['""Light Rain""', '48.961964913636955', '-122.67309773332943', '""48.961964913636955', ' -122.67309773332943""', '""48.961964913636955', ' -122.67309773332943""', '""""', '""Rain', ' Partially cloudy""\n']"
1582,19720801.0,No Cause,No Fire,51.52653202483134,-123.06137027358645,0.0,,,,,,,,,,,0.0,,,,"['""""', '51.52653202483134', '-123.06137027358645', '""51.52653202483134', ' -123.06137027358645""', '""51.52653202483134', ' -123.06137027358645""', '""No data available""', '""""\n']"
1583,20150325.0,No Cause,No Fire,55.69519827121761,-129.14279700770305,0.0,37.4,50.0,43.4,36.8,79.38,,5.8,,52.22,35.0,0.0,11.3,50.8,1012.3,"['""Mist', ' Light Rain""', '55.69519827121761', '-129.14279700770305', '""55.69519827121761', ' -129.14279700770305""', '""55.69519827121761', ' -129.14279700770305""', '""""', '""Partially cloudy""\n']"
1584,20180724.0,No Cause,No Fire,56.452534386097355,-124.34607843700591,0.0,,,,,,,,,,,0.0,,,,"['""""', '56.452534386097355', '-124.34607843700591', '""56.452534386097355', ' -124.34607843700591""', '""56.452534386097355', ' -124.34607843700591""', '""No data available""', '""""\n']"
1585,19801211.0,No Cause,No Fire,51.94550552786654,-128.56939225078327,0.0,44.7,46.5,45.6,42.9,90.28,,23.0,,230.0,37.5,1.1,12.4,70.0,1016.8,"['""""', '51.94550552786654', '-128.56939225078327', '""51.94550552786654', ' -128.56939225078327""', '""51.94550552786654', ' -128.56939225078327""', '""""', '""Rain', ' Partially cloudy""\n']"
1586,19851016.0,No Cause,No Fire,54.248375292727424,-120.3034515618186,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
1587,20110528.0,No Cause,No Fire,54.98460559884552,-122.40393703160395,0.0,33.8,69.8,54.5,32.4,51.53,,11.4,32.2,116.52,39.1,0.0,8.8,22.7,1013.5,"['""""', '54.98460559884552', '-122.40393703160395', '""54.98460559884552', ' -122.40393703160395""', '""54.98460559884552', ' -122.40393703160395""', '""""', '""Clear""\n']"
1588,20201220.0,No Cause,No Fire,58.8811053176842,-122.47448508096254,0.0,-18.6,-5.8,-12.7,-18.5,74.89,,12.8,,149.35,-29.9,0.0,19.8,32.4,1005.0,"['""""', '58.8811053176842', '-122.47448508096254', '""58.8811053176842', ' -122.47448508096254""', '""58.8811053176842', ' -122.47448508096254""', '""""', '""Partially cloudy""\n']"
1589,19980725.0,No Cause,No Fire,59.06429846133087,-117.29420418809866,0.0,49.4,77.3,67.2,48.5,54.25,,18.3,,273.68,,0.0,14.9,29.1,1015.2,"['""""', '59.06429846133087', '-117.29420418809866', '""59.06429846133087', ' -117.29420418809866""', '""59.06429846133087', ' -117.29420418809866""', '""""', '""Partially cloudy""\n']"
1590,19750808.0,No Cause,No Fire,50.49834242957305,-128.5900566789337,0.0,50.5,53.7,52.3,51.3,96.43,,21.8,,172.5,,0.24,9.1,86.2,1022.5,"['""""', '50.49834242957305', '-128.5900566789337', '""50.49834242957305', ' -128.5900566789337""', '""50.49834242957305', ' -128.5900566789337""', '""""', '""Rain', ' Overcast""\n']"
1591,20080121.0,No Cause,No Fire,51.96728986406203,-125.697365619457,0.0,21.3,28.5,24.7,14.4,65.0,,8.1,,65.71,13.7,0.0,14.9,14.0,1032.9,"['""""', '51.96728986406203', '-125.697365619457', '""51.96728986406203', ' -125.697365619457""', '""51.96728986406203', ' -125.697365619457""', '""""', '""Clear""\n']"
1592,19710604.0,No Cause,No Fire,52.0194313149113,-121.2407996586625,0.0,,,,,,,,,,,0.0,,,,"['""""', '52.0194313149113', '-121.2407996586625', '""52.0194313149113', ' -121.2407996586625""', '""52.0194313149113', ' -121.2407996586625""', '""No data available""', '""""\n']"
1593,19800110.0,No Cause,No Fire,51.60033904008973,-116.70327580295202,0.0,-5.7,1.5,-2.1,-6.6,81.37,,1.1,,360.0,,0.0,6.5,50.0,,"['""""', '51.60033904008973', '-116.70327580295202', '""51.60033904008973', ' -116.70327580295202""', '""51.60033904008973', ' -116.70327580295202""', '""""', '""Partially cloudy""\n']"
1594,20100108.0,No Cause,No Fire,56.238773525728924,-118.27097643385794,0.0,14.1,27.8,23.2,20.8,90.77,,8.7,,271.04,8.5,0.0,,0.0,,"['""""', '56.238773525728924', '-118.27097643385794', '""56.238773525728924', ' -118.27097643385794""', '""56.238773525728924', ' -118.27097643385794""', '""""', '""Clear""\n']"
1595,20061116.0,No Cause,No Fire,57.22595120791786,-119.96779398339106,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
1596,19810522.0,No Cause,No Fire,48.09996154215583,-127.45331678117144,0.0,,,,,,,,,,,0.0,,,,"['""""', '48.09996154215583', '-127.45331678117144', '""48.09996154215583', ' -127.45331678117144""', '""48.09996154215583', ' -127.45331678117144""', '""No data available""', '""""\n']"
