FIRE_NO,IGN_DATE,FIRE_CAUSE,FIRE_TYPE,LATITUDE,LONGITUDE,SIZE_HA,minimum temperature,maximum temperature,average temperature,dew point,relative humidity,heat index,wind speed,wind gust,wind direction,wind chill,precipitation,visibility,cloud cover,sea level pressure,weather_type
G10037,20150508.202999998,Person,Fire,53.6908,-123.4334,25000.0,34.8,67.9,52.0,31.1,49.97,,8.6,,164.21,38.6,0.0,78.0,0.5,1019.5,"['""""', '53.6908', '-123.4334', '""53.6908', ' -123.4334""', '""53.6908', ' -123.4334""', '""""', '""Clear""\n']"
G80138,20050228.143,Lightning,Fire,57.99950000000001,-122.1402,6.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
N52500,20180811.1149,Lightning,Fire,49.084,-118.0173,12.0,58.0,93.1,76.3,42.4,32.49,89.0,14.3,31.1,192.33,,0.0,231.2,10.4,1010.3,"['""""', '49.084', '-118.0173', '""49.084', ' -118.0173""', '""49.084', ' -118.0173""', '""""', '""Clear""\n']"
V10177,20040619.104000002,Lightning,Fire,49.918,-121.5527,8.0,55.3,90.9,72.1,39.6,34.71,86.8,8.2,,181.39,,0.63,8.7,0.6,1017.6,"['""""', '49.918', '-121.5527', '""49.918', ' -121.5527""', '""49.918', ' -121.5527""', '""""', '""Rain""\n']"
G90110,20010614.1,Lightning,Fire,58.9347,-120.6967,3.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
N50614,20030810.12,Lightning,Fire,49.90450000000001,-117.845,41.0,59.2,89.5,73.7,51.8,50.13,86.8,14.2,,227.67,,0.0,14.9,3.6,1012.9,"['""""', '49.90450000000001', '-117.845', '""49.90450000000001', ' -117.845""', '""49.90450000000001', ' -117.845""', '""""', '""Clear""\n']"
G90363,20190523.165609,Lightning,Fire,59.8562,-124.273,5602.0,46.0,73.2,58.7,42.7,57.39,,11.4,25.3,84.17,41.0,0.0,299.6,8.0,1013.5,"['""""', '59.8562', '-124.273', '""59.8562', ' -124.273""', '""59.8562', ' -124.273""', '""""', '""Clear""\n']"
N10926,20060929.0001,Lightning,Fire,49.1918,-115.5956,19.3,47.2,77.1,60.7,45.5,59.29,,8.3,,,47.1,0.0,24.9,21.9,1013.8,"['""""', '49.1918', '-115.5956', '""49.1918', ' -115.5956""', '""49.1918', ' -115.5956""', '""""', '""Clear""\n']"
V30217,20140714.12,Person,Fire,50.3445,-122.7427,2.0,59.6,101.5,78.2,55.4,54.11,98.0,6.9,17.2,136.88,,0.01,631.5,0.0,1015.9,"['""""', '50.3445', '-122.7427', '""50.3445', ' -122.7427""', '""50.3445', ' -122.7427""', '""""', '""Rain""\n']"
R50199,20040701.12,Lightning,Fire,54.7043,-128.1457,3.0,55.4,73.5,66.4,53.1,63.99,,18.6,,218.0,,0.0,18.4,66.9,1014.6,"['""Mist', ' Precipitation In Vicinity', ' Rain Showers', ' Sky Coverage Decreasing""', '54.7043', '-128.1457', '""54.7043', ' -128.1457""', '""54.7043', ' -128.1457""', '""""', '""Partially cloudy""\n']"
C30481,20040715.2122,Lightning,Fire,52.8167,-120.3917,50.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
N52491,20180811.1313,Lightning,Fire,49.988,-117.4693,82.0,60.2,81.7,72.0,51.5,49.6,81.2,12.4,31.1,238.42,,0.05,227.3,7.7,1010.3,"['""Smoke Or Haze""', '49.988', '-117.4693', '""49.988', ' -117.4693""', '""49.988', ' -117.4693""', '""""', '""Rain""\n']"
R40023,20050426.163,Person,Fire,55.6715,-128.2656,12.0,,,,,,,,,,,0.0,,,,"['""""', '55.6715', '-128.2656', '""55.6715', ' -128.2656""', '""55.6715', ' -128.2656""', '""No data available""', '""""\n']"
R10019,20130504.16,Person,Fire,54.31930000000001,-126.1138,14.0,28.2,73.0,51.7,32.4,54.34,,9.2,,285.71,,0.0,637.1,0.0,1025.3,"['""""', '54.31930000000001', '-126.1138', '""54.31930000000001', ' -126.1138""', '""54.31930000000001', ' -126.1138""', '""""', '""Clear""\n']"
N20293,20090723.21,Person,Fire,50.8601,-116.3001,2.5,52.7,79.0,64.3,48.2,58.7,,12.4,35.4,194.46,,0.01,16.1,7.8,1013.6,"['""""', '50.8601', '-116.3001', '""50.8601', ' -116.3001""', '""50.8601', ' -116.3001""', '""""', '""Rain""\n']"
N10326,20010722.13,Person,Fire,49.63500000000001,-115.61,2.5,51.7,72.8,61.7,51.1,70.42,,11.2,,172.8,,0.07,24.5,56.6,1016.6,"['""Precipitation In Vicinity', ' Thunderstorm', ' Rain Showers', ' Fog', ' Sky Coverage Decreasing""', '49.63500000000001', '-115.61', '""49.63500000000001', ' -115.61""', '""49.63500000000001', ' -115.61""', '""""', '""Rain', ' Partially cloudy""\n']"
R90214,20040714.1709,Lightning,Fire,59.86600000000001,-133.5246,110.0,49.2,74.0,61.4,51.0,72.14,,18.3,,137.86,49.1,0.0,3.8,8.8,1017.3,"['""Fog', ' Smoke Or Haze""', '59.86600000000001', '-133.5246', '""59.86600000000001', ' -133.5246""', '""59.86600000000001', ' -133.5246""', '""""', '""Clear""\n']"
C30167,20140815.1836,Lightning,Fire,52.5622,-120.3695,4.5,,,,,,,,,,,0.0,,,,"['""""', '52.5622', '-120.3695', '""52.5622', ' -120.3695""', '""52.5622', ' -120.3695""', '""No data available""', '""""\n']"
N40566,20030809.14,Lightning,Fire,51.9559,-118.7125,100.0,57.3,83.0,70.7,53.2,57.53,81.4,4.7,,75.0,,0.01,14.9,62.5,1015.6,"['""Precipitation In Vicinity', ' Thunderstorm Without Precipitation""', '51.9559', '-118.7125', '""51.9559', ' -118.7125""', '""51.9559', ' -118.7125""', '""""', '""Rain', ' Partially cloudy""\n']"
C40053,20090502.1417,Person,Fire,51.02990000000001,-121.6938,140.0,42.9,77.1,57.9,22.8,34.15,,18.3,,180.0,39.3,0.0,8.7,13.9,1008.0,"['""""', '51.02990000000001', '-121.6938', '""51.02990000000001', ' -121.6938""', '""51.02990000000001', ' -121.6938""', '""""', '""Clear""\n']"
C10191,20100727.1849,Lightning,Fire,52.4211,-122.8019,16167.0,53.6,86.7,71.1,45.5,44.84,83.3,13.9,27.7,186.13,,0.02,12.3,44.4,1011.7,"['""Lightning Without Thunder', ' Thunderstorm', ' Rain', ' Rain Showers""', '52.4211', '-122.8019', '""52.4211', ' -122.8019""', '""52.4211', ' -122.8019""', '""""', '""Rain', ' Partially cloudy""\n']"
G90366,20180524.0441,Lightning,Fire,58.431000000000004,-121.2739,14.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
V80138,20190427.085945997,Person,Fire,49.8686,-125.195,3.99,40.0,55.0,47.7,31.3,54.59,,23.2,36.7,294.63,34.9,0.04,93.6,10.0,1023.0,"['""""', '49.8686', '-125.195', '""49.8686', ' -125.195""', '""49.8686', ' -125.195""', '""""', '""Rain""\n']"
C31348,20170707.1625,Lightning,Fire,52.5668,-121.2063,1248.0,57.2,86.3,73.2,37.7,30.94,82.9,17.2,35.8,255.87,,0.0,6.6,48.5,1017.2,"['""Smoke Or Haze""', '52.5668', '-121.2063', '""52.5668', ' -121.2063""', '""52.5668', ' -121.2063""', '""""', '""Partially cloudy""\n']"
G70075,20060215.16,Person,Fire,55.7447,-120.982,6.0,-7.7,27.9,12.1,5.9,76.1,,12.1,25.3,,-24.5,0.04,12.1,45.2,1038.4,"['""Snow Showers', ' Light Snow', ' Duststorm', ' Snow""', '55.7447', '-120.982', '""55.7447', ' -120.982""', '""55.7447', ' -120.982""', '""""', '""Rain', ' Partially cloudy""\n']"
N20235,20040725.151,Lightning,Fire,50.4562,-116.1198,3.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
K20096,20120529.2126,Person,Fire,50.8416,-120.3232,2.3000000000000003,48.3,66.1,56.9,37.2,48.41,,14.3,,114.25,47.3,0.02,39.3,39.4,1016.5,"['""Precipitation In Vicinity', ' Thunderstorm', ' Rain Showers', ' Sky Coverage Increasing""', '50.8416', '-120.3232', '""50.8416', ' -120.3232""', '""50.8416', ' -120.3232""', '""""', '""Rain', ' Partially cloudy""\n']"
N50121,20140714.130999997,Lightning,Fire,49.70200000000001,-117.3775,14.3,59.7,79.6,67.6,59.2,75.85,,8.9,23.0,149.0,,0.13,633.3,0.0,1019.0,"['""""', '49.70200000000001', '-117.3775', '""49.70200000000001', ' -117.3775""', '""49.70200000000001', ' -117.3775""', '""""', '""Rain""\n']"
K30690,20060723.2345,Lightning,Fire,51.34520000000001,-118.6405,50.0,61.8,89.9,75.7,59.3,59.56,89.4,19.5,,,,0.1,8.7,13.5,1010.7,"['""Rain', ' Light Rain""', '51.34520000000001', '-118.6405', '""51.34520000000001', ' -118.6405""', '""51.34520000000001', ' -118.6405""', '""""', '""Rain""\n']"
V90587,20180620.0858,Lightning,Fire,50.0383,-126.40700000000001,5.0,51.4,60.1,55.6,52.2,88.66,,24.7,23.0,300.67,,0.0,631.2,0.0,1014.4,"['""""', '50.0383', '-126.40700000000001', '""50.0383', ' -126.40700000000001""', '""50.0383', ' -126.40700000000001""', '""""', '""Clear""\n']"
G90308,20040715.1236,Lightning,Fire,59.4095,-121.9742,4.0,56.9,86.1,73.7,54.7,55.67,83.7,5.8,,221.88,,0.0,18.8,39.1,1014.2,"['""""', '59.4095', '-121.9742', '""59.4095', ' -121.9742""', '""59.4095', ' -121.9742""', '""""', '""Partially cloudy""\n']"
V60945,20100813.09,Person,Fire,48.4959,-124.0385,32.5,62.3,75.3,69.3,52.7,56.18,,9.3,23.0,239.58,,0.0,,0.0,1014.0,"['""""', '48.4959', '-124.0385', '""48.4959', ' -124.0385""', '""48.4959', ' -124.0385""', '""""', '""Clear""\n']"
G70079,20030522.2,Person,Fire,56.0363,-120.558,2.0,46.5,66.2,56.9,36.2,47.59,,17.9,,225.79,42.0,0.0,15.7,70.6,1011.5,"['""Precipitation In Vicinity""', '56.0363', '-120.558', '""56.0363', ' -120.558""', '""56.0363', ' -120.558""', '""""', '""Partially cloudy""\n']"
R20050,20060515.123,Person,Fire,54.45220000000001,-126.7463,2.0,35.2,71.7,53.4,27.1,43.34,,7.4,,,,0.0,24.9,21.0,1020.6,"['""""', '54.45220000000001', '-126.7463', '""54.45220000000001', ' -126.7463""', '""54.45220000000001', ' -126.7463""', '""""', '""Clear""\n']"
V80698,20090705.21,Lightning,Fire,50.1007,-126.2136,19.31,50.2,75.3,65.8,53.0,64.59,,18.7,33.6,196.18,,0.08,28.4,75.7,1009.8,"['""Thunderstorm', ' Rain Showers""', '50.1007', '-126.2136', '""50.1007', ' -126.2136""', '""50.1007', ' -126.2136""', '""""', '""Rain', ' Overcast""\n']"
