FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE,OBJECTID,AREA_SQM,FEAT_LEN,X,Y
G00023,,1952,Person,1952-G00023,31.1,mylars,,20070517130638,19520509,digitised,JA70003000,,1699212,311049.4722,2417.2989000000002,,
G00026,,1952,Person,1952-G00026,64.8,mylars,,20070517130638,19520509,digitised,JA70003000,,1699213,648007.6577,3619.4954000000002,,
G00028,,1952,Person,1952-G00028,887.7,mylars,,20070517130653,19520509,digitised,JA70003000,,1699214,8877340.6082,17368.3296,,
G00028,,1952,Person,1952-G00028,3,mylars,,20070517130653,19520509,digitised,JA70003000,,1699215,30847.8642,669.6431,,
G00035,,1952,Person,1952-G00035,49.6,mylars,,20070517130638,19520516,digitised,JA70003000,,1699216,496721.8986,4526.9097,,
G00037,,1952,Person,1952-G00037,45.5,Buffered_Point,,20070517130644,19520509,buffered_point,JA70003000,,1699217,455015.9612,2544.4712,,
G00042,,1952,Person,1952-G00042,127.7,mylars,,20070517130638,19520510,digitised,JA70003000,,1699218,1277907.1279,5491.718400000001,,
G00054,,1952,Person,1952-G00054,73.9,mylars,,20070517130638,19520514,digitised,JA70003000,,1699219,739295.4003,3804.476,,
G00055,,1952,Person,1952-G00055,126.2,mylars,,20070517130638,19520512,digitised,JA70003000,,1699220,1262701.655,4949.3068,,
G00056,,1952,Person,1952-G00056,62.5,mylars,,20070517130638,19520514,digitised,JA70003000,,1699221,625964.3172,4214.3217,,
G00057,,1952,Person,1952-G00057,70,mylars,,20070517130638,19520513,digitised,JA70003000,,1699222,700664.5947,3397.2451,,
G00058,,1952,Person,1952-G00058,39.6,mylars,,20070517130638,19520515,digitised,JA70003000,,1699223,396768.0135,2692.7591,,
K00236,,1950,Person,1950-K00236,1289.9,mylars,,20070517130639,19500712,digitised,JA70003000,,1698899,12899884.8813,24540.5182,,
K00239,,1950,Person,1950-K00239,967.8000000000001,mylars,,20070517130639,19500723,digitised,JA70003000,,1698900,9678564.887,18393.209000000003,,
K00262,,1950,Person,1950-K00262,84,mylars,,20070517130653,19500725,digitised,JA70003000,,1698901,840977.1566,3854.3917,,
K00262,,1950,Person,1950-K00262,76.10000000000001,mylars,,20070517130653,19500725,digitised,JA70003000,,1698902,761064.652,3706.4748,,
K00272,,1950,Person,1950-K00272,23.7,Buffered_Point,,20070517130644,19500801,buffered_point,JA70003000,,1698903,237533.4264,1794.1213,,
K00331,,1950,Person,1950-K00331,25.5,Buffered_Point,,20070517130644,19500815,buffered_point,JA70003000,,1698904,255172.4048,1863.2407,,
K00373,,1950,Person,1950-K00373,20.400000000000002,Buffered_Point,,20070517130644,19500903,buffered_point,JA70003000,,1698905,204011.5105,1666.0173,,
K00398,,1951,Lightning,1951-K00398,177.20000000000002,mylars,,20070517130639,19510818,digitised,JA70003000,,1699041,1772954.1209,5229.217900000001,,
K00443,,1951,Person,1951-K00443,29.3,mylars,,20070517130639,19510816,digitised,JA70003000,,1699042,293149.8908,2313.0619,,
K00444,,1951,Lightning,1951-K00444,3988.9,mylars,,20070517130639,19510811,digitised,JA70003000,,1699043,39889190.2403,47260.8163,,
K00452,,1951,Lightning,1951-K00452,441.3,mylars,,20070517130639,19510810,digitised,JA70003000,,1699044,4413038.4697,10286.276,,
K00453,,1951,Person,1951-K00453,83.5,mylars,,20070517130639,19510818,digitised,JA70003000,,1699045,835965.2267,3791.2407000000003,,
K00456,,1951,Lightning,1951-K00456,46.800000000000004,mylars,,20070517130639,19510821,digitised,JA70003000,,1699046,468991.2309,2672.9466,,
K00474,,1951,Lightning,1951-K00474,211.4,mylars,,20070517130639,19510810,digitised,JA70003000,,1699047,2114183.1067,6122.7344,,
K00475,,1951,Lightning,1951-K00475,23.8,mylars,,20070517130639,19510811,digitised,JA70003000,,1699048,238355.8426,1823.6611,,
K00487,,1951,Lightning,1951-K00487,59.1,mylars,,20070517130639,19510801,digitised,JA70003000,,1699049,591385.3219,2820.8609,,
K00501,,1951,Person,1951-K00501,237.5,mylars,,20070517130639,19510902,digitised,JA70003000,,1699050,2375447.4278,6139.2062000000005,,
K00530,,1951,Person,1951-K00530,26,mylars,,20070517130639,19510908,digitised,JA70003000,,1699051,260740.27000000002,2116.0195,,
K00535,,1951,Lightning,1951-K00535,27.6,mylars,,20070517130639,19510918,digitised,JA70003000,,1699052,276915.4898,2345.3606,,
N00348,,1952,Person,1952-N00348,33.8,mylars,,20070517130638,19521011,digitised,JA70003000,,1699297,338711.7563,2471.6298,,
N00349,,1952,Person,1952-N00349,262.2,mylars,,20070517130638,19521013,digitised,JA70003000,,1699298,2622387.4218,14275.169600000001,,
R00017,,1952,Person,1952-R00017,108.5,Buffered_Point,,20070517130644,19520401,buffered_point,JA70003000,,1699299,1085494.711,3885.2065000000002,,
R00021,,1952,Person,1952-R00021,295.40000000000003,mylars,,20070517130638,19520401,digitised,JA70003000,,1699300,2954742.1828,11234.4311,,
R00035,,1952,Person,1952-R00035,5.9,mylars,,20070517130653,19520711,digitised,JA70003000,,1699301,59073.0992,907.2193000000001,,
R00035,,1952,Person,1952-R00035,5,mylars,,20070517130653,19520711,digitised,JA70003000,,1699302,50378.7686,857.1697,,
R00035,,1952,Person,1952-R00035,9.5,mylars,,20070517130653,19520711,digitised,JA70003000,,1699303,95586.978,1357.1117000000002,,
R00035,,1952,Person,1952-R00035,8.700000000000001,mylars,,20070517130653,19520711,digitised,JA70003000,,1699304,87989.7469,1338.6203,,
R00035,,1952,Person,1952-R00035,7.4,mylars,,20070517130653,19520711,digitised,JA70003000,,1699305,74710.4705,2109.7159,,
R00035,,1952,Person,1952-R00035,1.9000000000000001,mylars,,20070517130653,19520711,digitised,JA70003000,,1699306,19615.069000000003,581.9064000000001,,
G00065,,1953,Lightning,1953-G00065,1147.2,mylars,,20070517130638,19530707,digitised,JA70003000,,1699381,11472760.3929,23082.4117,,
K00017,,1953,Person,1953-K00017,26.1,mylars,,20070517130638,19530502,digitised,JA70003000,,1699382,261576.4564,2160.5547,,
K00018,,1953,Person,1953-K00018,32.2,mylars,,20070517130638,19530505,digitised,JA70003000,,1699383,322427.411,2303.0478000000003,,
K00350,,1953,Lightning,1953-K00350,83.5,mylars,,20070517130638,19530816,digitised,JA70003000,,1699384,835566.2072,3998.6801,,
K00359,,1953,Person,1953-K00359,46.2,mylars,,20070517130638,19530812,digitised,JA70003000,,1699385,462693.8955,3104.9687000000004,,
N00050,,1953,Person,1953-N00050,856.3000000000001,mylars,,20070517130638,19530712,digitised,JA70003000,,1699386,8563831.9818,14466.4015,,
N00072,,1953,Person,1953-N00072,13.6,mylars,,20070517130653,19530718,digitised,JA70003000,,1699387,136807.4024,1426.2329,,
N00072,,1953,Person,1953-N00072,79,mylars,,20070517130653,19530718,digitised,JA70003000,,1699388,790193.4835,3701.3356000000003,,
N00099,,1953,Lightning,1953-N00099,55.2,mylars,,20070517130638,19530801,digitised,JA70003000,,1699389,552379.2678,3087.532,,
N00200,,1953,Lightning,1953-N00200,73.3,mylars,,20070517130638,19530815,digitised,JA70003000,,1699390,733813.4301,3751.1918,,
N00224,,1953,Lightning,1953-N00224,70.4,mylars,,20070517130638,19530819,digitised,JA70003000,,1699391,704941.1093,3522.949,,
N00245,,1953,Lightning,1953-N00245,70.60000000000001,mylars,,20070517130638,19530819,digitised,JA70003000,,1699392,706905.6749,3354.7361,,
K00388,,1950,Lightning,1950-K00388,299.5,mylars,,20070517130639,19500908,digitised,JA70003000,,1698906,2995951.2857,10588.2141,,
K00402,,1950,Person,1950-K00402,12.8,Buffered_Point,,20070517130644,19500914,buffered_point,JA70003000,,1698907,128313.0388,1319.8853000000001,,
K00410,,1950,Person,1950-K00410,88.60000000000001,mylars,,20070517130639,19500909,digitised,JA70003000,,1698908,886499.6428,4456.585,,
K00418,,1950,Lightning,1950-K00418,51.5,mylars,,20070517130639,19500912,digitised,JA70003000,,1698909,515785.2481,2729.2709,,
K00446,,1950,Person,1950-K00446,20.2,mylars,,20070517130639,19500921,digitised,JA70003000,,1698910,202111.9351,1782.7832,,
K00454,,1950,Person,1950-K00454,364,mylars,,20070517130639,19500921,digitised,JA70003000,,1698911,3640511.3429,8091.234200000001,,
K00455,,1950,Person,1950-K00455,67.9,mylars,,20070517130639,19500921,digitised,JA70003000,,1698912,679262.6125,3966.3576000000003,,
K00456,,1950,Person,1950-K00456,31.6,mylars,,20070517130639,19500920,digitised,JA70003000,,1698913,316852.0052,2799.7548,,
K00466,,1950,Lightning,1950-K00466,27.1,mylars,,20070517130639,19500812,digitised,JA70003000,,1698914,271885.323,2101.0335,,
K00467,,1950,Lightning,1950-K00467,86.9,mylars,,20070517130639,19500910,digitised,JA70003000,,1698915,869478.6001,4123.8514000000005,,
K00493,,1950,Person,1950-K00493,20.8,Buffered_Point,,20070517130644,19500923,buffered_point,JA70003000,,1698916,208588.7514,1687.1837,,
K00537,,1951,Person,1951-K00537,303.90000000000003,mylars,,20070517130639,19510917,digitised,JA70003000,,1699053,3039721.8388,9813.6456,,
K00568,,1951,Person,1951-K00568,54.6,mylars,,20070517130639,19510916,digitised,JA70003000,,1699054,546004.8846,3244.4331,,
K00583,,1951,Person,1951-K00583,69.5,mylars,,20070517130639,19510901,digitised,JA70003000,,1699055,695248.0658,3122.6025,,
N00003,,1951,Person,1951-N00003,44.800000000000004,mylars,,20070517130639,19510412,digitised,JA70003000,,1699056,448748.3659,2801.6683000000003,,
N00015,,1951,Person,1951-N00015,18.400000000000002,Buffered_Point,,20070517130644,19510425,buffered_point,JA70003000,,1699057,184166.1438,1574.4129,,
N00079,,1951,Lightning,1951-N00079,894.9,mylars,,20070517130639,19510719,digitised,JA70003000,,1699058,8949589.4768,13256.715,,
N00129,,1951,Lightning,1951-N00129,84.5,mylars,,20070517130639,19510301,digitised,JA70003000,,1699059,845879.1483,3511.7935,,
N00132,,1951,Lightning,1951-N00132,235.8,mylars,,20070517130639,19510728,digitised,JA70003000,,1699060,2358726.2374,6684.1173,,
N00136,,1951,Lightning,1951-N00136,1088.1,mylars,,20070517130639,19510723,digitised,JA70003000,,1699061,10881657.5929,20940.0714,,
R00035,,1952,Person,1952-R00035,105.7,mylars,,20070517130653,19520711,digitised,JA70003000,,1699307,1057873.6747,5865.2816,,
R00035,,1952,Person,1952-R00035,300.1,mylars,,20070517130653,19520711,digitised,JA70003000,,1699308,3001356.3628,14832.850600000002,,
R00035,,1952,Person,1952-R00035,15.700000000000001,mylars,,20070517130653,19520711,digitised,JA70003000,,1699309,157634.51929999999,1562.6444000000001,,
R00036,,1952,Person,1952-R00036,10,mylars,,20070517130653,19520711,digitised,JA70003000,,1699310,100250.1461,1172.385,,
R00036,,1952,Person,1952-R00036,8.3,mylars,,20070517130653,19520711,digitised,JA70003000,,1699311,83944.2656,1332.5853,,
R00036,,1952,Person,1952-R00036,8.700000000000001,mylars,,20070517130653,19520711,digitised,JA70003000,,1699312,87870.1738,1358.0382,,
R00036,,1952,Person,1952-R00036,5.1000000000000005,mylars,,20070517130653,19520711,digitised,JA70003000,,1699313,51300.0265,893.6188000000001,,
R00036,,1952,Person,1952-R00036,14.5,mylars,,20070517130653,19520711,digitised,JA70003000,,1699314,145853.4201,1682.6649,,
R00040,,1952,Person,1952-R00040,17829.5,mylars,,20070517130638,19520401,digitised,JA70003000,,1699315,178295092.6707,72026.2744,,
G00067,,1952,Person,1952-G00067,271.2,mylars,,20070517130638,19520526,digitised,JA70003000,,1699224,2712980.8887,10396.881300000001,,
G00080,,1952,Person,1952-G00080,12.4,mylars,,20070517130638,19520510,digitised,JA70003000,,1699225,124256.0408,1573.3845000000001,,
G00081,,1952,Person,1952-G00081,26.400000000000002,mylars,,20070517130638,19520527,digitised,JA70003000,,1699226,264138.1619,2477.7487,,
G00082,,1952,Person,1952-G00082,969.5,mylars,,20070517130638,19520523,digitised,JA70003000,,1699227,9695509.6116,16306.1943,,
G00083,,1952,Person,1952-G00083,45,mylars,,20070517130638,19520527,digitised,JA70003000,,1699228,450625.9718,3085.8339,,
G00084,,1952,Person,1952-G00084,575,mylars,,20070517130638,19520525,digitised,JA70003000,,1699229,5750338.9318,9966.9966,,
G00085,,1952,Person,1952-G00085,105.7,mylars,,20070517130638,19520523,digitised,JA70003000,,1699230,1057817.4599,5723.621,,
G00086,,1952,Person,1952-G00086,47.7,mylars,,20070517130638,19520528,digitised,JA70003000,,1699231,477406.3948,2920.6434,,
G00089,,1952,Person,1952-G00089,30.900000000000002,mylars,,20070517130638,19520525,digitised,JA70003000,,1699232,309568.8729,2639.1461,,
G00091,,1952,Person,1952-G00091,22.7,mylars,,20070517130638,19520510,digitised,JA70003000,,1699233,227024.5617,2185.509,,
K00494,,1950,Person,1950-K00494,64.5,mylars,,20070517130639,19500924,digitised,JA70003000,,1698917,645111.5277,3488.9518000000003,,
K00496,,1950,Person,1950-K00496,339.90000000000003,mylars,,20070517130639,19500920,digitised,JA70003000,,1698918,3399569.0505,7459.6444,,
K00499,,1950,Person,1950-K00499,63.7,mylars,,20070517130639,19500920,digitised,JA70003000,,1698919,637651.4032000001,3406.8069,,
K00508,,1950,Person,1950-K00508,9.200000000000001,mylars,,20070517130639,19500922,digitised,JA70003000,,1698920,92729.2717,1613.0289,,
N00209,,1950,Lightning,1950-N00209,20.8,Buffered_Point,,20070517130644,19500724,buffered_point,JA70003000,,1698921,208291.9175,1677.0782000000002,,
N00213,,1950,Lightning,1950-N00213,36.1,mylars,,20070517130639,19500724,digitised,JA70003000,,1698922,361916.8788,2596.6556,,
N00259,,1950,Person,1950-N00259,78,mylars,,20070517130639,19500813,digitised,JA70003000,,1698923,780680.3269,4026.9154000000003,,
N00275,,1950,Lightning,1950-N00275,168.1,mylars,,20070517130639,19500812,digitised,JA70003000,,1698924,1681323.2944,6771.6542,,
N00295,,1950,Lightning,1950-N00295,31.8,mylars,,20070517130639,20070516,digitised,JA70003000,,1698925,318512.0211,2223.4511,,
N00307,,1950,Lightning,1950-N00307,464.3,mylars,,20070517130639,19500903,digitised,JA70003000,,1698926,4643831.5954,15487.0252,,
N00368,,1950,Person,1950-N00368,15.1,Buffered_Point,,20070517130644,19500919,buffered_point,JA70003000,,1698927,151144.8401,1428.1943,,
R00018,,1950,Person,1950-R00018,76,mylars,,20070517130639,19500614,digitised,JA70003000,,1698928,760104.6388,4861.3595000000005,,
N00153,,1951,Person,1951-N00153,2587.9,mylars,,20070517130639,19510803,digitised,JA70003000,,1699062,25879937.4617,32798.337,,
N00156,,1951,Person,1951-N00156,96.7,mylars,,20070517130639,19510727,digitised,JA70003000,,1699063,967186.5322,4410.807,,
N00158,,1951,Lightning,1951-N00158,312.3,mylars,,20070517130639,19510731,digitised,JA70003000,,1699064,3123002.0043,8424.351700000001,,
N00163,,1951,Lightning,1951-N00163,976.7,mylars,,20070517130639,19510723,digitised,JA70003000,,1699065,9767212.1008,17222.052900000002,,
R00041,,1952,Person,1952-R00041,16,mylars,,20070517130638,19520714,digitised,JA70003000,,1699316,160720.2996,1658.4808,,
R00052,,1952,Person,1952-R00052,2349.8,mylars,,20070517130638,19520624,digitised,JA70003000,,1699317,23498990.8037,28382.886599999998,,
R00053,,1952,Lightning,1952-R00053,1887,mylars,,20070517130638,19520723,digitised,JA70003000,,1699318,18870944.1029,24607.3027,,
R00058,,1952,Lightning,1952-R00058,127.60000000000001,mylars,,20070517130638,19520730,digitised,JA70003000,,1699319,1276719.6719,6396.7426000000005,,
R00063,,1952,Lightning,1952-R00063,24.2,mylars,,20070517130638,19520730,digitised,JA70003000,,1699320,242401.4359,1900.6650000000002,,
G00101,,1952,Person,1952-G00101,161.4,mylars,,20070517130638,19520515,digitised,JA70003000,,1699234,1614856.6049,7367.883400000001,,
G00105,,1952,Person,1952-G00105,34.300000000000004,mylars,,20070517130638,19520506,digitised,JA70003000,,1699235,343149.0641,3584.0808,,
G00112,,1952,Person,1952-G00112,532.4,mylars,,20070517130638,19520601,digitised,JA70003000,,1699236,5324126.9513,11706.9396,,
G00113,,1952,Person,1952-G00113,58.6,mylars,,20070517130638,19520530,digitised,JA70003000,,1699237,586171.0778,3491.5857,,
G00125,,1952,Person,1952-G00125,490.3,mylars,,20070517130638,19520714,digitised,JA70003000,,1699238,4903300.0242,18882.8905,,
G00126,,1952,Person,1952-G00126,76.5,mylars,,20070517130638,19520714,digitised,JA70003000,,1699239,765467.6282,4326.5526,,
G00128,,1952,Person,1952-G00128,53.1,mylars,,20070517130638,19520714,digitised,JA70003000,,1699240,531593.1273,4042.4743000000003,,
G00129,,1952,Person,1952-G00129,21.1,mylars,,20070517130638,19520714,digitised,JA70003000,,1699241,211899.4909,1991.7743,,
R00029,,1950,Lightning,1950-R00029,4984.900000000001,mylars,,20070517130639,19500622,digitised,JA70003000,,1698929,49849518.2837,29111.13,,
R00031,,1950,Person,1950-R00031,443.7,mylars,,20070517130639,19500613,digitised,JA70003000,,1698930,4437347.2212,9186.4645,,
R00034,,1950,Person,1950-R00034,472.40000000000003,mylars,,20070517130639,19500704,digitised,JA70003000,,1698931,4724740.55,12384.050500000001,,
V00106,,1950,Person,1950-V00106,13.200000000000001,Buffered_Point,,20070517130644,19500604,buffered_point,JA70003000,,1698932,132767.9352,1334.4487000000001,,
V00108,,1950,Person,1950-V00108,101.2,mylars,,20070517130639,19500620,digitised,JA70003000,,1698933,1012905.6588,5668.6345,,
V00155,,1950,Person,1950-V00155,296.8,mylars,,20070517130639,19500704,digitised,JA70003000,,1698934,2968925.0542,9576.3978,,
V00156,,1950,Person,1950-V00156,35.4,mylars,,20070517130639,19500702,digitised,JA70003000,,1698935,354922.779,2642.6585,,
N00167,,1951,Person,1951-N00167,3253.3,mylars,,20070517130639,19510804,digitised,JA70003000,,1699066,32533016.6635,34655.6657,,
N00205,,1951,Lightning,1951-N00205,59.800000000000004,mylars,,20070517130639,19510808,digitised,JA70003000,,1699067,598024.5135,2971.4301,,
N00253,,1951,Lightning,1951-N00253,303.3,mylars,,20070517130639,19510810,digitised,JA70003000,,1699068,3033243.8732,9374.0993,,
N00269,,1951,Lightning,1951-N00269,27.2,mylars,,20070517130653,19510803,digitised,JA70003000,,1699069,272796.0138,2422.4539,,
R00065,,1952,Lightning,1952-R00065,6471.900000000001,mylars,,20070517130653,19520809,digitised,JA70003000,,1699321,64719049.078,67112.3301,,
R00065,,1952,Lightning,1952-R00065,39.1,mylars,,20070517130653,19520809,digitised,JA70003000,,1699322,391793.2326,3113.8563000000004,,
R00065,,1952,Lightning,1952-R00065,4.9,mylars,,20070517130653,19520809,digitised,JA70003000,,1699323,49235.5944,984.7890000000001,,
R00085,,1952,Lightning,1952-R00085,190.70000000000002,mylars,,20070517130638,19520707,digitised,JA70003000,,1699324,1907807.244,7842.5882,,
G00161,,1952,Lightning,1952-G00161,30.3,mylars,,20070517130638,19520730,digitised,JA70003000,,1699242,303787.9168,2850.8825,,
G00166,,1952,Lightning,1952-G00166,113.3,mylars,,20070517130638,19520801,digitised,JA70003000,,1699243,1133201.9838,3879.6106,,
G00167,,1952,Lightning,1952-G00167,330.6,mylars,,20070517130638,19520801,digitised,JA70003000,,1699244,3306252.6995,9168.9277,,
G00168,,1952,Lightning,1952-G00168,61.300000000000004,mylars,,20070517130638,19520801,digitised,JA70003000,,1699245,613163.3751,4748.2963,,
G00188,,1952,Lightning,1952-G00188,2818.3,mylars,,20070517130638,19520801,digitised,JA70003000,,1699246,28183947.6931,32702.7967,,
G00190,,1952,Lightning,1952-G00190,20.7,Buffered_Point,,20070517130644,19520801,buffered_point,JA70003000,,1699247,207493.029,1709.8854000000001,,
G00195,,1952,Person,1952-G00195,31.5,mylars,,20070517130638,19520814,digitised,JA70003000,,1699248,315447.7518,2097.2343,,
K00012,,1952,Person,1952-K00012,58.800000000000004,mylars,,20070517130638,19520508,digitised,JA70003000,,1699249,588251.4205,3450.199,,
K00016,,1952,Person,1952-K00016,46.300000000000004,mylars,,20070517130638,19520509,digitised,JA70003000,,1699250,463202.4315,2546.905,,
K00040,,1952,Person,1952-K00040,325.40000000000003,mylars,,20070517130638,19520524,digitised,JA70003000,,1699251,3254350.9615,7366.53,,
V00157,,1950,Person,1950-V00157,320.40000000000003,mylars,,20070517130639,19500605,digitised,JA70003000,,1698936,3204132.2954,9872.8186,,
V00158,,1950,Person,1950-V00158,22.400000000000002,mylars,,20070517130653,19500707,digitised,JA70003000,,1698937,224103.2147,2166.0222,,
V00158,,1950,Person,1950-V00158,73.8,mylars,,20070517130653,19500707,digitised,JA70003000,,1698938,738652.7151,3971.9738,,
V00183,,1950,Person,1950-V00183,381.6,mylars,,20070517130639,19500716,digitised,JA70003000,,1698939,3816446.2261,8436.788700000001,,
V00245,,1950,Person,1950-V00245,141.3,mylars,,20070517130639,19500731,digitised,JA70003000,,1698940,1413876.5913,5682.91,,
V00272,,1950,Person,1950-V00272,143.5,mylars,,20070517130639,19500804,digitised,JA70003000,,1698941,1435375.2724,5080.8498,,
V00280,,1950,Person,1950-V00280,2.8000000000000003,mylars,,20070517130653,19500811,digitised,JA70003000,,1698942,28705.4886,674.4656,,
V00280,,1950,Person,1950-V00280,14.700000000000001,mylars,,20070517130653,19500811,digitised,JA70003000,,1698943,147425.4595,2120.4297,,
V00280,,1950,Person,1950-V00280,83,mylars,,20070517130653,19500811,digitised,JA70003000,,1698944,830625.8805,4617.4463000000005,,
V00299,,1950,Person,1950-V00299,21.1,mylars,,20070517130639,19500820,digitised,JA70003000,,1698945,211064.6861,2413.1663000000003,,
V00318,,1950,Lightning,1950-V00318,239.3,mylars,,20070517130639,19500826,digitised,JA70003000,,1698946,2393161.557,6915.039900000001,,
N00269,,1951,Lightning,1951-N00269,3322.6,mylars,,20070517130653,19510803,digitised,JA70003000,,1699070,33226817.6029,50054.308,,
N00269,,1951,Lightning,1951-N00269,138,mylars,,20070517130653,19510803,digitised,JA70003000,,1699071,1380589.9134,4792.0758000000005,,
N00276,,1951,Lightning,1951-N00276,443.7,mylars,,20070517130639,19510813,digitised,JA70003000,,1699072,4437455.1333,8720.085000000001,,
N00280,,1951,Person,1951-N00280,281.6,mylars,,20070517130639,19510818,digitised,JA70003000,,1699073,2816697.4309,8351.3654,,
N00284,,1951,Lightning,1951-N00284,53.2,mylars,,20070517130639,19510820,digitised,JA70003000,,1699074,532299.9092,3183.2218000000003,,
N00286,,1951,Lightning,1951-N00286,24.2,mylars,,20070517130639,19510812,digitised,JA70003000,,1699075,242086.5324,2726.5673,,
N00304,,1951,Lightning,1951-N00304,601.9,mylars,,20070517130639,19510811,digitised,JA70003000,,1699076,6019560.699,12915.4316,,
V00124,,1952,Lightning,1952-V00124,2582.1,mylars,,20070517130638,19520715,digitised,JA70003000,,1699325,25821681.6524,36542.4679,,
V00206,,1952,Person,1952-V00206,45.5,mylars,,20070517130638,19520721,digitised,JA70003000,,1699326,455437.8357,2943.1134,,
V00207,,1952,Person,1952-V00207,79.7,mylars,,20070517130638,19520729,digitised,JA70003000,,1699327,797350.3714,3917.965,,
V00302,,1952,Lightning,1952-V00302,637,mylars,,20070517130638,19520806,digitised,JA70003000,,1699328,6370174.9241,12234.1949,,
V00307,,1952,Lightning,1952-V00307,51.2,mylars,,20070517130638,19520809,digitised,JA70003000,,1699329,512434.8026,3263.9933,,
V00320,,1952,Lightning,1952-V00320,77.8,Buffered_Point,,20070517130644,19520809,buffered_point,JA70003000,,1699330,778548.606,3245.5751,,
V00321,,1952,Lightning,1952-V00321,71.7,mylars,,20070517130653,19520809,digitised,JA70003000,,1699331,717912.612,3376.9543000000003,,
V00321,,1952,Lightning,1952-V00321,11.200000000000001,mylars,,20070517130653,19520809,digitised,JA70003000,,1699332,112499.3436,2135.1249000000003,,
K00049,,1952,Person,1952-K00049,22.8,Buffered_Point,,20070517130644,19520528,buffered_point,JA70003000,,1699252,228006.9461,1763.969,,
K00148,,1952,Person,1952-K00148,158.4,mylars,,20070517130638,19520711,digitised,JA70003000,,1699253,1584944.2752,7425.8952,,
K00153,,1952,Person,1952-K00153,42.4,mylars,,20070517130638,19520711,digitised,JA70003000,,1699254,424785.8829,2633.6181,,
K00160,,1952,Lightning,1952-K00160,70.10000000000001,mylars,,20070517130638,19520716,digitised,JA70003000,,1699255,701649.2118,3609.9015000000004,,
K00200,,1952,Lightning,1952-K00200,230.4,mylars,,20070517130638,19520731,digitised,JA70003000,,1699256,2304456.7909,7487.0028,,
K00231,,1952,Lightning,1952-K00231,357.3,mylars,,20070517130638,19520801,digitised,JA70003000,,1699257,3573003.7099,7609.550700000001,,
K00274,,1952,Lightning,1952-K00274,15,Buffered_Point,,20070517130644,19520805,buffered_point,JA70003000,,1699258,150773.0201,1435.8632,,
K00275,,1952,Lightning,1952-K00275,113,mylars,,20070517130653,19520805,digitised,JA70003000,,1699259,1130276.7348,5654.0801,,
V00370,,1950,Person,1950-V00370,113.3,mylars,,20070517130639,19500908,digitised,JA70003000,,1698947,1133873.1818,5450.6603000000005,,
C00003,,1951,Person,1951-C00003,85.4,mylars,,20070517130639,19510416,digitised,JA70003000,,1698948,854382.4154,3794.0737000000004,,
C00007,,1951,Person,1951-C00007,44.1,mylars,,20070517130639,19510507,digitised,JA70003000,,1698949,441852.438,3196.1706000000004,,
C00009,,1951,Person,1951-C00009,67.9,mylars,,20070517130639,19510427,digitised,JA70003000,,1698950,679608.4311,3312.2433,,
C00010,,1951,Person,1951-C00010,82,mylars,,20070517130639,19510428,digitised,JA70003000,,1698951,820285.493,6538.3629,,
C00017,,1951,Person,1951-C00017,47.1,mylars,,20070517130639,19510620,digitised,JA70003000,,1698952,471721.6185,3071.8089,,
C00036,,1951,Person,1951-C00036,77.5,mylars,,20070517130639,19510906,digitised,JA70003000,,1698953,775644.0432,4174.589300000001,,
C00037,,1951,Person,1951-C00037,149.8,mylars,,20070517130639,19510801,digitised,JA70003000,,1698954,1498312.3221,7399.2718,,
C00050,,1951,Person,1951-C00050,197.9,mylars,,20070517130639,19510607,digitised,JA70003000,,1698955,1979305.359,6099.2983,,
N00317,,1951,Lightning,1951-N00317,12.700000000000001,Buffered_Point,,20070517130644,19510812,buffered_point,JA70003000,,1699077,127586.301,1317.5106,,
R00003,,1951,Person,1951-R00003,49.800000000000004,mylars,,20070517130639,19510421,digitised,JA70003000,,1699078,498417.8357,4361.593,,
R00004,,1951,Person,1951-R00004,25,mylars,,20070517130639,19510421,digitised,JA70003000,,1699079,250845.4955,2128.0919,,
R00007,,1951,Person,1951-R00007,26.5,mylars,,20070517130639,19510423,digitised,JA70003000,,1699080,265727.1278,2763.7637,,
R00023,,1951,Person,1951-R00023,286,mylars,,20070517130639,19510506,digitised,JA70003000,,1699081,2860975.1498,7026.1288,,
R00026,,1951,Person,1951-R00026,83.7,mylars,,20070517130639,19510418,digitised,JA70003000,,1699082,837496.2785,4332.9308,,
R00037,,1951,Person,1951-R00037,44271.5,mylars,,20070517130639,19510520,digitised,JA70003000,,1699083,442715432.8884,144531.983,,
V00336,,1952,Person,1952-V00336,27,mylars,,20070517130638,19520813,digitised,JA70003000,,1699333,270586.1727,2659.2685,,
V00391,,1952,Person,1952-V00391,36.6,mylars,,20070517130638,19520904,digitised,JA70003000,,1699334,366693.2332,2511.8502000000003,,
V00399,,1952,Person,1952-V00399,141.3,mylars,,20070517130638,19520903,digitised,JA70003000,,1699335,1413251.7335,5007.254800000001,,
V00415,,1952,Person,1952-V00415,72.2,mylars,,20070517130638,19520908,digitised,JA70003000,,1699336,722285.1575,5254.631,,
V00421,,1952,Person,1952-V00421,31.3,mylars,,20070517130638,19520914,digitised,JA70003000,,1699337,313990.2921,2185.0001,,
