FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE,OBJECTID,AREA_SQM,FEAT_LEN,X,Y
125,,1927,Person,1927-125,43,linens,,20070517130617,19270822,digitised,JA70003000,,1692052,430415.2198,3025.3056,,
126,,1927,Person,1927-126,32.4,linens,,20070517130613,19270921,digitised,JA70003000,,1692053,324684.5256,2457.3963000000003,,
13,,1927,Person,1927-13,54.1,linens,,20070517130616,19270616,digitised,JA70003000,,1692054,541773.1989,3384.4311000000002,,
666,,1926,Lightning,1926-666,30.400000000000002,linens,,20070517130620,19260712,digitised,JA70003000,,1691887,304260.8961,2121.243,,
67,,1926,Lightning,1926-67,973.3000000000001,linens,,20070517130609,19260711,digitised,JA70003000,,1691888,9733980.4285,14130.323,,
673,,1926,Lightning,1926-673,437.8,linens,,20070517130611,19260709,digitised,JA70003000,,1691889,4378322.6797,10680.3427,,
675,,1926,Lightning,1926-675,28.400000000000002,linens,,20070517130611,19260714,digitised,JA70003000,,1691890,284712.691,2323.2657,,
676,,1926,Person,1926-676,61.6,linens,,20070517130622,19260718,digitised,JA70003000,,1691891,616254.5741,3647.8038,,
806,,1926,Lightning,1926-806,692.1,linens,,20070517130621,19260728,digitised,JA70003000,,1691960,6921059.6156,10646.3772,,
807,,1926,Lightning,1926-807,216.4,linens,,20070517130623,19260728,assumed_shape,JA70003000,,1691961,2164244.2424,8289.1152,,
808,,1926,Person,1926-808,150.4,linens,,20070517130619,19260725,digitised,JA70003000,,1691962,1504515.6466,4727.3036,,
811,,1926,Person,1926-811,5640.900000000001,linens,,20070517130619,19260726,digitised,JA70003000,,1691963,56409967.6417,34521.0726,,
37,,1927,Person,1927-37,56.9,linens,,20070517130622,19270722,digitised,JA70003000,,1692111,569634.802,3198.6901000000003,,
38,,1927,Lightning,1927-38,6108.900000000001,linens,,20070517130618,19270716,digitised,JA70003000,,1692112,61089807.753,46022.9375,,
388,,1927,Lightning,1927-388,177.5,linens,,20070517130620,19270805,digitised,JA70003000,,1692113,1775572.0685,5405.9394,,
389,,1927,Lightning,1927-389,40.9,linens,,20070517130622,19270810,digitised,JA70003000,,1692114,409357.4659,2519.1822,,
38a,,1927,Lightning,1927-38a,69.5,linens,,20070517130617,19270809,digitised,JA70003000,,1692115,695777.587,3106.4685,,
131,,1927,Lightning,1927-131,938.5,linens,,20070517130612,19270730,digitised,JA70003000,,1692055,9385336.317,19559.316899999998,,
132,,1927,Lightning,1927-132,449.40000000000003,linens,,20070517130624,19270731,assumed_shape,JA70003000,,1692056,4494924.9096,9618.1507,,
135,,1927,Person,1927-135,263,linens,,20070517130624,19270801,assumed_shape,JA70003000,,1692057,2630872.6209,10436.9243,,
677,,1926,Person,1926-677,309.1,linens,,20070517130622,19260718,digitised,JA70003000,,1691892,3091352.0331,9521.416000000001,,
679,,1926,Lightning,1926-679,400.90000000000003,linens,,20070517130619,19260716,digitised,JA70003000,,1691893,4009819.0078,7845.1749,,
68,,1926,Lightning,1926-68,656.3000000000001,linens,,20070517130619,19260712,digitised,JA70003000,,1691894,6563392.4378,15695.742600000001,,
682,,1926,Lightning,1926-682,38,linens,,20070517130621,19260712,digitised,JA70003000,,1691895,380677.3576,2360.4766,,
814,,1926,Person,1926-814,1706.9,linens,,20070517130620,19260730,digitised,JA70003000,,1691964,17069169.9804,25408.5154,,
815,,1926,Person,1926-815,1564.5,linens,,20070517130619,19260729,digitised,JA70003000,,1691965,15645971.2863,17180.497600000002,,
41,,1927,Lightning,1927-41,35.9,linens,,20070517130617,19270806,digitised,JA70003000,,1692116,359879.0929,2271.7383,,
411,,1927,Lightning,1927-411,28.6,linens,,20070517130619,19270812,digitised,JA70003000,,1692117,286156.657,1950.2985,,
417,,1927,Lightning,1927-417,480.1,linens,,20070517130623,19270816,assumed_shape,JA70003000,,1692118,4801071.2387,10334.5886,,
42a,,1927,Person,1927-42a,75.2,linens,,20070517130626,19270918,assumed_shape,JA70003000,,1692119,752072.4208,3580.7279000000003,,
438,,1927,Lightning,1927-438,1333.6000000000001,linens,,20070517130621,19270810,digitised,JA70003000,,1692120,13336021.8599,15226.2134,,
137,,1927,Lightning,1927-137,706.5,linens,,20070517130624,19270731,assumed_shape,JA70003000,,1692058,7065687.8223,12020.1916,,
146,,1927,Person,1927-146,23.900000000000002,linens,,20070517130624,19270728,assumed_shape,JA70003000,,1692059,239768.1599,2698.9101,,
147,,1927,Person,1927-147,179.8,linens,,20070517130624,19270730,assumed_shape,JA70003000,,1692060,1798230.8077,5472.386100000001,,
148,,1927,Person,1927-148,0.4,linens,,20070517130612,19270803,digitised,JA70003000,,1692061,4319.3145,293.4112,,
149,,1927,Person,1927-149,479.6,linens,,20070517130626,19270803,assumed_shape,JA70003000,,1692062,4796952.9693,8523.5558,,
151,,1927,Person,1927-151,55.4,linens,,20070517130612,19270803,digitised,JA70003000,,1692063,554779.989,2978.3396000000002,,
153,,1927,Person,1927-153,22.6,linens,,20070517130611,19270726,digitised,JA70003000,,1692064,226167.5777,1848.5073,,
153,,1927,Person,1927-153,100.3,linens,,20070517130612,19270804,assumed_shape,JA70003000,,1692065,1003207.6983,4667.8682,,
683,,1926,Lightning,1926-683,581.2,linens,,20070517130621,19260712,digitised,JA70003000,,1691896,5812514.7276,10442.6479,,
689,,1926,Lightning,1926-689,785.4,linens,,20070517130620,19260717,digitised,JA70003000,,1691897,7854145.1786,13854.466400000001,,
69,,1926,Lightning,1926-69,504.5,linens,,20070517130609,19260706,digitised,JA70003000,,1691898,5045908.3533,9025.235700000001,,
816,,1926,Lightning,1926-816,1338.3,linens,,20070517130615,19260726,digitised,JA70003000,,1691966,13383031.7565,17241.3496,,
822,,1926,Lightning,1926-822,868.1,linens,,20070517130610,19260724,digitised,JA70003000,,1691967,8681839.3799,14613.9946,,
824,,1926,Person,1926-824,645.1,linens,,20070517130609,19260729,digitised,JA70003000,,1691968,6451621.3792,13340.8187,,
44,,1927,Person,1927-44,1074.6,linens,,20070517130614,19270723,digitised,JA70003000,,1692121,10746107.5682,18892.5946,,
44,,1927,Lightning,1927-44,55.5,linens,,20070517130616,19270808,digitised,JA70003000,,1692122,555719.0515,3056.9885,,
440,,1927,Lightning,1927-440,19.8,linens,,20070517130621,19270805,digitised,JA70003000,,1692123,198833.8104,1685.1205,,
49,,1927,Person,1927-49,10.200000000000001,linens,,20070517130617,19270821,digitised,JA70003000,,1692124,102923.7186,1369.9483,,
49,,1927,Person,1927-49,42.9,linens,,20070517130617,19270821,digitised,JA70003000,,1692125,429616.4301,3134.3835000000004,,
4a,,1927,Person,1927-4a,74.3,linens,,20070517130620,19270425,digitised,JA70003000,,1692126,743077.2338,7544.0845,,
5,,1926,Person,1926-5,54.5,linens,,20070517130613,19260510,digitised,JA70003000,,1691826,545058.8805,3450.6531,,
5,,1926,Person,1926-5,44.9,linens,,20070517130617,19260430,digitised,JA70003000,,1691827,449884.1824,3179.0978,,
5,,1926,Person,1926-5,33.6,linens,,20070517130621,19260412,digitised,JA70003000,,1691828,336075.3783,2147.7148,,
50,,1926,Lightning,1926-50,155.4,linens,,20070517130609,19260706,digitised,JA70003000,,1691829,1554350.8024,4906.8154,,
50,,1926,Person,1926-50,182.5,linens,,20070517130623,19260427,assumed_shape,JA70003000,,1691830,1825153.6034,5870.7081,,
51,,1926,Lightning,1926-51,543.2,linens,,20070517130609,19260706,assumed_shape,JA70003000,,1691831,5432226.406,10521.6434,,
69,,1926,Lightning,1926-69,2784.4,linens,,20070517130610,19260706,digitised,JA70003000,,1691899,27844825.1136,35936.7789,,
69,,1926,Person,1926-69,16,linens,,20070517130624,19260924,assumed_shape,JA70003000,,1691900,160795.057,1632.1413,,
69a,,1926,Lightning,1926-69a,989.8000000000001,linens,,20070517130610,19260706,digitised,JA70003000,,1691901,9898412.304,14735.0776,,
70,,1926,Person,1926-70,428.6,linens,,20070517130610,19260709,digitised,JA70003000,,1691902,4286049.4482,8532.379500000001,,
82a,,1926,Lightning,1926-82a,62.800000000000004,linens,,20070517130618,19260808,digitised,JA70003000,,1691969,628547.2403,3073.6851,,
83,,1926,Lightning,1926-83,402.1,linens,,20070517130613,19260806,digitised,JA70003000,,1691970,4021303.8866,7652.6621000000005,,
840,,1926,Lightning,1926-840,34.2,linens,,20070517130619,19260728,digitised,JA70003000,,1691971,342532.3882,2108.6389,,
842,,1926,Person,1926-842,157.5,linens,,20070517130619,19260801,digitised,JA70003000,,1691972,1575441.7736,4694.6022,,
844,,1926,Person,1926-844,338,linens,,20070517130620,19260730,assumed_shape,JA70003000,,1691973,3380422.3865,7583.0918,,
846a,,1926,Lightning,1926-846a,2295.9,linens,,20070517130620,19260712,assumed_shape,JA70003000,,1691974,22959473.5157,21909.332,,
894,,1926,Person,1926-894,23.6,linens,,20070517130611,19260802,digitised,JA70003000,,1691995,236769.2528,2052.0418,,
896,,1926,Person,1926-896,15.700000000000001,linens,,20070517130623,19260803,digitised,JA70003000,,1691996,157964.3174,1714.5559,,
9,,1926,Person,1926-9,390.8,linens,,20070517130615,19260512,digitised,JA70003000,,1691997,3908162.7569,11175.0825,,
9,,1926,Person,1926-9,290.6,linens,,20070517130617,20070516,digitised,JA70003000,,1691998,2906062.0427,6880.352400000001,,
9,,1926,Person,1926-9,49.6,linens,,20070517130622,19260415,digitised,JA70003000,,1691999,496981.0531,2703.8289,,
9,,1926,Person,1926-9,18.6,linens,,20070517130624,19260430,assumed_shape,JA70003000,,1692000,186202.6126,1688.4233000000002,,
51,,1926,Person,1926-51,153.6,linens,,20070517130616,19260703,digitised,JA70003000,,1691832,1536449.126,6957.922500000001,,
516,,1926,Lightning,1926-516,2242.6,linens,,20070517130619,19260712,digitised,JA70003000,,1691833,22426155.8608,22133.6125,,
519,,1926,Lightning,1926-519,3744.9,linens,,20070517130623,19260712,assumed_shape,JA70003000,,1691834,37449610.2363,29852.4119,,
70,,1926,Lightning,1926-70,15.9,linens,,20070517130613,19260707,digitised,JA70003000,,1691903,159882.6238,1653.7405,,
70,,1926,Person,1926-70,16.8,linens,,20070517130624,19260924,assumed_shape,JA70003000,,1691904,168702.0437,1470.9372,,
70,,1926,Person,1926-70,147.70000000000002,linens,,20070517130648,19260429,digitised,JA70003000,,1691905,1477354.2438,8348.583,,
703,,1926,Person,1926-703,40.6,linens,,20070517130611,19260720,digitised,JA70003000,,1691906,406706.872,2469.4837,,
703,,1926,Person,1926-703,31.900000000000002,linens,,20070517130611,19260720,digitised,JA70003000,,1691907,319229.6287,2234.4846000000002,,
848,,1926,Lightning,1926-848,311.90000000000003,linens,,20070517130620,19260725,digitised,JA70003000,,1691975,3119552.9164,7585.2358,,
850,,1926,Person,1926-850,4.3,linens,,20070517130621,19260729,digitised,JA70003000,,1691976,43009.0924,752.0193,,
851,,1926,Lightning,1926-851,2382.6,linens,,20070517130619,19260731,digitised,JA70003000,,1691977,23826723.4119,27924.3838,,
852,,1926,Person,1926-852,181.1,linens,,20070517130619,19260730,digitised,JA70003000,,1691978,1811149.1759,5571.3664,,
853,,1926,Person,1926-853,155.70000000000002,linens,,20070517130619,19260802,digitised,JA70003000,,1691979,1557863.0813,5043.0002,,
854,,1926,Person,1926-854,634.8000000000001,linens,,20070517130623,19260731,assumed_shape,JA70003000,,1691980,6348017.071,10575.0402,,
90,,1926,Lightning,1926-90,201.8,linens,,20070517130615,19260718,digitised,JA70003000,,1692001,2018390.7851,7369.401800000001,,
91,,1926,Person,1926-91,167,linens,,20070517130615,19260811,digitised,JA70003000,,1692002,1670339.9648,6152.8044,,
91,,1926,Person,1926-91,37.2,linens,,20070517130624,19260626,assumed_shape,JA70003000,,1692003,372001.2269,2553.0747,,
913,,1926,Person,1926-913,2541.2000000000003,linens,,20070517130611,19260731,digitised,JA70003000,,1692004,25412657.6589,21001.7542,,
917,,1926,Lightning,1926-917,343.5,linens,,20070517130620,19260728,digitised,JA70003000,,1692005,3435816.7747,7480.9638,,
52,,1926,Person,1926-52,57.800000000000004,linens,,20070517130616,19260703,digitised,JA70003000,,1691835,578214.4627,3035.088,,
523,,1926,Person,1926-523,270,linens,,20070517130623,19260710,assumed_shape,JA70003000,,1691836,2700566.6131,6814.1958,,
526,,1926,Lightning,1926-526,470.5,linens,,20070517130621,19260712,digitised,JA70003000,,1691837,4705242.3083,8946.9697,,
53,,1926,Person,1926-53,230.70000000000002,linens,,20070517130616,19260705,digitised,JA70003000,,1691838,2307484.5845,6069.8383,,
532,,1926,Lightning,1926-532,7385.400000000001,linens,,20070517130649,19260708,digitised,JA70003000,,1691839,73854444.3133,67190.375,,
533,,1926,Lightning,1926-533,7135.5,linens,,20070517130616,19260717,digitised,JA70003000,,1691840,71355365.0028,46739.879,,
534,,1926,Lightning,1926-534,106.5,linens,,20070517130620,19260711,digitised,JA70003000,,1691841,1065605.9465,4039.4570000000003,,
71,,1926,Lightning,1926-71,1380.8,linens,,20070517130613,19260707,digitised,JA70003000,,1691908,13808350.6793,21942.8911,,
710,,1926,Person,1926-710,14.200000000000001,linens,,20070517130621,19260716,digitised,JA70003000,,1691909,142599.5828,1427.0418,,
711,,1926,Person,1926-711,37.9,linens,,20070517130621,19260721,digitised,JA70003000,,1691910,378997.15,2366.8793,,
717,,1926,Lightning,1926-717,5786,linens,,20070517130620,19260712,digitised,JA70003000,,1691911,57860312.3242,38791.923,,
718,,1926,Lightning,1926-718,253.5,linens,,20070517130620,19260712,digitised,JA70003000,,1691912,2535797.6819,8016.197700000001,,
858,,1926,Person,1926-858,581.5,linens,,20070517130623,19260731,assumed_shape,JA70003000,,1691981,5815370.6975,17185.5248,,
866,,1926,Person,1926-866,2204.2000000000003,linens,,20070517130621,19260731,digitised,JA70003000,,1691982,22042257.9101,24714.9661,,
919,,1926,Lightning,1926-919,61.5,linens,,20070517130620,19260807,digitised,JA70003000,,1692006,615818.1498,3464.2155000000002,,
92,,1926,Lightning,1926-92,201.8,linens,,20070517130613,19260811,digitised,JA70003000,,1692007,2018040.2627,6159.0577,,
924,,1926,Lightning,1926-924,623.9,linens,,20070517130621,19260808,digitised,JA70003000,,1692008,6239160.0987,10896.9682,,
537,,1926,Lightning,1926-537,4133.9,linens,,20070517130621,19260713,digitised,JA70003000,,1691842,41339853.1171,28636.930200000003,,
538,,1926,Lightning,1926-538,2448,linens,,20070517130622,19260713,digitised,JA70003000,,1691843,24480778.1967,23198.0868,,
539,,1926,Lightning,1926-539,1254.1000000000001,linens,,20070517130622,19260713,digitised,JA70003000,,1691844,12541687.4978,17813.4287,,
719,,1926,Lightning,1926-719,2201,linens,,20070517130623,19260712,assumed_shape,JA70003000,,1691913,22010278.7549,24326.9193,,
720a,,1926,Lightning,1926-720a,16.1,linens,,20070517130619,19260720,digitised,JA70003000,,1691914,161090.0222,1559.7777,,
721,,1926,Lightning,1926-721,371,linens,,20070517130620,19260715,digitised,JA70003000,,1691915,3710065.9699,7565.3757000000005,,
722,,1926,Lightning,1926-722,533.6,linens,,20070517130620,19260715,digitised,JA70003000,,1691916,5336361.9403,9604.4937,,
868,,1926,Person,1926-868,2388.5,linens,,20070517130619,19260802,digitised,JA70003000,,1691983,23885955.6114,27491.4731,,
871,,1926,Person,1926-871,112.9,linens,,20070517130623,19260802,assumed_shape,JA70003000,,1691984,1129755.7199,4779.5232000000005,,
872,,1926,Person,1926-872,60.2,linens,,20070517130619,19260804,digitised,JA70003000,,1691985,602799.9132,2939.6804,,
873a,,1926,Person,1926-873a,56.800000000000004,linens,,20070517130619,19260805,digitised,JA70003000,,1691986,568605.3539,2859.4824000000003,,
925,,1926,Lightning,1926-925,1702.6000000000001,linens,,20070517130620,19260810,digitised,JA70003000,,1692009,17026406.4364,25101.2206,,
93,,1926,Lightning,1926-93,301.90000000000003,linens,,20070517130616,19260724,digitised,JA70003000,,1692010,3019315.1886,6649.3243,,
931,,1926,Person,1926-931,20.3,linens,,20070517130620,19260811,digitised,JA70003000,,1692011,203016.0202,2017.3451,,
53b,,1926,Person,1926-53b,52.1,linens,,20070517130618,19260702,digitised,JA70003000,,1691845,521314.5615,3617.4956,,
541,,1926,Lightning,1926-541,212.8,linens,,20070517130621,19260715,digitised,JA70003000,,1691846,2128514.3044,6148.635200000001,,
547a,,1926,Lightning,1926-547a,140.70000000000002,linens,,20070517130623,19260711,assumed_shape,JA70003000,,1691847,1407383.5537,5422.591,,
548,,1926,Lightning,1926-548,441.2,linens,,20070517130620,19260713,digitised,JA70003000,,1691848,4412653.9321,9617.7215,,
724,,1926,Person,1926-724,3169.5,linens,,20070517130623,19260722,assumed_shape,JA70003000,,1691917,31695571.4528,23912.8825,,
73,,1926,Person,1926-73,27.7,linens,,20070517130622,19260430,digitised,JA70003000,,1691918,277877.0136,2152.0487000000003,,
731,,1926,Lightning,1926-731,1717,linens,,20070517130619,19260718,digitised,JA70003000,,1691919,17170181.7973,17944.5864,,
877,,1926,Person,1926-877,1871.5,linens,,20070517130611,19260713,digitised,JA70003000,,1691987,18715946.5894,17108.6127,,
878,,1926,Person,1926-878,24.900000000000002,linens,,20070517130623,19260731,assumed_shape,JA70003000,,1691988,249350.7056,2434.7947,,
880,,1926,Person,1926-880,90.8,linens,,20070517130622,19260805,digitised,JA70003000,,1691989,908389.922,3788.1723,,
889,,1926,Lightning,1926-889,227.6,linens,,20070517130615,19260804,digitised,JA70003000,,1691990,2276636.4166,6586.9448,,
264,,1930,Lightning,1930-264,55.1,linens,,20070517130615,19300829,digitised,JA70003000,,1692987,551728.5827,3654.4269000000004,,
266,,1930,Lightning,1930-266,60.2,linens,,20070517130617,19300713,digitised,JA70003000,,1692988,602971.063,2802.7637,,
26a,,1930,Person,1930-26a,16.1,linens,,20070517130616,19300513,digitised,JA70003000,,1692989,161193.2115,2227.7324000000003,,
27,,1930,Person,1930-27,112.8,linens,,20070517130619,19300512,digitised,JA70003000,,1692990,1128289.1933,5235.8853,,
271,,1930,Person,1930-271,286,linens,,20070517130617,19300907,digitised,JA70003000,,1692991,2860401.1178,6610.563700000001,,
276,,1930,Person,1930-276,357.40000000000003,linens,,20070517130611,19300721,digitised,JA70003000,,1692992,3574038.7591,7939.3653,,
279,,1930,Lightning,1930-279,126.10000000000001,linens,,20070517130611,19300723,digitised,JA70003000,,1692993,1261913.6764,4396.9761,,
298,,1930,Lightning,1930-298,65.4,linens,,20070517130620,19300723,digitised,JA70003000,,1693009,654707.2119,3011.4228000000003,,
298,,1930,Person,1930-298,795.7,linens,,20070517130625,19300809,assumed_shape,JA70003000,,1693010,7957202.9972,17990.167,,
29a,,1930,Person,1930-29a,144.5,linens,,20070517130610,19300511,digitised,JA70003000,,1693011,1445237.1295,5337.752100000001,,
2a,,1930,Person,1930-2a,64.2,linens,,20070517130622,19300427,digitised,JA70003000,,1693012,642025.226,3830.1789000000003,,
3,,1930,Person,1930-3,49.7,linens,,20070517130613,19300421,digitised,JA70003000,,1693013,497325.8961,4323.587100000001,,
30,,1930,Lightning,1930-30,82,linens,,20070517130622,19300713,digitised,JA70003000,,1693014,820046.2405,4113.417100000001,,
300,,1930,Person,1930-300,36.800000000000004,linens,,20070517130613,19300806,digitised,JA70003000,,1693015,368046.0205,2722.7105,,
116,,1930,Person,1930-116,1660.9,linens,,20070517130648,19300719,digitised,JA70003000,,1692814,16609776.8284,20155.813,,
117,,1930,Person,1930-117,48.6,linens,,20070517130615,19300806,digitised,JA70003000,,1692815,486292.3278,3177.4897,,
117,,1930,Lightning,1930-117,774.1,linens,,20070517130622,19300807,digitised,JA70003000,,1692816,7741350.3733,12962.1443,,
118,,1930,Person,1930-118,2.5,linens,,20070517130609,19300807,digitised,JA70003000,,1692817,25845.3777,584.4495000000001,,
118,,1930,Lightning,1930-118,201.8,linens,,20070517130622,19300807,digitised,JA70003000,,1692818,2018632.7259,5240.7589,,
119,,1930,Person,1930-119,11.5,linens,,20070517130615,19300806,digitised,JA70003000,,1692819,115919.3691,1450.928,,
174,,1930,Person,1930-174,1009.4,linens,,20070517130615,19300829,digitised,JA70003000,,1692903,10094320.3892,12844.2521,,
174,,1930,Person,1930-174,1587.4,linens,,20070517130648,19300805,digitised,JA70003000,,1692904,15874289.7055,25449.469100000002,,
175,,1930,Lightning,1930-175,112.9,linens,,20070517130619,19300714,digitised,JA70003000,,1692905,1129382.7393,4995.8667000000005,,
304,,1930,Person,1930-304,72.3,linens,,20070517130614,19300810,digitised,JA70003000,,1693016,723156.7351,3223.6291,,
306,,1930,Lightning,1930-306,175.1,linens,,20070517130620,19300723,digitised,JA70003000,,1693017,1751081.762,6102.3161,,
307,,1930,Person,1930-307,3,linens,,20070517130620,19300723,digitised,JA70003000,,1693018,30834.5868,630.8506,,
308,,1930,Person,1930-308,24.6,linens,,20070517130612,19300811,digitised,JA70003000,,1693019,246836.9259,1988.736,,
30a,,1930,Person,1930-30a,27,linens,,20070517130626,19300513,assumed_shape,JA70003000,,1693020,270482.2951,2071.8576000000003,,
42,,1930,Person,1930-42,477.7,linens,,20070517130617,19300510,digitised,JA70003000,,1693084,4777937.9595,8617.3534,,
420,,1930,Lightning,1930-420,15.5,linens,,20070517130623,19300806,assumed_shape,JA70003000,,1693085,155296.5438,1910.3546000000001,,
423,,1930,Person,1930-423,9,linens,,20070517130614,19300901,digitised,JA70003000,,1693086,90468.1031,1301.1616000000001,,
426,,1930,Person,1930-426,87.5,linens,,20070517130620,19300808,digitised,JA70003000,,1693087,875878.7122,4277.0132,,
427,,1930,Lightning,1930-427,68,linens,,20070517130620,19300804,digitised,JA70003000,,1693088,680445.1957,3793.003,,
428,,1930,Lightning,1930-428,19.8,linens,,20070517130620,19300804,digitised,JA70003000,,1693089,198820.1727,1844.3895,,
11a,,1930,Person,1930-11a,190.1,linens,,20070517130616,19300514,digitised,JA70003000,,1692820,1901366.8397,5997.5698,,
12,,1930,Person,1930-12,811,linens,,20070517130617,19300512,digitised,JA70003000,,1692821,8110227.8441,12629.493699999999,,
12,,1930,Person,1930-12,24.8,linens,,20070517130620,19300411,digitised,JA70003000,,1692822,248005.5928,2159.2988,,
121,,1930,Lightning,1930-121,234.1,linens,,20070517130622,19300731,digitised,JA70003000,,1692823,2341300.3507,6273.444100000001,,
122,,1930,Person,1930-122,105.10000000000001,linens,,20070517130610,19300725,digitised,JA70003000,,1692824,1051272.8478,4706.801100000001,,
122,,1930,Person,1930-122,336.1,linens,,20070517130616,19300809,digitised,JA70003000,,1692825,3361579.8015,6900.777300000001,,
175,,1930,Person,1930-175,2931.1,linens,,20070517130648,19300827,digitised,JA70003000,,1692906,29311544.8362,28242.3375,,
175a,,1930,Lightning,1930-175a,759.6,linens,,20070517130613,19300809,digitised,JA70003000,,1692907,7596019.5578,12731.6833,,
176,,1930,Person,1930-176,82.8,linens,,20070517130617,20070516,digitised,JA70003000,,1692908,828237.7682,4021.3116,,
31,,1930,Person,1930-31,190.9,linens,,20070517130615,19300513,digitised,JA70003000,,1693021,1909834.4446,10294.6776,,
313,,1930,Person,1930-313,50.4,linens,,20070517130622,19300812,digitised,JA70003000,,1693022,504516.5219,2924.18,,
31a,,1930,Person,1930-31a,468,linens,,20070517130616,19300513,digitised,JA70003000,,1693023,4680181.2024,9123.204,,
31a,,1930,Person,1930-31a,127,linens,,20070517130617,19300516,digitised,JA70003000,,1693024,1270255.7603,7724.4179,,
429,,1930,Lightning,1930-429,237.1,linens,,20070517130621,19300805,digitised,JA70003000,,1693090,2371228.8192,6743.944600000001,,
43,,1930,Person,1930-43,270,linens,,20070517130614,19300514,digitised,JA70003000,,1693091,2700952.5988,11257.9976,,
43,,1930,Person,1930-43,136.70000000000002,linens,,20070517130614,19300514,digitised,JA70003000,,1693092,1367558.9436,5343.0234,,
43,,1930,Person,1930-43,119.60000000000001,linens,,20070517130614,19300514,digitised,JA70003000,,1693093,1196133.3784,4565.2882,,
431,,1930,Lightning,1930-431,236.8,linens,,20070517130625,19300805,assumed_shape,JA70003000,,1693094,2368855.5489,5472.2889000000005,,
123,,1930,Person,1930-123,545.7,linens,,20070517130648,19300729,digitised,JA70003000,,1692826,5457508.2423,10373.3958,,
124,,1930,Person,1930-124,66.2,linens,,20070517130610,19300712,digitised,JA70003000,,1692827,662773.0947,3494.369,,
125,,1930,Lightning,1930-125,33,linens,,20070517130616,19300715,digitised,JA70003000,,1692828,330261.3972,2126.674,,
126,,1930,Lightning,1930-126,1886.7,linens,,20070517130613,19300829,digitised,JA70003000,,1692829,18867055.7727,24593.9545,,
126,,1930,Lightning,1930-126,0.4,linens,,20070517130618,19300807,digitised,JA70003000,,1692830,4211.4857,260.8967,,
126,,1930,Lightning,1930-126,1.2,linens,,20070517130618,19300807,digitised,JA70003000,,1692831,12402.8825,513.3956000000001,,
126,,1930,Lightning,1930-126,1.2,linens,,20070517130618,19300807,digitised,JA70003000,,1692832,12527.4288,423.84200000000004,,
126,,1930,Lightning,1930-126,29901.4,linens,,20070517130648,19300807,digitised,JA70003000,,1692833,299014502.8119,157664.1893,,
129,,1930,Lightning,1930-129,115.2,linens,,20070517130609,19300903,digitised,JA70003000,,1692834,1152020.0943,5186.9609,,
176,,1930,Person,1930-176,549.8000000000001,linens,,20070517130617,19300807,digitised,JA70003000,,1692909,5498587.2672,9030.704300000001,,
178,,1930,Person,1930-178,153.20000000000002,linens,,20070517130615,19300915,digitised,JA70003000,,1692910,1532355.6384,4603.5451,,
178,,1930,Person,1930-178,82.5,linens,,20070517130622,19300829,digitised,JA70003000,,1692911,825227.2462,4908.6785,,
18,,1930,Person,1930-18,52.5,linens,,20070517130614,19300513,digitised,JA70003000,,1692912,525106.5197,3205.2278,,
18,,1930,Person,1930-18,15.8,linens,,20070517130616,19300515,digitised,JA70003000,,1692913,158289.95,1631.7781,,
18,,1930,Person,1930-18,45,linens,,20070517130616,19300515,digitised,JA70003000,,1692914,450979.0002,2986.3435,,
32,,1930,Person,1930-32,48,linens,,20070517130614,19300515,digitised,JA70003000,,1693025,480247.8139,2583.2326000000003,,
32,,1930,Person,1930-32,53.7,linens,,20070517130615,19300514,digitised,JA70003000,,1693026,537783.7471,5196.377,,
32,,1930,Person,1930-32,13.4,linens,,20070517130616,19300513,digitised,JA70003000,,1693027,134164.8076,1333.8117,,
320,,1930,Lightning,1930-320,124.2,linens,,20070517130612,19300722,digitised,JA70003000,,1693028,1242187.9376,4102.64,,
324,,1930,Lightning,1930-324,179.3,linens,,20070517130612,19300810,digitised,JA70003000,,1693029,1793021.0663,5089.9791000000005,,
326,,1930,Person,1930-326,140.9,linens,,20070517130625,19300813,digitised,JA70003000,,1693030,1409759.1414,5272.1276,,
432,,1930,Lightning,1930-432,35.300000000000004,linens,,20070517130620,19300804,digitised,JA70003000,,1693095,353975.9338,2586.0305000000003,,
434a,,1930,Person,1930-434a,76.5,linens,,20070517130626,19300906,assumed_shape,JA70003000,,1693096,765357.1185,4374.3051000000005,,
440,,1930,Person,1930-440,63,linens,,20070517130610,19300806,digitised,JA70003000,,1693097,630093.2978,4533.5962,,
440,,1930,Lightning,1930-440,17.7,linens,,20070517130612,19300906,digitised,JA70003000,,1693098,177444.59590000001,2317.7407000000003,,
441,,1930,Lightning,1930-441,975.1,linens,,20070517130609,19300806,digitised,JA70003000,,1693099,9751268.1929,16086.8562,,
12a,,1930,Person,1930-12a,428.1,linens,,20070517130614,19300513,digitised,JA70003000,,1692835,4281204.5441,11650.229299999999,,
13,,1930,Person,1930-13,30.400000000000002,linens,,20070517130614,19300514,digitised,JA70003000,,1692836,304507.0805,2458.5696000000003,,
13,,1930,Person,1930-13,0.3,linens,,20070517130614,19300514,digitised,JA70003000,,1692837,3396.2181,486.5833,,
