,IGN_DATE,FIRE_CAUSE,FIRE_TYPE,LATITUDE,LONGITUDE,SIZE_HA
V70726,20110822.1446,Person,Nuisance Fire,49.3046,-124.55799999999999,0.0
V70012,20070504.213,Person,Nuisance Fire,49.31,-124.31,0.0
V10269,20030729.0954,Person,Nuisance Fire,49.6995,-121.4059,0.0
V31599,20090823.1717,Lightning,Duplicate,50.1227,-123.475,0.0
V70410,20030813.2125,Person,Nuisance Fire,49.28570000000001,-124.2727,0.0
V10519,20120825.1328,Person,Nuisance Fire,49.08300000000001,-121.709,0.0
V10764,20090718.1755,Person,Nuisance Fire,49.4923,-121.8457,0.0
V80606,20090705.2017,Lightning,Duplicate,49.7685,-126.1118,0.0
V70143,20070705.1209,Person,Nuisance Fire,49.3417,-124.5576,0.0
V10161,20030707.2141,Person,Nuisance Fire,49.3947,-121.4617,0.0
V30789,20120916.1535,Person,Nuisance Fire,49.1338,-123.1846,0.0
V10438,20090621.1401,Person,Nuisance Fire,49.4093,-121.3149,0.0
V11077,20100822.2047,Person,Nuisance Fire,49.2976,-121.8083,0.0
G40274,20000813.1835,Person,Smoke Chase,54.07830000000001,-124.9132,0.0
V10734,20080923.1106,Person,Nuisance Fire,49.1938,-122.7791,0.0
N70111,20080701.124,Person,Nuisance Fire,50.2792,-116.9224,0.0
V60712,20080919.1851,Person,Nuisance Fire,48.95,-123.76,0.0
V30717,20110821.1931,Person,Nuisance Fire,49.9681,-123.1715,0.0
V51418,20090807.162,Person,Nuisance Fire,50.11,-124.7,0.0
V70156,20030707.1158,Person,Nuisance Fire,49.2793,-124.17399999999999,0.0
V60035,20080424.1716,Person,Nuisance Fire,48.5355,-123.5988,0.0
V10119,20110604.1435,Person,Nuisance Fire,49.4335,-121.8419,0.0
V30158,20120715.161,Person,Nuisance Fire,49.7193,-122.995,0.0
V81435,20090808.2126,Person,Nuisance Fire,49.5978,-125.2003,0.0
V10137,20070703.0857,Person,Nuisance Fire,49.5375,-121.884,0.0
V10131,20110605.1414,Person,Nuisance Fire,49.5679,-121.8108,0.0
V60856,20090722.2238,Person,Nuisance Fire,48.6003,-124.2306,0.0
V71279,20100912.1604,Person,Nuisance Fire,49.21420000000001,-124.0754,0.0
V10876,20090723.1302,Lightning,Nuisance Fire,48.94580000000001,-120.7992,0.0
G71358,20170726.0957,Person,Nuisance Fire,55.54790000000001,-120.0111,0.0
V50014,20110423.2052,Person,Nuisance Fire,49.8763,-124.4897,0.0
V50981,20100815.1258,Person,Nuisance Fire,49.5056,-123.8053,0.0
V10521,20120825.1338,Person,Nuisance Fire,49.4394,-121.6084,0.0
V30319,20110709.1251,Person,Nuisance Fire,49.857,-123.1637,0.0
V71318,20100927.1803,Person,Nuisance Fire,49.1573,-124.7237,0.0
V60019,20110503.0804,Person,Nuisance Fire,48.61,-123.3,0.0
V60079,20080519.1447,Person,Nuisance Fire,48.75550000000001,-123.3958,0.0
V30191,20160704.193,Person,Nuisance Fire,50.3517,-122.7245,0.0
V10477,20070919.1817,Person,Nuisance Fire,49.335,-122.8835,0.0
V30076,20110523.1813,Person,Nuisance Fire,50.45350000000001,-122.6792,0.0
V90266,20030728.1832,Person,Nuisance Fire,50.6638,-127.5109,0.0
V60711,20090713.0813,Person,Nuisance Fire,48.77390000000001,-123.3023,0.0
V80312,20040714.104,Unknown,Nuisance Fire,49.75,-125.3,0.0
G70196,20070713.2159,Person,Nuisance Fire,55.6799,-121.51299999999999,0.0
V11365,20090804.1234,Person,Nuisance Fire,48.87900000000001,-121.4032,0.0
V10235,20100627.1608,Person,Nuisance Fire,49.5719,-121.8134,0.0
V60180,20010722.0953,Person,Nuisance Fire,48.3794,-123.692,0.0
V30575,20120827.1827,Person,Nuisance Fire,49.9549,-123.1519,0.0
V10070,20120521.1638,Person,Nuisance Fire,49.9615,-121.8359,0.0
G70769,20170707.1952,Unknown,Smoke Chase,55.9282,-120.6048,0.0
R10634,20180620.1758,Lightning,Duplicate,53.80580000000001,-125.7898,0.0
R10038,20020516.1349,Person,Nuisance Fire,53.75830000000001,-126.0667,0.0
G40978,20170710.1543,Unknown,Smoke Chase,53.68980000000001,-124.8556,0.0
V10486,20090628.141,Person,Nuisance Fire,49.3119,-121.2721,0.0
V50126,20030629.1113,Person,Nuisance Fire,49.7199,-123.9749,0.0
V91465,20090811.1555,Person,Nuisance Fire,50.4834,-126.51,0.0
V11702,20090902.0741,Person,Nuisance Fire,49.3021,-122.9112,0.0
V60221,20090602.1456,Person,Nuisance Fire,48.7693,-123.702,0.0
V30095,20070614.1957,Person,Nuisance Fire,49.9376,-123.1647,0.0
V10796,20110828.1819,Person,Nuisance Fire,49.4309,-121.3076,0.0
V10471,20100718.1715,Person,Nuisance Fire,49.5363,-121.7611,0.0
V10678,20110820.151,Person,Nuisance Fire,49.5227,-121.7664,0.0
N40107,20070713.203,Lightning,Duplicate,50.98090000000001,-118.4346,0.0
V70622,20100728.0925,Person,Nuisance Fire,49.2545,-124.812,0.0
V11026,20100819.1436,Person,Nuisance Fire,49.1244,-122.3144,0.0
V70554,20120826.1511,Person,Nuisance Fire,48.92930000000001,-123.6322,0.0
V70009,20090413.08,Person,Nuisance Fire,49.3217,-124.2647,0.0
V30616,20120902.1429,Person,Nuisance Fire,50.2473,-123.5795,0.0
V10334,20110710.1418,Person,Nuisance Fire,49.3446,-122.2346,0.0
V60177,20160703.16,Person,Nuisance Fire,48.69770000000001,-123.7412,0.0
V11588,20090823.082,Person,Nuisance Fire,49.0994,-121.6292,0.0
V10065,20130520.1649,Person,Nuisance Fire,49.1069,-121.6424,0.0
V70185,20130709.1443,Person,Nuisance Fire,49.2667,-124.7377,0.0
V50538,20080817.1046,Person,Nuisance Fire,49.46550000000001,-123.7186,0.0
VA1127,20100828.1401,Person,Nuisance Fire,52.36790000000001,-126.6673,0.0
V10445,20100717.154,Person,Nuisance Fire,49.5759,-121.8221,0.0
V70622,20110814.1738,Person,Nuisance Fire,49.3318,-124.991,0.0
V10599,20110813.1632,Person,Nuisance Fire,49.59,-122.2284,0.0
R50092,20120806.2246,Person,Nuisance Fire,54.71120000000001,-128.7803,0.0
V61872,20091014.1632,Person,Nuisance Fire,48.7723,-123.422,0.0
V10062,20110522.2022,Person,Nuisance Fire,49.49310000000001,-121.2396,0.0
G80626,20060801.16,Unknown,Duplicate,56.4774,-123.1805,0.0
V10474,20070918.1637,Lightning,Nuisance Fire,49.2683,-122.9147,0.0
V10261,20110702.1427,Person,Nuisance Fire,50.0034,-121.583,0.0
N10056,20000622.11,Person,Nuisance Fire,49.38330000000001,-115.3,0.0
V70011,20130423.1539,Person,Nuisance Fire,48.8078,-124.6687,0.0
V11265,20100911.1744,Person,Nuisance Fire,49.3031,-122.721,0.0
V30192,20140712.1012,Person,Nuisance Fire,50.0642,-123.0351,0.0
V10574,20100725.1407,Person,Nuisance Fire,49.36,-123.28,0.0
V70145,20130706.1304,Person,Nuisance Fire,49.20820000000001,-123.9437,0.0
V90268,20120807.1815,Person,Nuisance Fire,50.18700000000001,-126.6244,0.0
N20416,20100807.1806,Person,Nuisance Fire,51.05,-116.8,0.0
V11195,20180715.1649,Person,Nuisance Fire,49.5896,-121.9293,0.0
V50280,20030731.0737,Person,Nuisance Fire,49.9105,-124.6219,0.0
V30418,20090616.0627,Person,Nuisance Fire,49.7607,-123.1559,0.0
V30437,20150817.165,Unknown,Other,49.7624,-122.1601,0.0
V11256,20100910.1438,Person,Nuisance Fire,49.28590000000001,-122.9347,0.0
V10403,20180526.1817,Person,Nuisance Fire,49.0938,-121.4524,0.0
V10521,20080816.0135,Person,Nuisance Fire,49.9204,-121.4517,0.0
V10787,20120916.1515,Person,Nuisance Fire,49.1115,-121.6181,0.0
V30574,20110808.1609,Person,Nuisance Fire,50.1807,-123.1318,0.0
V50382,20070823.2018,Person,Nuisance Fire,49.66,-123.91,0.0
V10125,20140622.1638,Person,Nuisance Fire,49.22810000000001,-121.3826,0.0
V70025,20090418.1856,Person,Nuisance Fire,49.3021,-124.4466,0.0
V10743,20120909.1407,Person,Nuisance Fire,49.1067,-121.6419,0.0
V70107,20090517.1906,Person,Nuisance Fire,49.0722,-123.976,0.0
V10067,20130520.1724,Person,Nuisance Fire,49.6704,-121.0138,0.0
R30071,20000815.144,Person,Smoke Chase,54.69750000000001,-127.051,0.0
N10279,20110812.1818,Person,Nuisance Fire,49.3231,-115.2461,0.0
G30288,20000824.1915,Lightning,Smoke Chase,53.2167,-119.8333,0.0
V10473,20100718.181,Person,Nuisance Fire,49.4267,-121.7663,0.0
V10394,20090614.1607,Person,Nuisance Fire,49.8536,-121.2321,0.0
V70446,20180529.1728,Person,Nuisance Fire,49.2542,-124.6638,0.0
V91333,20170724.2122,Person,Nuisance Fire,50.5303,-126.86,0.0
V31290,20100916.1751,Person,Nuisance Fire,50.3323,-122.7586,0.0
V10310,20140801.1326,Person,Nuisance Fire,49.31500000000001,-121.8713,0.0
V70662,20090707.1418,Person,Nuisance Fire,49.3049,-124.2322,0.0
V10804,20090720.0758,Person,Nuisance Fire,49.1895,-122.1562,0.0
V10125,20100525.0937,Person,Nuisance Fire,49.38800000000001,-121.3873,0.0
V10980,20180701.1724,Person,Nuisance Fire,49.0366,-121.7621,0.0
G40151,20060512.1401,Person,Nuisance Fire,53.93980000000001,-123.9517,0.0
V60026,20100504.1102,Person,Nuisance Fire,49.0968,-124.1807,0.0
V30063,20120520.1914,Person,Nuisance Fire,49.93960000000001,-123.3038,0.0
V60165,20140704.1116,Person,Nuisance Fire,48.45050000000001,-123.5605,0.0
N50524,20140903.111,Person,Nuisance Fire,49.6462,-117.5183,0.0
V11315,20100926.1848,Person,Nuisance Fire,49.4147,-121.3813,0.0
V30573,20120827.1357,Person,Nuisance Fire,50.1238,-123.3988,0.0
V31422,20170729.1357,Person,Nuisance Fire,49.8894,-123.1805,0.0
V80036,20040427.141,Unknown,Nuisance Fire,49.79640000000001,-125.181,0.0
V10616,20100727.2137,Person,Nuisance Fire,49.1067,-121.6413,0.0
V30735,20110824.1904,Person,Nuisance Fire,50.42,-121.6718,0.0
V10062,20150518.1504,Person,Nuisance Fire,49.6319,-121.9705,0.0
K51456,20070903.1558,Person,Nuisance Fire,49.9784,-119.5613,0.0
V10153,20140701.1504,Person,Nuisance Fire,49.5324,-121.8869,0.0
V30273,20070802.0942,Person,Nuisance Fire,50.0827,-123.0045,0.0
V10476,20130805.1928,Person,Nuisance Fire,49.256,-121.6045,0.0
V10539,20100724.07,Person,Nuisance Fire,49.0779,-121.7931,0.0
V10555,20120826.1602,Person,Nuisance Fire,49.4925,-121.2277,0.0
V70651,20080908.2258,Person,Nuisance Fire,49.11510000000001,-124.0068,0.0
V10269,20120807.1834,Person,Nuisance Fire,49.4384,-121.8391,0.0
R10113,20090712.1515,Person,Nuisance Fire,53.89570000000001,-125.5442,0.0
V71080,20100823.1125,Person,Nuisance Fire,49.3025,-124.229,0.0
V10380,20100711.15,Person,Nuisance Fire,49.2527,-121.6077,0.0
V80274,20140718.1843,Person,Nuisance Fire,50.028999999999996,-125.5036,0.0
V11895,20100309.1428,Person,Nuisance Fire,49.1259,-121.5762,0.0
V10137,20110607.1444,Person,Nuisance Fire,49.0766,-121.7207,0.0
V10255,20100702.1443,Person,Nuisance Fire,49.0916,-121.6134,0.0
V10794,20090719.1706,Person,Nuisance Fire,49.2582,-121.3837,0.0
V10124,20100524.2111,Person,Nuisance Fire,49.0782,-121.76,0.0
V50492,20160229.1115,Person,Nuisance Fire,49.4387,-123.5363,0.0
V10308,20130728.1558,Person,Nuisance Fire,49.6084,-121.2491,0.0
V10900,20121007.1312,Person,Nuisance Fire,49.331,-121.8641,0.0
C20728,20170707.1524,Lightning,Fire,52.2616,-122.0713,0.0
V30460,20140828.1232,Person,Nuisance Fire,50.0103,-123.1015,0.0
V30676,20120903.1803,Person,Nuisance Fire,49.96740000000001,-123.1797,0.0
V30856,20120929.1217,Person,Nuisance Fire,50.5643,-122.5874,0.0
V70523,20020907.0719,Person,Nuisance Fire,49.3415,-124.5578,0.0
G10164,20000628.15,Lightning,Smoke Chase,54.4482,-122.0887,0.0
V30775,20081012.1837,Person,Nuisance Fire,50.3947,-122.7043,0.0
V10707,20110821.1641,Person,Nuisance Fire,49.4392,-121.2951,0.0
V10057,20160522.1346,Person,Nuisance Fire,49.0962,-121.6724,0.0
V80416,20080803.1505,Person,Nuisance Fire,49.628,-125.0913,0.0
V80222,20070717.1614,Person,Nuisance Fire,50.0398,-125.2897,0.0
V70731,20090716.0823,Person,Nuisance Fire,49.0682,-123.9575,0.0
V80143,20080610.11,Person,Nuisance Fire,49.93980000000001,-125.1902,0.0
V60227,20080703.232,Person,Nuisance Fire,48.7451,-123.2285,0.0
V70403,20140816.2125,Person,Nuisance Fire,49.2183,-125.0804,0.0
V70577,20090704.1936,Person,Nuisance Fire,49.1414,-124.8132,0.0
V10508,20080814.1022,Person,Nuisance Fire,49.3733,-123.0813,0.0
V30862,20110904.1854,Person,Nuisance Fire,50.77990000000001,-123.3876,0.0
V60077,20050615.1325,Person,Nuisance Fire,49.8964,-125.2802,0.0
V30919,20110906.1328,Person,Nuisance Fire,49.9161,-123.2957,0.0
V30142,20090518.1717,Person,Nuisance Fire,49.732,-122.3274,0.0
V10529,20080816.2225,Person,Nuisance Fire,49.5302,-121.8869,0.0
G11522,20170803.0937,Unknown,Smoke Chase,53.5942,-122.5852,0.0
V70724,20080921.1526,Person,Nuisance Fire,49.0718,-123.9636,0.0
V71466,20090813.1539,Person,Nuisance Fire,49.3087,-124.8729,0.0
G11519,20170802.1828,Unknown,Smoke Chase,53.8639,-123.3706,0.0
V10355,20040719.2146,Person,Nuisance Fire,49.0427,-121.9578,0.0
V10947,20121018.1259,Person,Nuisance Fire,49.0977,-121.8117,0.0
V11294,20100919.123,Person,Nuisance Fire,49.2111,-122.0174,0.0
N70639,20060819.0813,Person,Nuisance Fire,49.4924,-117.3628,0.0
V10485,20140901.1435,Person,Nuisance Fire,49.4509,-121.8576,0.0
V10151,20120715.1423,Person,Nuisance Fire,49.2497,-121.4715,0.0
V10234,20160724.1954,Person,Nuisance Fire,49.24950000000001,-121.6024,0.0
V10046,20150517.1741,Person,Nuisance Fire,49.5955,-121.9288,0.0
V70021,20110504.0851,Person,Nuisance Fire,49.37110000000001,-124.6193,0.0
V90181,20070713.0909,Lightning,Nuisance Fire,50.95970000000001,-125.5916,0.0
V60457,20100718.1336,Person,Nuisance Fire,48.9133,-124.3911,0.0
C20196,20090615.1159,Person,Nuisance Fire,52.04170000000001,-122.9,0.0
V60687,20090711.1605,Person,Nuisance Fire,48.6433,-123.7379,0.0
V70423,20110724.2019,Person,Nuisance Fire,49.41,-125.1,0.0
K51385,20070901.1155,Person,Nuisance Fire,49.9996,-119.6059,0.0
K21034,20010526.18,Person,Nuisance Fire,51.20220000000001,-119.786,0.0
V10752,20080930.1429,Person,Nuisance Fire,49.33920000000001,-122.7821,0.0
V50463,20130805.1458,Person,Nuisance Fire,49.5134,-123.8159,0.0
V80068,20090505.1559,Person,Nuisance Fire,50.1048,-125.3291,0.0
V10709,20061002.2038,Person,Nuisance Fire,49.4496,-121.2667,0.0
V10045,20120520.1415,Person,Nuisance Fire,49.07250000000001,-121.7038,0.0
V71784,20190927.225229,Person,Nuisance Fire,49.1942,-124.0988,0.0
V11508,20090815.2225,Person,Nuisance Fire,49.3763,-122.3088,0.0
V10395,20100711.2023,Person,Nuisance Fire,49.3266,-121.4256,0.0
V10793,20110828.1748,Person,Nuisance Fire,49.4327,-121.841,0.0
V60500,20100719.113,Person,Nuisance Fire,48.945,-123.8123,0.0
V10469,20120819.2104,Person,Nuisance Fire,49.3541,-121.7678,0.0
N50407,20040814.1456,Person,Nuisance Fire,49.45,-117.55,0.0
N40065,20140706.1701,Person,Nuisance Fire,51.23880000000001,-116.6711,0.0
V50917,20110906.0832,Person,Nuisance Fire,49.4337,-123.6185,0.0
V30048,20140519.1738,Person,Nuisance Fire,50.1186,-123.3943,0.0
V30117,20130701.1249,Person,Nuisance Fire,49.7178,-123.0525,0.0
V11017,20110914.18,Person,Nuisance Fire,49.0366,-122.0062,0.0
R20084,20120806.1455,Person,Nuisance Fire,54.3167,-126.6667,0.0
K71461,20070903.17,Person,Nuisance Fire,50.6572,-121.9017,0.0
V10419,20110724.1647,Person,Nuisance Fire,49.098,-121.6705,0.0
V10111,20110530.1707,Person,Other,49.2078,-121.9283,0.0
V30268,20160731.1644,Person,Nuisance Fire,49.9425,-123.3074,0.0
V51231,20100606.1659,Person,Nuisance Fire,49.9452,-124.305,0.0
V10866,20120930.154,Person,Nuisance Fire,49.68660000000001,-121.7421,0.0
G30287,20170608.1202,Unknown,Smoke Chase,52.2939,-119.2123,0.0
R90214,20121020.1454,Person,Nuisance Fire,57.8034,-129.9438,0.0
V10739,20120909.1348,Person,Nuisance Fire,49.5219,-121.7666,0.0
V80157,20070709.1239,Person,Nuisance Fire,49.7584,-125.1001,0.0
V90733,20131023.1517,Person,Nuisance Fire,50.16880000000001,-126.6538,0.0
R10194,20120916.1711,Person,Nuisance Fire,54.02220000000001,-125.7653,0.0
K62008,20091011.1255,Person,Nuisance Fire,50.15660000000001,-120.8827,0.0
G90149,20000627.171,Lightning,Smoke Chase,59.25,-121.8333,0.0
V11826,20170821.1034,Person,Nuisance Fire,49.0623,-121.9462,0.0
V50182,20110618.1219,Person,Nuisance Fire,49.9305,-124.6713,0.0
V70337,20070812.2314,Person,Nuisance Fire,48.83,-123.76,0.0
V71835,20091004.1523,Person,Nuisance Fire,49.1223,-123.9768,0.0
V70433,20040731.14,Person,Nuisance Fire,49.1344,-123.9456,0.0
C41720,20180731.162,Unknown,Smoke Chase,51.32720000000001,-122.1575,0.0
V70217,20070716.1759,Person,Nuisance Fire,49.2898,-124.3916,0.0
V10596,20120901.1231,Person,Nuisance Fire,49.34560000000001,-121.8703,0.0
V10848,20110904.1405,Person,Nuisance Fire,49.84050000000001,-121.5149,0.0
V71750,20090907.162,Person,Nuisance Fire,49.3032,-124.236,0.0
R10129,20120812.1639,Person,Nuisance Fire,54.0333,-126.15,0.0
V10498,20100719.2157,Person,Nuisance Fire,49.0592,-121.9929,0.0
V10352,20110710.1756,Person,Nuisance Fire,49.51320000000001,-121.272,0.0
V10118,20090517.1635,Person,Nuisance Fire,49.5353,-121.8783,0.0
V70288,20070804.1637,Person,Nuisance Fire,49.25250000000001,-124.1262,0.0
C10595,20180620.1406,Unknown,Smoke Chase,53.1265,-121.5063,0.0
V70934,20110907.1507,Person,Other,49.31,-124.9,0.0
R30081,20140714.1601,Person,Duplicate,54.5918,-126.8062,0.0
V81760,20090910.1439,Person,Nuisance Fire,50.7167,-125.4833,0.0
V10148,20090518.1615,Person,Nuisance Fire,49.53590000000001,-121.8747,0.0
G51948,20170829.1548,Unknown,Smoke Chase,55.221500000000006,-124.5685,0.0
V60191,20100620.165,Person,Nuisance Fire,48.5324,-123.5749,0.0
V50400,20080730.1329,Person,Nuisance Fire,49.93810000000001,-124.6664,0.0
V60004,20020412.1107,Person,Nuisance Fire,48.4833,-124.2833,0.0
V10393,20100711.1942,Person,Nuisance Fire,49.32720000000001,-121.8613,0.0
G70045,20000427.1645,Person,Nuisance Fire,55.8029,-120.6867,0.0
V10246,20120806.1548,Person,Nuisance Fire,49.1224,-121.6043,0.0
V12775,20180819.1723,Person,Nuisance Fire,49.0853,-121.7548,0.0
V71320,20100928.1238,Person,Nuisance Fire,49.2513,-124.1647,0.0
V11613,20090824.193,Person,Nuisance Fire,49.0722,-120.7188,0.0
V30016,20130502.1723,Person,Nuisance Fire,49.7383,-123.0163,0.0
V51832,20091003.1115,Person,Nuisance Fire,49.7959,-124.1781,0.0
V50385,20070824.1846,Person,Nuisance Fire,49.9812,-124.6028,0.0
V10608,20110814.1339,Person,Nuisance Fire,49.3151,-121.4203,0.0
V30044,20140519.1707,Person,Nuisance Fire,50.1882,-122.4711,0.0
V30086,20100523.2039,Person,Nuisance Fire,50.2845,-122.5572,0.0
V70031,20040422.1216,Person,Nuisance Fire,49.2518,-124.8983,0.0
V81020,20090728.0735,Person,Nuisance Fire,49.96570000000001,-125.2522,0.0
V70739,20080927.14,Person,Nuisance Fire,49.3717,-124.9548,0.0
K53203,20190330.1543,Unknown,Smoke Chase,49.03610000000001,-119.715,0.0
V60497,20071102.1307,Person,Nuisance Fire,48.8296,-123.3572,0.0
V10062,20120520.1818,Person,Nuisance Fire,49.5694,-121.8095,0.0
V11170,20090730.1621,Lightning,Nuisance Fire,49.9012,-121.6143,0.0
V10009,20000425.2045,Person,Nuisance Fire,49.5833,-121.4167,0.0
V10402,20130803.1552,Person,Nuisance Fire,49.4232,-121.8172,0.0
V60524,20140914.1003,Unknown,Nuisance Fire,48.6449,-123.7284,0.0
V30835,20110903.1559,Person,Nuisance Fire,49.6751,-123.0762,0.0
V10759,20090718.13,Person,Nuisance Fire,49.2988,-121.9363,0.0
V10550,20100724.1645,Person,Nuisance Fire,49.5955,-121.9287,0.0
V50935,20100812.2039,Person,Nuisance Fire,49.48,-124.26,0.0
V10276,20170607.1617,Person,Other,53.1858,-131.8761,0.0
V10067,20160522.1637,Person,Nuisance Fire,49.6009,-121.826,0.0
V30299,20080716.1015,Person,Nuisance Fire,50.6356,-122.3926,0.0
V11411,20090806.2343,Person,Nuisance Fire,49.20399999999999,-121.7693,0.0
V50535,20110804.2018,Person,Nuisance Fire,49.7922,-124.3946,0.0
V10377,20100711.15,Person,Nuisance Fire,49.2282,-121.605,0.0
V11801,20090922.1851,Person,Nuisance Fire,49.3481,-121.3254,0.0
V10830,20110903.1349,Person,Nuisance Fire,49.3421,-121.8623,0.0
V10439,20140823.1508,Person,Nuisance Fire,49.5247,-121.76299999999999,0.0
V30685,20120903.1938,Person,Nuisance Fire,49.8427,-123.3075,0.0
V60250,20110701.1634,Person,Nuisance Fire,48.8438,-124.1628,0.0
K60597,20070712.1309,Person,Nuisance Fire,49.8018,-121.0045,0.0
V70042,20060510.215,Person,Nuisance Fire,49.4,-124.63,0.0
C10113,20160728.16,Lightning,Fire,53.0011,-121.4545,0.0
V60162,20090522.03,Person,Nuisance Fire,48.69470000000001,-123.5796,0.0
N10551,20060807.2207,Person,Nuisance Fire,49.2667,-115.3,0.0
V51223,20100906.061,Person,Nuisance Fire,49.78740000000001,-124.6273,0.0
V10156,20100612.2102,Person,Nuisance Fire,49.24160000000001,-122.8391,0.0
V10394,20020822.071,Person,Nuisance Fire,49.10160000000001,-121.4936,0.0
V10419,20130803.1916,Person,Nuisance Fire,49.5948,-121.9264,0.0
V60651,20110817.1013,Person,Nuisance Fire,48.8569,-123.2784,0.0
V30280,20120808.0229,Lightning,Nuisance Fire,50.27370000000001,-122.8681,0.0
V30396,20080729.07,Person,Nuisance Fire,49.9652,-123.2355,0.0
V70726,20080921.1959,Person,Nuisance Fire,49.37880000000001,-124.6228,0.0
V80321,20070809.1827,Person,Nuisance Fire,50.2,-125.25,0.0
V10899,20100807.1755,Person,Nuisance Fire,49.2544,-121.6075,0.0
N60071,20060630.23,Person,Nuisance Fire,49.0482,-119.0432,0.0
V70003,20140413.1604,Person,Nuisance Fire,49.2192,-124.8711,0.0
V10071,20120521.1707,Person,Nuisance Fire,49.56930000000001,-121.8094,0.0
V10121,20080531.2045,Person,Nuisance Fire,49.2875,-121.9042,0.0
R30033,20080630.164,Person,Nuisance Fire,54.8065,-127.2048,0.0
V50508,20120824.1657,Person,Nuisance Fire,49.8669,-124.25,0.0
V10082,20110523.2002,Person,Nuisance Fire,49.8505,-121.7673,0.0
V10533,20140914.1531,Person,Nuisance Fire,49.6865,-121.7426,0.0
V70044,20060511.1435,Person,Nuisance Fire,49.35140000000001,-124.477,0.0
V10166,20110612.1759,Person,Nuisance Fire,50.00870000000001,-121.6483,0.0
V60557,20090703.2107,Person,Nuisance Fire,48.3201,-123.6388,0.0
V70428,20090619.1225,Person,Nuisance Fire,49.1939,-124.131,0.0
V30302,20040712.1758,Person,Nuisance Fire,49.5844,-123.2265,0.0
G11787,20170818.1531,Unknown,Smoke Chase,53.21720000000001,-122.4707,0.0
V10111,20090517.1659,Person,Nuisance Fire,49.6083,-121.8242,0.0
V70119,20140622.1433,Person,Nuisance Fire,49.0555,-123.6567,0.0
V10068,20130520.1741,Person,Nuisance Fire,49.5197,-121.7678,0.0
V70378,20090614.0028,Person,Nuisance Fire,49.3533,-124.6282,0.0
V70108,20090517.1908,Person,Nuisance Fire,49.0722,-123.976,0.0
VA0104,20080526.1445,Person,Nuisance Fire,52.4315,-126.3882,0.0
V80541,20120826.1159,Person,Duplicate,50.0356,-125.9778,0.0
