FIRE_NO,IGN_DATE,FIRE_CAUSE,FIRE_TYPE,LATITUDE,LONGITUDE,SIZE_HA
G90053,20110614.1405,Person,Nuisance Fire,58.7,-127.85,100.0
C41703,20170812.1902,Lightning,Fire,51.7594,-120.901,197.3
K50010,20150411.12,Person,Fire,49.0153,-119.7301,100.0
C21875,20180801.0534,Lightning,Fire,51.8373,-122.4217,15.0
G80007,20090101.0001,Person,Fire,56.5097,-120.3833,310.0
N50263,20140723.1841,Lightning,Fire,49.90620000000001,-117.2518,173.0
C50471,20090801.1307,Lightning,Fire,53.04,-126.385,23.0
V51270,20190805.1604,Person,Fire,49.6725,-123.963,3.8
G80266,20160621.1615,Lightning,Fire,58.45200000000001,-121.1655,14.4
K41899,20180802.09,Lightning,Fire,50.9172,-118.3661,100.0
N11332,20180719.143,Person,Fire,49.5965,-115.8558,6.7
G40077,20150520.1317,Lightning,Fire,53.7013,-124.8181,3.08
V72278,20180806.22,Unknown,Fire,49.32380000000001,-124.9612,4.1
V60005,20040327.09,Person,Fire,48.5512,-123.9665,2.0
V10251,20010809.1628,Person,Fire,49.195,-122.61,5.0
C20200,20090615.1345,Lightning,Fire,51.9752,-122.475,14.8
N10670,20121016.0819,Lightning,Fire,49.7284,-115.7925,3.3000000000000003
C50406,20090730.1639,Lightning,Fire,51.77520000000001,-124.0712,40.0
C30112,20020510.12,Person,Fire,52.35,-121.65,38.0
N70311,20140802.1814,Lightning,Fire,49.3385,-116.8506,4.0
G90085,20030516.16,Person,Fire,58.0383,-123.2417,80.0
K20037,20010428.22,Person,Fire,50.5579,-119.95299999999999,8.0
G10117,20090611.1559,Lightning,Fire,54.2577,-123.2457,13.8
G70039,20020501.16,Person,Fire,55.5923,-122.4407,100.0
G50021,20100413.12,Person,Fire,54.6557,-124.6619,12.1
N70358,20060725.0652,Lightning,Fire,49.3485,-116.7889,10.8
G61633,20180730.175002,Unknown,Fire,55.7595,-124.842,1110.0
G70071,20060428.083,Person,Fire,55.7256,-120.5422,23.1
K10279,20150630.1611,Lightning,Fire,51.60570000000001,-119.7448,5.8
C10226,20100727.2143,Lightning,Fire,52.7407,-121.8025,9.9
K31464,20061010.09,Person,Fire,51.42440000000001,-118.7,18.0
G90763,20180621.1624,Lightning,Fire,59.5337,-120.4118,3604.3
G90102,20020602.1741,Person,Nuisance Fire,57.6,-123.7667,300.0
N40276,20060723.2349,Lightning,Fire,51.61040000000001,-118.2935,245.0
K10688,20130812.1602,Lightning,Fire,52.06460000000001,-118.9712,64.4
K40042,20020430.113,Person,Fire,50.21590000000001,-118.5671,3.5
N40772,20030810.1942,Lightning,Fire,51.7642,-117.2011,8.0
G10196,20160525.12,Person,Fire,53.301,-123.2004,6.5
C20034,20160418.19,Person,Fire,51.1904,-122.7503,2.0
N40325,20160806.1555,Lightning,Fire,51.5891,-118.3075,4.0
K20240,20120715.0247,Lightning,Fire,50.8219,-120.3516,4.6000000000000005
C50159,20120805.1539,Lightning,Fire,51.8173,-122.7833,4.2
K10494,20040804.1912,Lightning,Fire,52.35570000000001,-120.0823,4.0
G60279,20090730.1557,Lightning,Fire,56.7937,-126.6762,502.0
G80719,20180621.1254,Lightning,Fire,57.0383,-122.2133,56.0
C20261,20020820.16,Person,Fire,51.9705,-122.6947,25.0
V92680,20180811.0541,Lightning,Fire,51.0514,-125.6434,2.5
G90291,20180520.171,Lightning,Fire,58.53570000000001,-124.0318,35.1
G70072,20120516.173,Person,Fire,55.9042,-121.2869,7.4
G10108,20050528.213,Lightning,Fire,53.2288,-122.4882,5.0
N52722,20180811.1218,Lightning,Fire,50.0983,-118.0116,15.0
VA0162,20060626.1315,Person,Fire,51.5408,-127.7256,29.5
C20393,20130902.2148,Lightning,Fire,52.0457,-121.8536,6.1000000000000005
G90307,20160713.1822,Lightning,Fire,59.5204,-120.074,60.0
C50424,20090731.1722,Lightning,Fire,52.0078,-123.26,40.0
G10202,20100706.14,Person,Fire,54.2747,-123.2262,15.0
G30539,20060706.16,Lightning,Fire,52.957,-118.9572,25.0
V80005,20130416.1345,Person,Fire,50.3753,-126.5408,2.5
C50375,20021019.133,Person,Fire,52.045,-123.1443,40.0
C50020,20140417.1645,Person,Fire,52.06100000000001,-123.229,9.0
R40022,20060424.123,Person,Fire,55.26280000000001,-127.5954,18.0
G40837,20170707.1448,Lightning,Fire,53.4902,-124.5114,6670.0
R90182,20040611.1552,Lightning,Fire,58.55430000000001,-128.77280000000002,2550.0
K20031,20020429.17,Person,Fire,50.7512,-120.9525,6.0
G40119,20050528.1738,Lightning,Fire,53.44730000000001,-124.4199,20.0
G92052,20180731.1835,Lightning,Fire,58.7333,-127.7167,2484.2000000000007
G90224,20190511.111454,Person,Agency Assist,58.84220000000001,-122.8263,9.65
C50017,20140413.1605,Person,Fire,52.0071,-123.1582,2.0
K50184,20150627.2115,Lightning,Fire,49.05110000000001,-119.5398,2.5
G60288,20100621.1456,Lightning,Fire,55.69920000000001,-122.9219,116.9
C21268,20170720.0854,Lightning,Fire,51.528999999999996,-122.1579,2.0
G60082,20100323.06,Person,Fire,55.4905,-123.3941,22.2
N41263,20180717.2146,Lightning,Nuisance Fire,51.04190000000001,-118.0044,3.0
G90081,20150520.17,Lightning,Fire,58.06500000000001,-122.4683,1966.8
G80051,20050510.213,Person,Fire,56.2785,-120.7123,4.0
K70632,20120820.19,Lightning,Fire,50.5131,-121.4755,11.0
C30342,20020825.024,Lightning,Fire,52.41670000000001,-120.6667,5.0
G30081,20030522.14,Person,Fire,52.867,-118.6503,7.0
N40503,20090727.19,Lightning,Fire,51.6593,-118.4716,285.0
N10009,20160413.183,Person,Fire,50.1048,-114.9412,4.05
N22883,20180822.08,Lightning,Fire,51.1689,-117.2551,767.0
G70041,20160418.142,Person,Fire,55.8661,-121.6508,37.0
C40035,20100426.14,Person,Fire,51.5881,-121.0229,3.1
K20302,20001007.22,Person,Fire,51.3022,-119.5818,2.0
G80095,20040410.15,Person,Fire,56.55860000000001,-120.2382,2.0
N10012,20060425.08,Person,Fire,49.29510000000001,-115.0827,20.0
C20016,20140413.15,Person,Fire,52.113,-121.99700000000001,14.9
VA1389,20090705.2123,Lightning,Fire,52.62000000000001,-126.9383,10.0
K71803,20080227.15,Person,Fire,50.273,-121.6068,19.0
N40260,20040719.1802,Lightning,Fire,52.05430000000001,-118.3765,40.0
K31239,20170720.14,Lightning,Fire,50.9872,-119.1291,8.0
C20241,20160319.093,Person,Fire,52.0985,-121.9931,5.0
G90316,20120805.1438,Lightning,Fire,58.9273,-122.3387,4.2
N41869,20180731.1612,Lightning,Fire,51.5296,-118.3268,3.0
N60942,20061020.153,Person,Nuisance Fire,49.015,-118.79,35.0
G40117,20050529.1,Person,Fire,54.0613,-124.3195,16.5
K10674,20120808.0623,Lightning,Fire,52.20070000000001,-120.1315,4.5
G11108,20170715.112,Lightning,Fire,53.4523,-123.1865,10.2
C22366,20180802.165,Lightning,Fire,52.0555,-121.7496,2.1
R30003,20160401.1635,Person,Fire,54.82980000000001,-127.0503,2.2
C40418,20030812.13,Lightning,Fire,51.12000000000001,-121.9595,7.0
G10451,20060703.1847,Lightning,Fire,54.750400000000006,-123.70299999999999,62.3
N40020,20060506.04,Person,Nuisance Fire,50.858999999999995,-118.0928,2.64
G80055,20060425.13,Person,Fire,56.5208,-122.2961,12.0
K20021,20140408.133,Person,Fire,50.7134,-121.3096,6.6000000000000005
V10008,20060424.233,Person,Fire,49.0611,-120.7713,2.5
N10848,20060907.18,Lightning,Fire,50.1458,-114.9857,25.7
K20033,20010426.18,Person,Fire,50.7083,-121.2933,20.0
G30229,20100709.12,Lightning,Fire,53.6704,-120.4245,36.6
N70819,20000813.16,Person,Fire,49.0833,-116.4546,4.0
C20094,20111024.12,Unknown,Fire,51.5606,-123.34299999999999,80.0
N10010,20130422.12,Person,Fire,49.26900000000001,-115.1926,14.1
C50203,20141017.1207,Person,Fire,52.0001,-123.1319,8.700000000000001
R10649,20180620.1623,Lightning,Fire,54.03910000000001,-125.1898,20.0
C40192,20190508.1427,Person,Fire,51.5747,-120.886,2.0
V50745,20100731.2041,Lightning,Fire,50.1172,-123.6499,100.3
G91509,20180725.1825,Lightning,Fire,59.1873,-121.4556,53.9
N50456,20010813.04,Lightning,Fire,50.6388,-117.6355,3.0
K70004,20020411.13,Person,Fire,50.2564,-121.5864,3.0
K40665,20120821.18,Lightning,Fire,50.60570000000001,-118.5755,36.2
K20013,20030420.12,Person,Fire,50.8167,-121.5748,25.0
K60548,20140824.1305,Lightning,Fire,50.3108,-120.3539,5.0
V80481,20040811.04,Person,Fire,49.5472,-125.1018,14.0
G90194,20010815.0645,Lightning,Fire,59.3202,-120.1935,5.0
N51541,20180728.1457,Lightning,Fire,49.54810000000001,-117.7878,6.9
C50392,20020323.16,Person,Fire,52.125,-123.8457,6.6000000000000005
C11471,20180719.1623,Lightning,Fire,52.7282,-122.7209,11.0
G40021,20110508.12,Person,Fire,53.9835,-123.6136,2.0
G90184,20100624.1125,Lightning,Fire,58.975,-120.9,3.1
G70085,20040517.134,Person,Fire,55.6488,-122.2013,2.19
C10092,20190421.14,Person,Fire,53.3718,-124.1515,4.0
G40141,20040605.1328,Lightning,Fire,53.02670000000001,-125.3262,2.0
N70432,20060724.0135,Lightning,Fire,50.1458,-116.8673,40.0
G40128,20050528.1947,Lightning,Fire,53.5433,-123.9902,2.0
G70020,20100413.123,Person,Fire,55.8421,-121.6678,6.0
N10020,20140413.1322,Person,Nuisance Fire,49.5477,-115.78,2.0
G40008,20020428.12,Person,Fire,53.2912,-124.6262,35.0
G70221,20140713.124924,Unknown,Fire,55.81780000000001,-122.4897,26280.801
N41889,20180801.0709,Lightning,Fire,51.64080000000001,-118.4138,481.0
C30377,20090712.0108,Lightning,Fire,52.7714,-120.5725,187.0
K10537,20030809.1401,Lightning,Fire,52.3314,-119.7546,94.8
N40101,20150529.2002,Lightning,Fire,51.7896,-117.4752,2.9
C50091,20010522.14,Person,Fire,52.26750000000001,-124.17299999999999,40.0
C10480,20090731.1443,Lightning,Fire,53.1404,-124.2934,6618.0
G90048,20110605.1225,Lightning,Fire,58.88330000000001,-120.3,50.0
G40363,20060702.134,Lightning,Fire,53.5278,-124.9428,1590.0
K50626,20040314.1,Person,Fire,49.02350000000001,-119.7171,20.0
G90401,20030808.2,Lightning,Fire,58.4797,-125.2493,80.0
G80169,20160515.123,Person,Fire,57.303,-122.1052,4.26
G10161,20060516.13,Person,Fire,54.0991,-123.0428,3.8
K60014,20120409.12,Person,Fire,50.4641,-121.27799999999999,125.0
G90476,20030926.08,Person,Fire,58.49330000000001,-124.065,110.0
K60026,20060418.13,Person,Fire,50.04,-120.8513,3.9
K30027,20100422.1305,Person,Fire,50.54320000000001,-119.133,6.5
C40232,20100727.1251,Lightning,Fire,52.07270000000001,-121.0336,31.1
K60034,20150504.1545,Person,Fire,50.3999,-120.8528,2.5
G70299,20170609.0934,Person,Nuisance Fire,55.6267,-120.5501,2.0
N60343,20120816.133,Person,Fire,49.35630000000001,-118.8726,5.7
C20030,20130427.1624,Person,Fire,51.6551,-122.294,8.3
VA1261,20090801.024,Lightning,Fire,52.363,-126.633,368.0
K20478,20140810.2,Lightning,Fire,50.975,-119.9691,8.0
K20637,20030808.2023,Lightning,Fire,50.9217,-120.0183,3.0
C32224,20170707.1526,Lightning,Fire,52.51170000000001,-121.7661,5.2
K30619,20060723.21,Lightning,Fire,50.6884,-119.6915,8.4
G92012,20170830.201,Lightning,Fire,59.7423,-121.3035,135.0
N70594,20150813.2329,Lightning,Fire,49.2576,-116.9248,5.1000000000000005
R40214,20180516.18,Person,Fire,55.4465,-127.728,3.0
N20240,20140730.1129,Lightning,Duplicate,50.1871,-115.4067,5.0
C10204,20060704.2209,Lightning,Fire,52.9466,-123.9884,1315.0
K51614,20170807.223,Person,Fire,49.0186,-119.415,10.0
V50441,20150819.19,Person,Fire,49.7492,-123.5085,30.0
C50018,20150416.1313,Person,Fire,51.99330000000001,-123.1585,5.7
V30944,20090725.1629,Lightning,Fire,50.5559,-123.0607,2.4
G40026,20100413.17,Person,Fire,53.9526,-124.1702,77.0
G10109,20140613.1247,Lightning,Fire,54.2818,-122.282,11.0
C40336,20100802.1707,Lightning,Fire,51.0916,-121.3068,2.2
G80019,20110506.173,Unknown,Fire,56.215,-121.4262,2.1
N70680,20130325.1515,Person,Nuisance Fire,49.1424,-116.5717,10.0
C40505,20040930.15,Person,Fire,51.2242,-120.6132,46.4
N41871,20170824.0806,Lightning,Fire,51.4819,-118.2289,151.0
G80146,20100617.131,Lightning,Fire,57.0458,-122.5698,57.0
K61558,20080816.16,Unknown,Fire,49.8855,-120.7403,37.0
N42018,20180801.2057,Lightning,Fire,51.8427,-118.0758,10.0
R20150,20040623.173,Person,Fire,54.86530000000001,-126.4114,87.0
N50411,20010812.22,Lightning,Fire,50.6833,-117.383,5.6000000000000005
K40273,20030730.1345,Person,Fire,50.2698,-119.2774,7.0
V72388,20180809.2145,Person,Fire,49.216,-124.8438,30.0
G50156,20150524.1938,Lightning,Fire,54.763999999999996,-124.8485,6.7
G92251,20180802.2201,Lightning,Fire,58.6499,-122.1356,14.7
C10370,20040719.115,Lightning,Fire,53.2817,-123.6217,3.0
N20015,20010422.2,Person,Fire,50.6083,-116.067,2.0
C40003,20020411.1,Person,Fire,51.8518,-121.5927,10.0
V62214,20180805.15,Person,Fire,49.081,-124.0716,182.0
C50244,20010924.08,Person,Fire,51.70630000000001,-124.0432,195.0
K20016,20160414.15,Person,Fire,50.8006,-121.5985,12.9
N40385,20030806.12,Lightning,Fire,51.7885,-118.2145,223.0
V12335,20180319.12,Person,Fire,49.28760000000001,-121.9021,26.828000000000007
V60998,20180702.15,Person,Fire,48.4386,-123.8399,84.0
G62400,20180731.2041,Lightning,Fire,57.24780000000001,-123.5169,3.2
V82703,20180810.19,Lightning,Fire,50.1541,-127.3322,4.0
G90094,20140530.1641,Lightning,Fire,59.1892,-121.979,15.2
C40056,20090502.1645,Person,Fire,51.12000000000001,-121.1022,32.5
C30412,20040724.2006,Lightning,Fire,52.808400000000006,-120.4068,30.0
K10385,20040626.1509,Lightning,Fire,52.3037,-119.9862,5.0
V72306,20180807.23,Person,Fire,49.3055,-124.767,10.0
N70616,20150813.2344,Lightning,Fire,49.3871,-116.5172,165.0
C30266,20030731.17,Lightning,Fire,52.6933,-120.595,180.0
K70239,20110802.1828,Person,Fire,50.4648,-121.6857,5.5
V80689,20031104.12,Person,Fire,49.8667,-126.1833,9.0
N40379,20040706.1811,Lightning,Fire,51.84370000000001,-118.3693,122.0
K30279,20010815.1425,Person,Fire,51.48280000000001,-118.892,19.2
N20484,20180602.12,Person,Fire,50.3096,-115.4972,47.0
C50033,20120512.1,Person,Fire,52.0255,-123.6489,47.0
G80134,20140624.1503,Lightning,Fire,58.1598,-121.1523,5.4
C50007,20170404.1355,Person,Fire,52.0903,-123.2556,1.94
G80018,20140502.155,Person,Fire,56.5383,-121.757,2.0
G90201,20120716.1548,Lightning,Fire,59.4896,-120.3714,7.6
G70238,20140702.2138,Lightning,Fire,54.91990000000001,-120.35700000000001,4.0
C40031,20130427.172,Person,Fire,51.4207,-121.9926,12.1
G90043,20150512.1,Person,Fire,58.83340000000001,-121.3858,3.4
G70166,20180512.161,Person,Fire,55.72060000000001,-121.2157,2.3000000000000003
V52837,20180820.18,Lightning,Fire,50.7014,-123.9351,36.0
N40763,20090821.0138,Lightning,Fire,51.7965,-118.09899999999999,10.0
K60903,20140331.143,Person,Fire,49.5271,-120.4808,10.0
K50669,20190618.214618,Person,Fire,49.4814,-119.6166,9.0
V51383,20090805.0323,Lightning,Fire,50.8688,-124.3798,59.15
G50716,20060903.12,Person,Fire,55.6202,-125.6348,3.1
V50455,20160827.063,Person,Fire,50.19920000000001,-124.844,5.2
VA0201,20040621.1948,Lightning,Fire,52.29360000000001,-126.1444,80.0
C20267,20100727.1925,Lightning,Fire,52.323,-122.5231,4.5
C50182,20130801.0001,Lightning,Fire,52.4892,-125.6493,2.2
C50005,20140408.13,Person,Fire,52.03570000000001,-123.1899,2.0
C41848,20180731.1819,Lightning,Fire,52.06310000000001,-120.6626,216.0
G90084,20090529.1654,Lightning,Fire,59.5471,-126.4249,23182.0
G90292,20150625.1527,Lightning,Fire,58.0797,-121.9575,2421.1
C20249,20100727.1905,Lightning,Fire,51.99760000000001,-122.9121,163.3
G50283,20090730.1515,Lightning,Fire,55.7577,-125.58,450.0
G10049,20100319.12,Person,Fire,53.9423,-123.0955,24.3
C20110,20030617.15,Person,Fire,52.0246,-122.1515,3.0
G70023,20120505.114,Person,Fire,55.6448,-121.5821,10.0
G90888,20180621.1811,Lightning,Fire,59.1373,-122.3108,20.3
C50018,20160408.093,Person,Fire,51.4804,-123.80799999999999,5.5
V60511,20140912.12,Unknown,Fire,48.3886,-123.56299999999999,6.5
K20871,20130912.203,Person,Fire,50.6539,-120.9708,4.6000000000000005
G50423,20060703.1606,Lightning,Fire,54.7542,-124.4905,8.2
N50004,20050409.1,Person,Fire,49.2406,-117.2412,11.8
V52889,20180824.21,Person,Fire,50.2898,-124.7157,658.0
N20200,20140727.13,Lightning,Fire,50.173,-115.6756,1976.0
N50866,20060909.0808,Lightning,Fire,49.9155,-117.2469,2.0
K60152,20010630.2047,Lightning,Fire,49.4382,-120.3675,3.0
C10373,20100728.1347,Lightning,Fire,53.0653,-124.3027,304.8
N20173,20140721.0434,Lightning,Fire,51.012,-116.9166,708.0
V30083,20090515.14,Person,Fire,50.5701,-122.6253,4.4
N51476,20180726.12,Lightning,Fire,49.00980000000001,-117.9849,53.25
N12565,20180811.1722,Lightning,Fire,49.56480000000001,-114.7605,30.0
G70002,20160401.16,Person,Fire,55.8673,-121.6545,20.0
K20068,20090423.1354,Person,Nuisance Fire,50.83450000000001,-121.3771,25.0
K60020,20060417.19,Person,Fire,50.1708,-121.0247,3.9
G90075,20110714.1502,Lightning,Fire,58.9968,-121.0736,6.6000000000000005
N50365,20020820.16,Lightning,Fire,49.511,-117.7703,50.0
K50247,20010802.1525,Person,Fire,49.4967,-119.562,2.5
N12407,20180727.1636,Lightning,Fire,50.02970000000001,-115.1699,760.0
R30023,20100215.14,Person,Fire,54.5176,-126.8392,3.8
K70998,20121014.19,Person,Fire,50.4814,-121.3036,2.0
G80064,20030512.1502,Person,Fire,56.2667,-121.0998,30.0
G90232,20140714.2032,Lightning,Fire,59.2032,-121.1964,1290.0
G70034,20000425.151,Person,Fire,55.8528,-121.662,9.0
G60461,20090730.0043,Lightning,Fire,58.09840000000001,-127.13799999999999,4041.6
C50027,20160409.1915,Person,Fire,52.1473,-123.92299999999999,2.6
K60081,20190420.153505,Person,Fire,50.1417,-120.8395,6.0
R40160,20040624.15,Lightning,Fire,55.02070000000001,-127.852,6.0
K20742,20060729.1405,Person,Fire,50.6856,-121.3206,12.0
N71602,20180727.2039,Lightning,Fire,49.3797,-116.5136,1558.0
N51697,20170812.1725,Lightning,Fire,50.0489,-117.4156,3.1
G10648,20101007.17,Person,Fire,53.7201,-122.4177,5.4
K11461,20061003.16,Person,Fire,51.9594,-119.1145,3.6
G10097,20150522.1458,Lightning,Fire,53.45399999999999,-122.1598,2.1
V92294,20171023.08,Person,Fire,50.2794,-126.6925,80.0
C50173,20000731.0239,Lightning,Fire,52.88330000000001,-125.75,110.0
V60824,20090721.0215,Person,Fire,48.49160000000001,-123.4386,2.0
G90073,20020525.1351,Person,Fire,58.8504,-125.0352,200.0
V10073,20180429.13,Person,Fire,53.2205,-131.7953,7.0
N50589,20090804.21,Lightning,Fire,50.70500000000001,-117.8573,56.8
K11633,20170716.0713,Lightning,Fire,52.8305,-120.1061,309.1
G70061,20120514.13,Person,Fire,55.11380000000001,-120.9035,46.0
R40007,20050422.09,Person,Fire,55.3776,-127.6809,2.1
V10016,20010424.09,Person,Nuisance Fire,49.59,-121.3,4.0
C10279,20030801.14,Lightning,Fire,53.2867,-121.0317,180.0
C20104,20120718.0426,Lightning,Fire,51.826,-121.8625,270.0
K51497,20180727.1248,Person,Fire,49.9157,-119.4512,4.8
G80454,20060703.2355,Lightning,Fire,56.7753,-122.8287,6.9
G80005,20050420.15,Person,Nuisance Fire,56.1873,-121.5488,50.0
C42324,20180801.2117,Lightning,Fire,51.2507,-121.2912,609.0
G60278,20100718.1446,Lightning,Fire,56.13160000000001,-122.7959,950.8
C30180,20090613.1746,Lightning,Fire,52.07850000000001,-121.5804,2.1
G13071,20180922.0706,Person,Fire,54.14700000000001,-121.7911,2.0
C10211,20001018.08,Person,Fire,53.28720000000001,-121.9702,3.8
C10205,20190509.145013,Person,Fire,52.93400000000001,-123.5736,5.0
N10017,20050422.1301,Person,Fire,49.6447,-115.6517,2.6
G90257,20120722.1613,Lightning,Fire,59.8963,-121.6618,1102.3
N40217,20130727.0535,Lightning,Fire,51.6933,-118.5363,16.6
R10047,20060510.1615,Person,Fire,54.3628,-125.8669,2.0
G90086,20030514.16,Person,Fire,58.05,-123.2833,200.0
G80360,20040717.185,Lightning,Fire,58.13050000000001,-120.4228,2.5
K21446,20060925.12,Person,Fire,50.9035,-120.6524,2.0
G90233,20100709.1611,Lightning,Fire,58.72,-122.3183,5.7
N10075,20020602.2037,Lightning,Fire,49.50870000000001,-115.8502,2.0
N70245,20150630.2157,Lightning,Fire,50.361999999999995,-117.1922,470.0
G90418,20090731.2039,Lightning,Fire,59.8333,-121.98,35.7
G80347,20120808.1832,Lightning,Fire,57.1792,-120.6867,8.9
G70298,20001011.19,Person,Fire,56.0213,-121.0085,45.0
K50914,20120921.15,Person,Fire,49.8699,-119.3073,41.0
R40100,20040621.2016,Lightning,Fire,55.0564,-127.7827,20.0
G70392,20140805.1622,Lightning,Fire,54.8385,-120.0017,54.0
K50179,20140702.16,Person,Fire,49.0773,-119.55799999999999,9.4
K30302,20150619.1728,Lightning,Fire,51.4373,-118.8729,4.0
V12228,20171002.14,Person,Fire,49.3181,-121.2708,2.14
R40037,20060502.18,Person,Fire,55.3614,-127.6929,5.6000000000000005
K60017,20020422.123,Person,Fire,50.10570000000001,-120.8327,4.0
G50053,20140512.1,Person,Fire,54.2218,-123.8081,77.5
N50413,20010812.22,Lightning,Fire,50.68700000000001,-117.551,501.0
K20972,20121005.183,Person,Fire,50.343999999999994,-120.4115,14.0
G90303,20120726.1651,Lightning,Fire,59.9602,-127.0105,878.3000000000002
C40206,20130803.1606,Lightning,Fire,51.1845,-121.0525,5.5
R10221,20100727.2324,Lightning,Fire,53.47,-126.2967,7035.0
G90240,20120622.1726,Lightning,Fire,59.52050000000001,-123.7362,2540.0
VA1496,20090806.1006,Lightning,Fire,51.7888,-125.6422,2.0
C50012,20090415.11,Person,Fire,52.0625,-123.2315,10.6
C30600,20041005.12,Person,Nuisance Fire,52.8048,-121.5143,20.0
G10018,20030430.133,Person,Fire,53.8267,-122.63,4.5
K60604,20180620.15,Lightning,Fire,50.2256,-121.047,3.4
C20189,20100727.2011,Lightning,Fire,52.1356,-122.4162,15657.3
K52024,20170902.1515,Person,Fire,49.7298,-119.829,2224.0
G30005,20040406.09,Person,Fire,52.8446,-119.2575,2.1
VA0349,20160806.17,Lightning,Fire,52.77540000000001,-127.0041,10.0
G90310,20040715.1318,Lightning,Fire,59.56,-122.7975,3620.7
G60732,20180620.18,Lightning,Fire,56.1535,-124.882,5.0
G50693,20180620.221,Lightning,Fire,54.5313,-123.5977,26.0
N20306,20120808.21,Lightning,Fire,50.93190000000001,-115.8532,575.0
N71697,20190802.214444,Lightning,Fire,49.8657,-116.8179,4.7
K10296,20150629.2,Lightning,Fire,52.4754,-119.8134,30.7
G60364,20090729.1813,Lightning,Fire,56.348000000000006,-123.8543,2.7
C50003,20040402.18,Person,Nuisance Fire,51.9983,-123.1614,10.5
K51537,20040329.14,Person,Fire,49.4741,-119.64299999999999,30.0
N41172,20170710.0823,Lightning,Fire,51.4466,-117.5542,1632.0
R20092,20160804.1009,Lightning,Fire,53.5994,-127.2363,9.8
G70059,20060425.1945,Person,Nuisance Fire,55.7993,-121.9041,2.0
N21628,20170807.2212,Lightning,Fire,50.213,-115.3471,26399.0
G80041,20030509.16,Person,Fire,56.1144,-120.4039,25.0
K70112,20040620.132,Lightning,Fire,50.669,-122.0992,954.0
N50311,20060724.0137,Lightning,Fire,50.6929,-117.4899,50.0
K20223,20050903.173,Person,Duplicate,50.5285,-121.2612,6.8
R90093,20100727.183,Lightning,Fire,59.8588,-129.1723,35284.398
K20609,20170705.1532,Person,Fire,50.71290000000001,-120.6226,9.2
G70081,20020525.16,Person,Fire,55.6217,-120.5747,32.0
G80046,20100417.13,Person,Fire,56.262600000000006,-121.1649,4.75
K30209,20000806.1431,Lightning,Fire,51.45220000000001,-118.9125,2.0
R40016,20140506.12,Unknown,Fire,55.505,-127.777,15.0
V30402,20001012.08,Person,Fire,50.6833,-123.4833,15.0
G80325,20150629.22,Lightning,Fire,57.7415,-122.7362,15.0
C10116,20040608.2,Lightning,Fire,52.9267,-125.4683,34.5
G90135,20000626.12,Lightning,Fire,59.2267,-120.9017,29.0
C30187,20040624.12,Lightning,Fire,52.5217,-120.6067,6.12
N50270,20020723.16,Lightning,Fire,49.9451,-117.4357,15.0
G90392,20120808.19,Lightning,Fire,59.0669,-121.5275,38.5
VA0522,20170203.2,Person,Fire,52.1583,-128.0361,150.0
K10362,20011003.131,Person,Fire,52.4925,-119.40299999999999,2.0
N40084,20140710.163,Person,Fire,51.8338,-117.809,40.3
G90339,20040709.1346,Lightning,Fire,58.994,-121.9733,8.0
N10677,20130305.13,Person,Fire,49.4658,-115.4488,5.0
G61589,20180729.194404,Unknown,Fire,57.4082,-126.0986,90.0
C40593,20090901.1936,Lightning,Fire,51.5109,-122.2305,5.2
G60242,20181120.141636,Person,Fire,56.4121,-124.3715,4.0600000000000005
G60318,20090730.1347,Lightning,Fire,56.0084,-125.4361,32.5
C20070,20020430.12,Person,Fire,52.2518,-122.7992,3.0
R40047,20170423.213,Person,Fire,55.2496,-127.6674,6.2
V50179,20040619.1735,Person,Fire,49.8784,-124.5272,3.0
G80401,20120812.1809,Lightning,Fire,57.2258,-120.7887,751.9
G10024,20030430.08,Person,Fire,53.8774,-123.296,5.0
C50047,20150516.15,Person,Fire,52.33150000000001,-124.3201,11.2
C50219,20120905.173,Person,Fire,51.9784,-123.1457,11.1
G40407,20030815.1606,Lightning,Duplicate,53.0517,-125.8667,10.0
K20005,20120406.1638,Person,Nuisance Fire,50.8346,-121.3744,2.0
G92353,20180808.16,Lightning,Fire,59.105,-122.5963,2.6
R20172,20100802.1436,Lightning,Fire,54.9343,-126.5911,2.5
C10662,20091009.09,Person,Fire,52.63500000000001,-123.1354,25.0
V60328,20130729.1,Unknown,Fire,48.4387,-124.0313,2.5
G40168,20060516.12,Person,Fire,52.9718,-125.1667,840.0
N11605,20170807.1645,Person,Fire,49.1828,-115.1705,2.0
R40061,20180427.2,Person,Fire,55.0675,-128.2314,12.3
G60431,20190531.1948,Lightning,Fire,57.79060000000001,-125.53,20.0
G70022,20060416.14,Person,Fire,55.6137,-120.5751,2.8000000000000003
K20996,20121014.143,Person,Fire,50.65790000000001,-120.3262,3.9
R10095,20190422.16,Person,Fire,54.4065,-126.1642,2.45
G40111,20050529.1215,Lightning,Duplicate,53.9935,-123.5818,517.0
R10100,20100727.2157,Lightning,Fire,53.8506,-125.3688,40000.0
K60589,20120818.2,Person,Fire,49.6225,-120.1728,15.0
N52557,20180811.1257,Lightning,Fire,50.3044,-117.7919,111.0
N12419,20180810.175,Lightning,Fire,49.8341,-115.9123,6.4
V82493,20180810.2,Lightning,Fire,50.2042,-127.0956,7.0
V60853,20120929.07,Person,Fire,48.63220000000001,-124.4483,3.5
