FIRE_NO,IGN_DATE,FIRE_CAUSE,FIRE_TYPE,LATITUDE,LONGITUDE,SIZE_HA
C50033,20020423.18,Person,Fire,52.3918,-125.2282,3.0
K50269,20100728.222,Lightning,Fire,49.84540000000001,-119.0498,10.0
R90035,20100529.1938,Lightning,Fire,59.041,-131.4649,1425.0
K50600,20140915.1455,Person,Fire,49.4609,-119.7278,16.0
G70469,20180603.1332,Person,Nuisance Fire,56.01770000000001,-120.1401,2.0
N20074,20150521.14,Unknown,Fire,49.8707,-115.639,6.2
G60201,20020616.1313,Lightning,Fire,57.41670000000001,-126.15,1923.0
K40431,20140805.1804,Lightning,Fire,49.9686,-118.4124,15.4
N60174,20030718.15,Person,Fire,49.4974,-119.1173,80.0
G80263,20090729.1846,Lightning,Fire,57.3239,-120.6635,12.0
C50259,20060721.161,Person,Fire,52.0505,-123.2137,25.9
R50077,20020620.15,Person,Fire,54.9333,-129.57500000000002,3.5
V80636,20040816.12,Lightning,Fire,49.62000000000001,-126.0167,2.0
C40048,20090502.1205,Person,Fire,51.3017,-121.3917,996.0
R50072,20040620.19,Lightning,Fire,55.01020000000001,-129.3333,15.0
K61538,20040331.09,Person,Fire,50.2304,-121.0938,6.0
R91972,20180731.21,Lightning,Fire,57.9768,-130.2529,34.0
R40024,20170416.14,Person,Fire,55.5009,-127.7669,16.0
C40058,20050529.163,Lightning,Fire,51.9,-121.25,111.0
K10595,20101012.1,Person,Fire,52.1498,-119.4103,6.0
N10382,20170608.1603,Lightning,Fire,49.7106,-115.1804,34.14
K10651,20030811.2047,Lightning,Fire,52.4482,-119.87799999999999,11.9
R50071,20040620.22,Lightning,Fire,54.4513,-128.83780000000002,22.0
N70469,20090730.2258,Lightning,Fire,50.50100000000001,-117.3106,3.5
N60508,20150720.0443,Lightning,Fire,49.4067,-118.6658,2.01
G91047,20180705.1922,Lightning,Fire,58.8185,-121.5628,13.3
K70545,20021031.113,Person,Fire,50.57980000000001,-122.1415,35.0
C50226,20020727.12,Person,Fire,52.2843,-123.8783,10.0
K40481,20150723.1642,Person,Nuisance Fire,50.223,-119.3075,2.0
C10061,20090502.16,Person,Fire,53.1025,-124.37899999999999,7.0
N60655,20111018.1554,Person,Nuisance Fire,49.0456,-118.5364,2.1
G90175,20050529.2132,Lightning,Fire,58.6,-121.475,58.0
K20348,20020824.2034,Lightning,Fire,50.6889,-120.5239,258.0
G62676,20180730.2019,Lightning,Fire,56.76430000000001,-125.4982,3.2
R90039,20150517.1735,Lightning,Fire,58.82420000000001,-132.9268,700.0
G80802,20061007.18,Person,Fire,56.3474,-121.0039,9.0
C50146,20140802.1933,Lightning,Fire,52.233,-124.5783,44.5
R92303,20180731.2027,Lightning,Fire,57.6019,-131.0149,11000.0
K50162,20010704.1836,Person,Fire,49.2016,-119.568,14.0
R90108,20130718.1605,Unknown,Fire,59.6252,-133.8571,2.0
G80082,20010521.12,Person,Fire,56.5388,-122.365,4.0
K10721,20130802.2117,Lightning,Fire,52.5505,-119.8951,16.6
N50657,20130829.1726,Lightning,Fire,49.8587,-117.51299999999999,3.9
N60473,20020829.17,Lightning,Fire,49.45050000000001,-119.1693,2.5
G60424,20120816.08,Lightning,Fire,58.5225,-126.89399999999999,11.7
V30391,20040706.12,Lightning,Fire,50.1248,-122.8645,3.0
C20035,20000417.11,Person,Fire,52.0303,-122.6295,45.0
G70069,20090511.14,Person,Fire,55.8189,-121.6479,2.1
K40587,20060723.2122,Lightning,Fire,50.46,-119.5917,134.0
K50438,20150720.17,Lightning,Fire,49.2012,-119.5895,130.0
G10003,20130422.153,Person,Fire,53.1628,-122.5276,2.8000000000000003
G70250,20040628.0239,Lightning,Fire,55.1612,-120.2648,2.3000000000000003
R40065,20130616.1706,Lightning,Fire,55.111700000000006,-128.178,2.0
G50102,20030604.06,Person,Fire,54.3656,-124.1536,2.3000000000000003
G10065,20180428.15,Person,Fire,53.4663,-122.5915,7.6
G70003,20160402.22,Person,Fire,55.8331,-121.8554,59.1
N40403,20120806.173,Lightning,Fire,50.81910000000001,-118.2223,7.5
G90138,20120620.1225,Lightning,Fire,59.3537,-120.2667,12.0
R40006,20020427.16,Person,Fire,55.238200000000006,-127.6423,3.5
N42141,20180803.041,Lightning,Fire,51.67780000000001,-118.0357,2.0
C50013,20050408.16,Person,Fire,51.8064,-123.0661,2.7
C20010,20030328.12,Person,Fire,51.76,-122.7513,28.0
R11796,20180731.21,Lightning,Fire,53.8473,-125.9871,47610.0
C20009,20120414.1855,Person,Fire,52.1,-121.9833,26.2
G80167,20180512.17,Person,Fire,56.1339,-120.4533,7.0
K10212,20050826.14,Person,Fire,51.61230000000001,-120.1613,2.0
C50057,20020429.1049,Person,Fire,51.7833,-123.4667,35.0
R92132,20180730.0345,Lightning,Fire,59.4452,-128.65120000000002,156775.0
V12179,20180804.08,Lightning,Fire,49.6921,-121.5444,410.6
G10025,20090502.1202,Person,Fire,53.5343,-123.365,15.0
N52910,20180725.0545,Lightning,Fire,49.1496,-117.1416,55.0
G90189,20030708.1445,Lightning,Fire,59.021,-121.0702,2.0
C31156,20170716.1501,Lightning,Fire,52.6002,-121.039,577.0
G80110,20000601.145,Person,Fire,56.9333,-121.3167,16.0
N41845,20180731.1956,Lightning,Fire,51.2916,-118.1363,42.0
G80059,20160418.15,Person,Fire,56.3774,-121.1388,25.0
G80381,20060702.1337,Lightning,Fire,56.95330000000001,-121.87,4366.2
G90399,20120726.1711,Lightning,Fire,58.5179,-127.2858,938.9
N50027,20050430.16,Person,Fire,50.1217,-117.9166,29.1
K70526,20021011.1,Person,Fire,50.80280000000001,-123.053,60.0
G80091,20100512.1725,Person,Fire,57.0262,-122.7494,20.9
K72331,20180312.133,Person,Fire,50.2481,-121.5893,7.0
VA0387,20130731.173,Lightning,Fire,51.5608,-126.786,2.13
G90222,20150526.2304,Lightning,Fire,58.29830000000001,-123.2283,61.8
K51681,20190904.1232,Lightning,Fire,49.5458,-119.4711,10.0
G80204,20150602.191,Lightning,Fire,57.8946,-120.0164,81.0
C42133,20180731.1733,Lightning,Fire,51.9574,-121.0943,10.0
N10001,20100403.09,Person,Fire,49.4707,-115.4943,13.5
N51862,20170823.2022,Lightning,Fire,50.8719,-117.5869,37.6
V30699,20190623.003,Person,Fire,49.4108,-123.2388,4.5
R90913,20190707.021856,Person,Fire,56.7057,-130.7187,7.0
C20293,20100727.2007,Lightning,Fire,52.2836,-122.5453,12.0
G10776,20060919.12,Person,Fire,54.0687,-122.65299999999999,15.0
C20003,20060408.14,Person,Fire,52.2704,-122.1251,45.0
G60140,20180509.12,Person,Fire,57.2179,-125.4256,8.8
G30725,20060904.2,Lightning,Fire,53.4516,-120.5864,26.0
K60035,20180425.1042,Person,Fire,50.4028,-120.8166,2.0
R50068,20040620.2,Lightning,Fire,54.5333,-128.41670000000002,46.9
G90116,20010621.12,Lightning,Fire,58.4515,-121.546,6.0
C50400,20090730.1538,Lightning,Fire,51.2748,-124.2067,2400.0
G40336,20100727.2045,Lightning,Fire,53.5078,-124.0143,401.0
G30459,20060704.1555,Lightning,Fire,53.0082,-119.1765,2.0
G40198,20140702.125,Lightning,Fire,53.1431,-124.3816,21518.0
V82633,20180811.0047,Lightning,Fire,49.8964,-126.6984,45.0
K50144,20100712.1017,Person,Fire,49.8029,-119.6674,30.0
C50395,20090730.133,Lightning,Fire,52.265,-124.6783,123.0
C40654,20190617.190739,Lightning,Fire,51.71870000000001,-120.9244,4.2700000000000005
G80116,20160215.12,Person,Fire,56.3304,-121.0714,4.0
N70213,20000720.1907,Lightning,Fire,49.36080000000001,-116.6205,87.0
N72271,20171017.1355,Person,Fire,49.1513,-116.2413,2.63
C30379,20021022.16,Person,Fire,52.2833,-120.5333,2.5
G70044,20120511.14,Person,Fire,55.8778,-120.6636,17.0
N20157,20010701.1247,Lightning,Fire,50.1317,-115.5433,300.0
G10210,20140702.1634,Lightning,Fire,55.0042,-122.973,2.0
K60001,20000401.123,Person,Fire,50.15,-120.8619,3.5
K70051,20150424.11,Person,Fire,50.7319,-122.2256,8.0
K10536,20030806.1758,Lightning,Fire,52.3353,-119.7942,3.9
G50165,20040620.17,Lightning,Fire,55.4883,-125.2917,100.0
N11171,20190730.051011,Lightning,Fire,49.2428,-115.6327,35.0
K60493,20100823.16,Person,Fire,49.688,-120.4535,2.5
G90089,20030524.16,Person,Fire,58.6542,-124.3258,300.0
V92236,20171003.19,Unknown,Fire,50.4018,-126.9223,4.0
K10622,20030806.1341,Lightning,Fire,52.3639,-119.3615,9.44
G60580,20180620.1309,Lightning,Fire,55.1674,-123.4199,2.0
R10002,20100404.14,Person,Fire,53.9327,-125.6671,2.9
G60178,20040621.2032,Lightning,Fire,56.3776,-124.9533,20.0
G90097,20020531.12,Person,Fire,58.195,-123.4983,15.0
N20017,20150210.1,Person,Fire,50.038999999999994,-115.78,2.5
V62313,20171024.11,Person,Fire,48.6398,-124.5435,16.0
V80685,20031104.11,Person,Fire,49.7833,-126.05,2.1
R90183,20040626.164,Lightning,Fire,59.1283,-131.71,100.0
N41730,20180731.1631,Lightning,Fire,51.5829,-118.1869,13.0
G40038,20120511.14,Person,Fire,53.9012,-124.0838,2.2
N50008,20160413.1,Person,Fire,49.1736,-117.521,2.5
K50161,20010701.18,Lightning,Fire,49.6645,-120.0368,2.0
N10003,20130409.103,Person,Fire,49.6128,-115.6426,6.8
K72071,20170813.1423,Lightning,Fire,51.0268,-122.4442,30.0
R10001,20160331.13,Person,Fire,54.0046,-125.716,26.0
K20298,20030801.1535,Person,Fire,50.7231,-120.3214,5730.4000000000015
G70006,20150412.1345,Person,Fire,55.88350000000001,-120.7975,44.0
K42786,20180820.0906,Lightning,Fire,51.328,-119.0475,6.0
C40589,20190613.11401,Lightning,Fire,51.53760000000001,-121.5897,2.1
V70083,20130607.123,Person,Fire,49.4029,-125.022,2.0
K40469,20030807.18,Lightning,Fire,50.7883,-118.4683,1645.0
K22192,20170924.07,Person,Fire,50.54040000000001,-120.4108,2.2
R40020,20060424.15,Person,Fire,55.2543,-127.5999,4.0
K20008,20130403.1,Person,Fire,50.8877,-121.4029,16.0
G70011,20060410.1445,Person,Fire,55.6782,-121.4888,2.0
K30024,20110430.133,Person,Fire,50.8037,-119.6377,8.0
C50040,20050525.18,Person,Fire,52.2123,-123.2278,2.44
G90795,20061005.13,Person,Fire,58.1309,-123.4759,4.0
V70745,20131004.12,Person,Fire,48.81780000000001,-124.8725,40.0
N11999,20170901.11,Person,Fire,49.6221,-115.7007,398.0
C20528,20040329.15,Person,Fire,52.2625,-122.0583,10.0
G70031,20000425.143,Person,Fire,55.8045,-121.4628,2.0
K63190,20190325.142,Unknown,Fire,50.146,-120.2884,8.1
K70041,20150508.123,Person,Fire,50.8988,-121.7933,2.4
C30206,20000927.17,Person,Fire,52.3667,-120.6,8.0
G51638,20180730.182122,Unknown,Fire,55.4345,-125.3901,4.5
C20252,20160330.14,Person,Fire,51.55,-122.2667,60.0
G10168,20050527.07,Lightning,Fire,53.425,-123.3,3.2
G80285,20150628.02,Person,Fire,56.2873,-121.6707,3.3000000000000003
G90793,20180621.1735,Lightning,Fire,58.731,-122.5637,163.20000000000005
V70163,20060626.14,Person,Fire,49.04020000000001,-124.1104,2.0
G60121,20040604.123,Person,Fire,56.0848,-125.0023,70.4
G10094,20170507.1401,Person,Fire,53.3511,-122.6203,23.3
N10027,20150506.1705,Person,Fire,50.18400000000001,-114.9571,2.8000000000000003
V70351,20160811.18,Person,Fire,49.4005,-125.0071,5.8
K60023,20190404.132003,Unknown,Fire,50.2002,-120.4585,2.7
V82230,20171002.0009,Person,Fire,50.0651,-125.6712,6.0
K60057,20190415.12,Unknown,Fire,49.5642,-120.4835,9.1
G70091,20020522.12,Person,Fire,55.925,-121.2737,6.5
R20148,20100728.17,Lightning,Fire,54.1116,-127.7191,1483.0
G42036,20180802.153322,Lightning,Fire,53.53610000000001,-124.4761,224.0
N60476,20120901.131,Person,Fire,49.1867,-118.4522,10.4
N50734,20131029.09,Person,Fire,50.3868,-118.1418,40.0
C20414,20170626.183,Person,Fire,52.015,-122.9005,41.8
C50224,20020726.16,Person,Fire,51.92760000000001,-125.2106,2.5
K10848,20170707.1621,Lightning,Fire,51.47960000000001,-119.2861,4.5
C50415,20090730.17,Lightning,Fire,51.8665,-123.6661,2.0
K71429,20180723.14,Person,Fire,50.4484,-121.3107,85.0
G42866,20180731.1415,Lightning,Fire,53.1514,-124.8113,2.0
R40042,20060504.16,Person,Fire,55.2781,-128.0745,4.1
K50018,20140407.12,Person,Fire,49.1752,-119.447,2.9
K60001,20130331.1,Person,Fire,50.0305,-120.8609,3.0
N40411,20060723.2312,Lightning,Fire,50.9806,-118.2773,200.0
G70570,20100814.1625,Lightning,Fire,55.9397,-122.6514,19.0
G90205,20050530.1038,Lightning,Fire,59.901,-120.0603,15.0
C10219,20100727.1958,Lightning,Fire,53.2379,-123.6323,95.0
K40438,20190531.155839,Lightning,Fire,50.4052,-118.8523,2.1
G10696,20180620.1744,Lightning,Fire,53.4449,-124.0255,2245.2000000000007
C20102,20010524.0815,Person,Fire,51.88930000000001,-122.445,8.0
V80182,20060628.144,Person,Fire,49.9363,-127.0375,30.0
G90876,20180621.1517,Lightning,Fire,59.61360000000001,-121.7276,2.3000000000000003
V30241,20150630.193,Lightning,Fire,50.6787,-123.3676,6735.0
N70628,20120930.15,Unknown,Fire,49.1689,-116.3985,14.0
V50433,20180528.133,Person,Fire,50.18380000000001,-125.1148,8.6
N20019,20100426.133,Person,Fire,50.563,-116.118,39.0
C50030,20020423.1906,Person,Nuisance Fire,51.9917,-123.1667,15.0
V11049,20100821.123,Person,Fire,49.31,-122.2417,8.700000000000001
K60285,20000924.16,Person,Fire,49.8123,-120.9789,3.0
G90301,20120707.19,Lightning,Fire,59.6604,-120.3416,23.1
C50422,20090731.12,Lightning,Fire,52.5769,-124.1952,30.0
C50039,20000418.12,Person,Fire,51.93830000000001,-123.15,10.0
R90002,20110422.1645,Person,Fire,58.0138,-130.9747,6.6000000000000005
K23202,20190330.13,Unknown,Fire,50.7611,-119.7529,100.0
G90429,20120706.1458,Lightning,Fire,59.08470000000001,-124.2382,2.7
C50365,20090726.133,Person,Fire,51.4872,-123.7968,3.0
G63101,20181007.121523,Person,Fire,55.1452,-122.8362,30.0
V10050,20040422.133,Person,Fire,49.0142,-121.0723,110.0
K30464,20030807.1839,Lightning,Fire,51.4842,-118.922,1150.0
N20636,20190613.1448,Lightning,Fire,50.2546,-115.4407,5.0
N40742,20060822.163,Lightning,Fire,50.701,-118.0828,3.4
G80179,20120711.12,Person,Fire,56.5764,-120.3857,111.0
G10224,20140702.2006,Lightning,Fire,53.7195,-121.344,3.0
N20028,20130511.1303,Unknown,Fire,50.5015,-115.6117,15.5
G70329,20021201.14,Person,Fire,55.615,-120.26,64.0
N51708,20170810.1811,Lightning,Fire,50.2775,-117.5765,71.0
G91469,20180725.1952,Lightning,Fire,59.6426,-121.5296,30.6
N51969,20180801.0056,Lightning,Fire,50.6608,-117.6579,114.0
G10020,20020501.123,Person,Fire,53.4127,-122.5893,18.0
K10370,20040724.2,Lightning,Fire,52.4708,-120.3705,74.0
G80057,20090501.16,Person,Fire,53.8533,-122.6497,8.5
G30308,20090725.1929,Lightning,Fire,52.3231,-118.541,38.2
G80081,20050528.12,Person,Fire,56.5953,-121.40299999999999,29.0
G40091,20050528.2113,Lightning,Duplicate,53.4273,-124.1959,600.0
G52833,20180821.170141,Lightning,Fire,56.3948,-127.8784,8.0
G10046,20030510.17,Person,Fire,53.8383,-123.355,3.5
VA0058,20060516.15,Person,Fire,52.3815,-126.5737,3.0
K51293,20180718.08,Lightning,Fire,49.64870000000001,-119.6058,7.5
G80029,20120508.0813,Person,Fire,56.5202,-121.8981,5.0
G90473,20040724.1716,Lightning,Fire,59.5848,-121.6859,17.5
N20476,20010817.1942,Lightning,Fire,50.1891,-115.4967,2092.0
VA0375,20130731.1739,Lightning,Fire,51.7689,-126.3592,88.5
K50242,20100726.0849,Person,Fire,49.098,-119.7862,31.8
K20001,20040401.13,Person,Fire,50.68660000000001,-121.2938,8.6
K60311,20150707.19,Lightning,Fire,49.94,-120.6775,4.0
K20144,20010630.12,Lightning,Fire,50.8447,-121.6208,2.5
N20037,20020513.123,Person,Fire,51.0052,-116.484,45.0
G10458,20130913.14,Person,Fire,53.7946,-123.1501,2.8000000000000003
C10919,20170707.1641,Lightning,Fire,52.79190000000001,-121.6448,4.2
N10233,20110802.2201,Lightning,Fire,49.6741,-115.5416,2.0
G31735,20180731.1555,Lightning,Fire,52.7728,-119.0516,700.0
V10202,20120801.01,Person,Fire,49.04790000000001,-123.0414,2.2
R50127,20040620.23,Lightning,Fire,54.63950000000001,-128.27030000000002,2.0
G80088,20100512.1709,Person,Fire,56.67290000000001,-121.149,2.0
K40044,20150508.1353,Unknown,Other,50.28160000000001,-119.4396,2.0
C10207,20100727.1951,Lightning,Fire,53.1827,-123.5447,55.0
C10058,20020428.12,Person,Fire,53.091,-123.7063,35.0
N60584,20150813.131,Unknown,Fire,49.0724,-119.0086,4417.0
G70022,20040401.14,Person,Fire,56.1208,-120.7,20.0
K60003,20020410.14,Person,Fire,50.29510000000001,-121.1782,20.0
K10364,20040724.2015,Lightning,Fire,52.41560000000001,-120.3771,3.0
G90188,20030708.1428,Lightning,Fire,59.6073,-120.8051,2.0
G80108,20160301.12,Person,Fire,56.2867,-121.4267,30.0
G80296,20180521.11,Lightning,Fire,57.02220000000001,-121.64299999999999,3.25
N40053,20060613.1958,Lightning,Fire,52.033,-118.7663,220.0
G10040,20120511.12,Person,Fire,53.7503,-122.3452,4.3
G60389,20090730.1745,Lightning,Fire,57.2653,-126.587,133.0
C10782,20180620.183,Lightning,Fire,53.424,-124.2847,144.0
V10564,20021016.093,Person,Fire,49.62580000000001,-121.8674,3.0
N12420,20180810.13,Lightning,Fire,49.82,-115.9136,5.0
R10010,20130416.11,Person,Fire,54.0958,-125.2874,5.6000000000000005
K50124,20050621.16,Person,Fire,49.0212,-119.3445,2.0
R40010,20030427.1415,Person,Fire,55.3674,-127.6789,2.5
R90376,20190525.104611,Lightning,Fire,59.5711,-128.6357,1935.0
G80054,20030512.1035,Person,Fire,56.8883,-121.4923,140.0
C20029,20010424.08,Person,Fire,52.325,-122.2733,3.0
N10273,20140731.022,Lightning,Fire,49.5502,-116.3496,23.0
C20237,20100728.2118,Lightning,Fire,51.9692,-122.0447,4.0
K60024,20000419.13,Person,Fire,50.2196,-121.0958,2.1
G60387,20090730.0135,Lightning,Fire,57.5544,-126.1227,32.0
C40312,20130812.1342,Lightning,Fire,51.6058,-121.9674,6.1000000000000005
G10017,20050424.14,Person,Fire,53.7349,-121.0403,4.5
V31922,20170827.17,Person,Fire,49.7197,-122.9681,3.5
G12804,20180731.1729,Lightning,Fire,53.59200000000001,-121.3661,23.6
G40243,20180519.1015,Lightning,Fire,54.15450000000001,-123.8226,315.0
K20602,20130801.1515,Lightning,Fire,51.1283,-120.8434,2.3000000000000003
G70157,20180529.153,Person,Fire,55.4892,-122.7823,40.0
R20277,20101006.0845,Person,Fire,53.80730000000001,-126.8696,8.21
C50029,20140429.143,Person,Fire,52.08620000000001,-123.275,35.2
N60590,20150811.011,Lightning,Fire,49.156000000000006,-118.1181,320.0
N10216,20150630.0356,Lightning,Fire,49.75060000000001,-115.7907,7.0
G10059,20020518.14,Person,Fire,54.00899999999999,-121.6627,2.0
C50300,20100731.151,Lightning,Fire,52.5517,-125.7867,3086.0
G80184,20150529.0917,Lightning,Fire,57.8597,-120.9823,12.0
K70146,20120702.1845,Person,Fire,50.1359,-121.5701,2.0
N20619,20150814.1056,Lightning,Fire,50.9694,-116.3697,3.0
G90801,20061005.15,Person,Fire,57.89,-123.7567,10.0
K20192,20060627.16,Person,Fire,51.30090000000001,-120.0928,6.0
C10466,20060904.1911,Lightning,Fire,53.0382,-121.0541,6.0
C50065,20020430.14,Person,Fire,51.9937,-123.1502,6.0
C40006,20040402.09,Person,Fire,51.4083,-121.9833,4.0
C50087,20010521.15,Person,Fire,52.46700000000001,-125.4205,9.0
V81155,20090705.1928,Lightning,Fire,49.88370000000001,-125.8534,1.96
R40014,20030428.18,Person,Fire,55.333999999999996,-128.0937,20.0
K20016,20010414.09,Person,Fire,50.6653,-119.9076,2.0
N70409,20000428.16,Lightning,Fire,49.0062,-116.415,25.0
G80455,20150726.1359,Lightning,Fire,56.5705,-120.016,2.0
G90170,20050529.164,Lightning,Fire,58.31780000000001,-122.785,6.2
N50495,20130810.1908,Lightning,Fire,50.9301,-117.5165,6.0
K20627,20030815.21,Lightning,Fire,50.8598,-119.7778,11395.0
R12068,20180801.1619,Lightning,Fire,53.36060000000001,-126.7467,60631.828
G90159,20050529.1914,Lightning,Fire,59.3171,-121.5705,1048.0
K20538,20170703.085,Person,Fire,50.681999999999995,-120.4681,3.0
C51752,20180731.12,Lightning,Fire,52.5619,-124.765,55.0
V11175,20090731.073,Lightning,Fire,49.8673,-121.2539,2.0
C40469,20030829.18,Lightning,Fire,51.613,-120.5002,80.0
C20238,20160315.163,Person,Fire,52.0957,-121.9952,17.1
K50289,20140714.055,Lightning,Fire,49.3892,-120.0126,101.0
N40393,20060724.1703,Lightning,Fire,51.625,-117.5333,34.0
C20103,20160727.111,Person,Fire,51.9143,-122.306,11.9
N50546,20030807.1051,Lightning,Fire,49.2133,-117.22,155.5
K20229,20050908.1913,Lightning,Fire,50.7392,-121.251,2.1
C20210,20120825.1727,Person,Fire,51.9155,-122.4583,3.0
K40342,20180521.07,Person,Fire,51.1484,-118.692,4.0
C12594,20180811.115,Lightning,Fire,52.75360000000001,-124.5121,10687.0
G80280,20100719.1606,Lightning,Fire,58.4367,-121.2473,4.5
V10712,20061004.12,Person,Fire,49.8812,-121.7028,6.2
V60729,20040918.12,Person,Fire,48.5913,-124.0078,3.5
G80036,20130505.13,Person,Fire,56.265,-122.068,14.0
N50308,20060724.0115,Lightning,Fire,50.5953,-117.6852,150.1
K20061,20160515.113,Person,Fire,50.88200000000001,-120.4281,2.8000000000000003
C50026,20020422.1745,Person,Fire,51.95,-124.4217,2.0
G90136,20100602.1816,Lightning,Fire,58.70330000000001,-120.6733,2.7
R50050,20040620.173,Lightning,Fire,54.3167,-128.38330000000002,20.0
N70143,20050628.0923,Person,Fire,50.0475,-117.1173,5.0
G80150,20100617.1523,Lightning,Fire,57.2012,-121.5733,15.0
N40741,20030810.17,Lightning,Fire,51.4923,-118.615,1073.0
G80130,20060507.19,Person,Fire,56.5705,-120.7165,8.8
C30034,20000417.13,Person,Fire,52.425,-121.6833,2.5
K51264,20170717.2,Lightning,Fire,49.7135,-119.7646,1790.0
N20370,20000803.15,Person,Fire,49.9667,-115.7333,22.0
G90221,20030718.1544,Lightning,Fire,58.7288,-122.0418,4.1
G80070,20140519.113246,Person,Fire,56.5253,-121.7888,285.0
N21071,20040330.17,Person,Fire,49.8367,-115.782,5.0
G70008,20060409.103,Person,Fire,55.8759,-120.2533,6.4
G80383,20120729.1556,Lightning,Fire,58.13670000000001,-121.6448,6.9
N10185,20120801.171,Person,Fire,49.0968,-115.21799999999999,5.5
C50146,20060702.1752,Lightning,Fire,52.42,-125.0177,13.0
G80336,20150702.1634,Lightning,Fire,57.56100000000001,-120.8857,4.0
N40003,20010411.1345,Person,Fire,51.255,-116.9317,2.5
K50008,20160409.145,Person,Fire,49.20030000000001,-119.6853,16.0
G90119,20030508.14,Person,Fire,58.8873,-125.1685,40.0
V51385,20090805.0323,Lightning,Fire,50.8828,-124.4149,214.78
N71392,20170720.2008,Lightning,Fire,50.6049,-117.2274,1070.0
N10278,20150704.18,Lightning,Fire,49.5086,-116.5935,250.0
K60033,20060420.113,Person,Fire,50.2331,-120.244,83.0
K10210,20100718.2122,Lightning,Fire,52.542,-119.5337,153.5
G90134,20150525.1921,Lightning,Fire,59.2895,-122.9148,5.2
G40036,20160412.1407,Lightning,Fire,53.97640000000001,-123.8094,17.6
G10174,20140702.1941,Lightning,Fire,53.56050000000001,-121.4429,10.8
V60347,20090612.15,Unknown,Fire,48.806,-123.5297,6.1000000000000005
K60953,20170709.2145,Unknown,Fire,49.3395,-120.0551,2.1
G80078,20160418.1529,Person,Fire,57.00100000000001,-121.4809,237.0
K60330,20120725.13,Lightning,Fire,50.15940000000001,-120.34200000000001,20.6
G60215,20180515.08,Person,Fire,57.0317,-126.7613,5.6000000000000005
K50869,20120909.1452,Person,Fire,49.8084,-119.7445,214.0
N41527,20180720.0821,Lightning,Fire,51.99650000000001,-117.3846,89.0
G70341,20051122.074,Person,Fire,55.85420000000001,-120.2072,11.9
N71320,20170720.161,Lightning,Fire,50.4227,-117.2008,1400.0
N40365,20090724.003,Lightning,Fire,51.8765,-117.1135,250.0
